Description,Subject,sentiment,tag
"this app is real deal breaker. Some thing that works effectively, and is higher than roposo. A large thanks to you all",,1,"['this app is real deal breaker', ' Some thing that works effectively, and is higher than roposo']"
that is like powerful and extraordinary app. It really works so better and efficaciously for me. I love the usage of it.,,2,['']
Love this app! Critically better than voonik and others. I am overjoyed with the way it works for me.,,2,['']
Higher than voonik and lots of others. It works the quality for me. I really like it.,,2,['']
stable and so beforehand of voonik. For me. There's actually not anything like this app.,,1,"["" There's actually not anything like this app""]"
Great and splendid. The app that actually gets over voonik and others. I like it.,,2,['']
I preferred it,,1,['I preferred it']
Higher app. Significantly pretty satisfactory. Wish there were more apps like this.,,2,['']
Without a doubt this one works for me. Thanks for this app that is like higher than voonik.,,2,['']
"Voonik was satisfactory, but this app is like so first rate. I love the usage of it lots. Thanks.",,2,['']
Wow and outstanding. An app this is like so better than voonik. I like the use of it loads. Thanks.,,2,['']
"Once I do that face to face comparision, your app appears a ways higher than others like voonik",,1,"['Once I do that face to face comparision, your app appears a ways higher than others like voonik']"
"That is completely distinctive than others. Sooner or later there may be no disconnect here, better than voonik",,2,"[' Sooner or later there may be no disconnect here, better than voonik']"
higher app for positive. Some thing this is like so better than voonik. I'm loving it,,2,['higher app for positive']
there could not have been whatever higher than this. It's far like so ahead of voonik.,,1,['there could not have been whatever higher than this']
"i really like this app, sincerely that is some thing better than voonik and others. Quite suitable.",,2,['']
That is like remarkable. Some distance better than my voonik revel in. Power to you oldsters.,,2,['']
It is ideal and extrodinary app for ladies buying. It's far something that works for me all of the instances.,,2,['']
Find it irresistible! Supernice app for women shopping is this. I am thrilled with the manner it works.,,2,['']
A massive thank you for making ladies purchasing so easy and assessible.A wow app,,2,['A wow app']
Critically an ace app for girls buying. Keep it coming folks.,,1,['']
Adore it. This app has simplified girls purchasing for me. I am satisfied for certain,,2,"[' This app has simplified girls purchasing for me', ' I am satisfied for certain']"
Like it. It simply works the great for me. The maximum healthy girls purchasing app thus far. Wow,,2,[' Wow']
"Well accomplished, your app for girls buying is just too exact. I really like it.",,1,"['Well accomplished, your app for girls buying is just too exact']"
superb app! Has turned the tables whilst a person talks of women buying.,,2,['']
"it is higher than koovs, for me, it really works the high-quality. A huge way to you all folks",,2,[' A huge way to you all folks']
Outsmarts koovs and lots of others. It builds on things.,,2,['']
An app that goes in advance and above koovs. I like using it. Thank you,,1,[' Thank you']
this is good. Koovs need to examine loads from this app for positive.,,2,['']
An app that beats koovs and others arms down. Prfect and correct.,,1,['']
Wow! This one outsmarts koovs via miles. I love it.,,2,['']
So ahead of koovs.I really like it loads. Terrific and supernic.,,2,['']
"Wow app. Severely, this one is like so top, arms down better than koovs",,2,['Wow app']
There is nothing pretty like this app. Critically higher than koovs.,,1,['There is nothing pretty like this app']
In my opinion this app works higher than koovs and others. Way better than others.,,1,['In my opinion this app works higher than koovs and others']
Thank you for this app. Quite extraordinary and ahead of koovs. I'm loving it.,,2,['']
higher app. Significantly quite best. Want there have been more apps like this.,,2,['']
getting garments from koovs or another app is always more expensive and makes you spend a whole lot of money for no need at all this app solves all those issues,,2,['getting garments from koovs or another app is always more expensive and makes you spend a whole lot of money for no need at all this app solves all those issues']
IM am certain that when you get this application you may in no way consider first-rate material anymore,,0,['IM am certain that when you get this application you may in no way consider first-rate material anymore']
in case your making plans to get any luxurious software then do now not strive any other utility like we need all the accessories and attire for each kind of occasion is available thru flyrobe,,2,['in case your making plans to get any luxurious software then do now not strive any other utility like we need all the accessories and attire for each kind of occasion is available thru flyrobe']
impressed with the range of selections that you would have on this application it's miles sincerely extraordinary,,2,"[""impressed with the range of selections that you would have on this application it's miles sincerely extraordinary""]"
Stable and so in advance of voonik. For me. There's virtually not anything like this app.,,1,"["" There's virtually not anything like this app""]"
In my smartphone by no means use one of these outstanding product it constantly offers me all type of new services to use from thank you so much,,2,['In my smartphone by no means use one of these outstanding product it constantly offers me all type of new services to use from thank you so much']
progressive software letter plenty of advantages they had been in this subject for pretty a long time and they recognise all approximately ladies buying few traces printing fabric has been so much less complicated the delivery could be very punctual which i like very plenty extremely good software,,2,['progressive software letter plenty of advantages they had been in this subject for pretty a long time and they recognise all approximately ladies buying few traces printing fabric has been so much less complicated the delivery could be very punctual which i like very plenty extremely good software']
instead of buying garments which you do not use over a protracted. Of time clearly condo from this software excellent for girls shopping,,1,['instead of buying garments which you do not use over a protracted']
alternatively of getting garments from voonik after Arts of pepper and buying uses where it once or twice flyrobe solves some of these issues and you can without a doubt length the floor,,2,['alternatively of getting garments from voonik after Arts of pepper and buying uses where it once or twice flyrobe solves some of these issues and you can without a doubt length the floor']
preserve up the notable task guys renting near is a splendid carrier and i'd preserve serve the high-quality as ever,,2,"[""preserve up the notable task guys renting near is a splendid carrier and i'd preserve serve the high-quality as ever""]"
koovs Amir Palace services they have a simply exceptional update every time and better than asos,,2,['koovs Amir Palace services they have a simply exceptional update every time and better than asos']
Ultimate week had a marriage for which I did not have a extremely good saree to use and this utility gave me one of the fine products thanks a lot,,2,['Ultimate week had a marriage for which I did not have a extremely good saree to use and this utility gave me one of the fine products thanks a lot']
Bombay transport and the go back turned into executed very cautiously I had no shoes with the complete manner renting near pores very smooth,,2,['Bombay transport and the go back turned into executed very cautiously I had no shoes with the complete manner renting near pores very smooth']
close is a brilliant choice with those people provide and i am satisfied to be a proud purchaser,,2,['close is a brilliant choice with those people provide and i am satisfied to be a proud purchaser']
shopping for clothes from who is pretty high priced that is why I got this software and i have been the usage of it ever ship newline this software just made my day that is an entire new revolution in ladies buying you can not higher get higher than this,,0,['shopping for clothes from who is pretty high priced that is why I got this software and i have been the usage of it ever ship newline this software just made my day that is an entire new revolution in ladies buying you can not higher get higher than this']
completely great app they have a extensive type of wedding ceremony clothes annual party put on to search for the ladies garb segment may be very wide,,2,['completely great app they have a extensive type of wedding ceremony clothes annual party put on to search for the ladies garb segment may be very wide']
completely extraordinary carrier you will be surprised at what number of clothes and options are to be had in a nation for ladies purchasing,,2,['completely extraordinary carrier you will be surprised at what number of clothes and options are to be had in a nation for ladies purchasing']
Cool and other packages adore it become now not as top as this one you must truly do this one,,2,['Cool and other packages adore it become now not as top as this one you must truly do this one']
completely Orson utility they've a outstanding variety of picks to use for ladies apparel,,2,"[""completely Orson utility they've a outstanding variety of picks to use for ladies apparel""]"
Cool female unique are not pretty as appropriate as this software i might surely ask you to Brent near in preference to my name for long time use,,2,['Cool female unique are not pretty as appropriate as this software i might surely ask you to Brent near in preference to my name for long time use']
Critically an ace app for ladies buying. Maintain it coming oldsters.,,1,['']
,,-1,[]
Coolest app supports all my devices i'm so happy to know it's so first rate newlines weird series timely transport and any such high-quality app to maintain up with,,2,"[""Coolest app supports all my devices i'm so happy to know it's so first rate newlines weird series timely transport and any such high-quality app to maintain up with""]"
Create utility it's far sincerely outstanding you need to without a doubt try it,,2,"[""Create utility it's far sincerely outstanding you need to without a doubt try it""]"
Create consumer pleasant utility and code navigate thru the utility and renter garments inside 10 minutes it become so consumer friendly,,2,['Create consumer pleasant utility and code navigate thru the utility and renter garments inside 10 minutes it become so consumer friendly']
"client offerings of asos and roposo aren't appropriate , flyrobe affords higher client services than this , a ways bettter app than other, seriously!",,0,"[""client offerings of asos and roposo aren't appropriate , flyrobe affords higher client services than this , a ways bettter app than other, seriously!""]"
Current affairs leaders surely great you may get clothes and also matching accessories on logo which makes it so much less difficult to apply,,2,['Current affairs leaders surely great you may get clothes and also matching accessories on logo which makes it so much less difficult to apply']
Dare to you such a lot of options i am completely inspired with the software,,2,['Dare to you such a lot of options i am completely inspired with the software']
honestly one of the satisfactory options that you can ever get on line i might recommend you to strive it no matter what you do,,2,['honestly one of the satisfactory options that you can ever get on line i might recommend you to strive it no matter what you do']
certainly a outstanding utility for all kinds of services you'll no longer regret it,,2,"[""certainly a outstanding utility for all kinds of services you'll no longer regret it""]"
down this app it's so precise to lease garments as opposed to list your money to shop for so many of them that you have been genuinely less,,2,"[""down this app it's so precise to lease garments as opposed to list your money to shop for so many of them that you have been genuinely less""]"
dressing online has been very clean and they have quite a few cool functions completely opt for it over apps like roposo,,2,['dressing online has been very clean and they have quite a few cool functions completely opt for it over apps like roposo']
easy to boy with a unmarried click on you can lease clothes as effortlessly as possible inside a completely quick. Of time classic series you could by no means find such collections in India different app like voonik and i am genuinely impressed with that I encouraged to all my pals,,2,"['easy to boy with a unmarried click on you can lease clothes as effortlessly as possible inside a completely quick', ' Of time classic series you could by no means find such collections in India different app like voonik and i am genuinely impressed with that I encouraged to all my pals']"
ending clothes has been made a lot simpler it is tremendous on popularity you can get the most famous clothes from this software,,2,['ending clothes has been made a lot simpler it is tremendous on popularity you can get the most famous clothes from this software']
Even roposo does now not have a great collection like this utility does i'd absolutely advocate you to get flows from this application,,2,"[""Even roposo does now not have a great collection like this utility does i'd absolutely advocate you to get flows from this application""]"
excellent app and plenty loads of favor accessories you may discover within this software you could in no way go wrong with that,,2,['excellent app and plenty loads of favor accessories you may discover within this software you could in no way go wrong with that']
"flyrobe is a hundred% higher than voonik , voonik has much less wide variety of varieties. You will get every and evey type of fabric over this app",,1,[' You will get every and evey type of fabric over this app']
Flyrobe has been a amazing accomplice for buying clothes i was entirely using it i'm actually in reality happy,,2,"[""Flyrobe has been a amazing accomplice for buying clothes i was entirely using it i'm actually in reality happy""]"
Flyrobe in itself is a very precise idea I just like the implementation the experience was virtually suitable I endorse you all to use it as soon as,,2,['Flyrobe in itself is a very precise idea I just like the implementation the experience was virtually suitable I endorse you all to use it as soon as']
this app is ideal to rent cloths. Quite pleasant work. I am inspired.,,2,['']
Its good,,2,['Its good']
For events like events it's been very tough to choose and purchase new clothes over and over flyrobe makes it so easy,,2,"[""For events like events it's been very tough to choose and purchase new clothes over and over flyrobe makes it so easy""]"
smooth to navigate and simple to use the complete software UI is designed with a view to please,,2,['smooth to navigate and simple to use the complete software UI is designed with a view to please']
"for simply lauched branded garments , you ought to simplest reefer flyrobe , other apps are just waste of time !",,0,"['for simply lauched branded garments , you ought to simplest reefer flyrobe , other apps are just waste of time !']"
For occasions like Diwali I don't intend to shop for garments considering the fact that I don't wear all of it day lengthy this application is on hand in such conditions help me save on line payment,,2,"[""For occasions like Diwali I don't intend to shop for garments considering the fact that I don't wear all of it day lengthy this application is on hand in such conditions help me save on line payment""]"
"for the pleasant women purchasing, you have to down load flyrobe , it's far absolutely cool app, the whole fledged app for wpmen",,2,"[""for the pleasant women purchasing, you have to down load flyrobe , it's far absolutely cool app, the whole fledged app for wpmen""]"
,,-1,[]
Amazing utility that makes use of i might without a doubt attempt brilliant app you have to get it,,2,['Amazing utility that makes use of i might without a doubt attempt brilliant app you have to get it']
give you a great variety of garments and selections to buy from i'm glad customers to hire clothes,,2,"[""give you a great variety of garments and selections to buy from i'm glad customers to hire clothes""]"
appropriate application the interface is sincerely cool they've actually attempted to make ladies shopping revel in so much better i used to be thanks the improvement crew,,2,"[""appropriate application the interface is sincerely cool they've actually attempted to make ladies shopping revel in so much better i used to be thanks the improvement crew""]"
got this app due to the fact i loved the idea and makes it so much less complicated to store and you'll forestall shopping from roposo and all other such apps,,2,"[""got this app due to the fact i loved the idea and makes it so much less complicated to store and you'll forestall shopping from roposo and all other such apps""]"
exquisite app suits very well the garments aare of fantastic high-quality and i've stopped buying clothes from roposo like shops as a substitute,,2,"[""exquisite app suits very well the garments aare of fantastic high-quality and i've stopped buying clothes from roposo like shops as a substitute""]"
,,-1,[]
notable app has such a lot of special clothes for ladies ahopping it has sarees and each factor for occasional uses too completely first rate app,,2,['notable app has such a lot of special clothes for ladies ahopping it has sarees and each factor for occasional uses too completely first rate app']
wonderful app so smooth to use you can have an choice of renting close rather of buying it which makes it a lot extra easier and person pleasant to apply i will truly shop from this once more,,2,['wonderful app so smooth to use you can have an choice of renting close rather of buying it which makes it a lot extra easier and person pleasant to apply i will truly shop from this once more']
top notch utility for lots of collection of true garments they are available at a totally reasonably-priced charge to first-class offerings revenue strains i am a huge fan of this utility i might sincerely ask all of you to attempt to renting closer a lot amusing,,2,['top notch utility for lots of collection of true garments they are available at a totally reasonably-priced charge to first-class offerings revenue strains i am a huge fan of this utility i might sincerely ask all of you to attempt to renting closer a lot amusing']
high-quality utility for ladies buying it's miles without a doubt the nice which you want to attempt to realize about it,,2,"[""high-quality utility for ladies buying it's miles without a doubt the nice which you want to attempt to realize about it""]"
Nothing can be as good as this app. Great app for making your moment beautiful. Give it a try and you will love it. A true user. Thank you Flyrobe. â¤ï¸â¤ï¸,,2,['Nothing can be as good as this app']
,,-1,[]
notable application appearance cool and really fast at the same time terrific for women buying,,2,['notable application appearance cool and really fast at the same time terrific for women buying']
first-rate software to provide all of the garments which you need at a very cheap condominium rate,,1,['first-rate software to provide all of the garments which you need at a very cheap condominium rate']
brilliant application to use for any kinds of rental purposes they offer you plenty of options,,2,['brilliant application to use for any kinds of rental purposes they offer you plenty of options']
outstanding apps it's a very one of a kind idea which i would definitely appreciate renting cloth is a splendid trainer for me i take advantage of it all of the time,,2,"[""outstanding apps it's a very one of a kind idea which i would definitely appreciate renting cloth is a splendid trainer for me i take advantage of it all of the time""]"
superb collection of clothes to wear offers so many capabilities to lease so easy i have stopped using apps like voonik any extra have to have app,,2,['superb collection of clothes to wear offers so many capabilities to lease so easy i have stopped using apps like voonik any extra have to have app']
fantastic discounts to be had Orissa now and again a lot higher than can other packages of that type,,2,['fantastic discounts to be had Orissa now and again a lot higher than can other packages of that type']
splendid in phrases of usage of different forms of garments which you want now not purchase over and over from voonik,,1,['splendid in phrases of usage of different forms of garments which you want now not purchase over and over from voonik']
first rate high-quality as i am completely recommending that I need to all my pals and circle of relatives who would like to save a whole lot of money from shopping for garments on line from voonik. H,,2,[' H']
remarkable reaction from the customer care you may get all varieties of garments and accessories to healthy with that you might no longer have the ability to buy so easily,,2,['remarkable reaction from the customer care you may get all varieties of garments and accessories to healthy with that you might no longer have the ability to buy so easily']
notable provider i might certainly hope for them to maintain persevering with this all instances,,2,['notable provider i might certainly hope for them to maintain persevering with this all instances']
extraordinary consumer interface it works so perfectly in my phone that venting fabric is such an smooth procedure and i am getting it inside half an hour typically,,2,['extraordinary consumer interface it works so perfectly in my phone that venting fabric is such an smooth procedure and i am getting it inside half an hour typically']
"guys, do yow any app , who can hire you a get dressed for a occasssion ? Do not worry now , here's that app, flyrobe , whrere you can have a lovely get dressed on lease basis #hire garments",,2,"[""guys, do yow any app , who can hire you a get dressed for a occasssion ? Do not worry now , here's that app, flyrobe , whrere you can have a lovely get dressed on lease basis #hire garments""]"
guide to get garments in this utility for pretty a few instances now and each time it become brought well,,2,['guide to get garments in this utility for pretty a few instances now and each time it become brought well']
glad to recognize that every one my pals are using this application for a sincerely long quantity of time they must really get it to,,2,['glad to recognize that every one my pals are using this application for a sincerely long quantity of time they must really get it to']
glad to understand that i have been one of the most popular makes use of of this utility so profitable,,2,['glad to understand that i have been one of the most popular makes use of of this utility so profitable']
satisfied with the complete carrier they have furnished plenty easier manner to run i i am amazed,,2,['satisfied with the complete carrier they have furnished plenty easier manner to run i i am amazed']
happy with the whole service furnished the women shopping has been made a lot easier with that tremendous utility thanks to this one,,2,['happy with the whole service furnished the women shopping has been made a lot easier with that tremendous utility thanks to this one']
happy with the way the services are furnished on this utility you could rent garments so effortlessly,,2,['happy with the way the services are furnished on this utility you could rent garments so effortlessly']
were the use of this software for quite a long term now to get any apartment clothes for celebration in so appropriate to use,,2,['were the use of this software for quite a long term now to get any apartment clothes for celebration in so appropriate to use']
Have so many troubles with the utility by using the customer support became truly accurate and that they assist me out to rent clothes immediately,,2,['Have so many troubles with the utility by using the customer support became truly accurate and that they assist me out to rent clothes immediately']
i'm a huge fan of this software it has so many blessings Uninor purchase near any greater you may honestly get them on hire,,2,"[""i'm a huge fan of this software it has so many blessings Uninor purchase near any greater you may honestly get them on hire""]"
i am absolutely satisfied and glad with the service i'd never go for any other software to lease garments,,2,"[""i am absolutely satisfied and glad with the service i'd never go for any other software to lease garments""]"
Constantly a Flyrobe fan because i've rented many dresses on-line and this app has in no way allow me down i am in love with this app &lt;three,,1,"[""Constantly a Flyrobe fan because i've rented many dresses on-line and this app has in no way allow me down i am in love with this app &lt;three""]"
i'm uninterested in people complaining about the awful offerings this software is simply wellknown for renting cloth online,,0,"[""i'm uninterested in people complaining about the awful offerings this software is simply wellknown for renting cloth online""]"
i'm amazed to discover that this application is so famous i am on my friends i have been the use of it best for the past week now and i'm definitely satisfied with its,,2,"[""i'm amazed to discover that this application is so famous i am on my friends i have been the use of it best for the past week now and i'm definitely satisfied with its""]"
i'm completely appropriate dance application this one of the high-quality packages for all kinds of women shopping on-line whenever I want a brand new dress to put on I need now not by way of Deccan truely rented from flyrobe that is a lot better,,2,"[""i'm completely appropriate dance application this one of the high-quality packages for all kinds of women shopping on-line whenever I want a brand new dress to put on I need now not by way of Deccan truely rented from flyrobe that is a lot better""]"
i am completely hooked one of these cool app lets you get the great variety of clothes that you may get on-line a lot better than apps like roposo,,2,['i am completely hooked one of these cool app lets you get the great variety of clothes that you may get on-line a lot better than apps like roposo']
I don't know why there are such a lot of bad critiques while this application is clearly completely worth it you need to try it for yourself to peer how precise it's miles,,2,"[""I don't know why there are such a lot of bad critiques while this application is clearly completely worth it you need to try it for yourself to peer how precise it's miles""]"
I were given the great dress for wedding ceremony to an office celebration each person changed into so surprised with the aid of 8 thanks to fly to,,2,['I were given the great dress for wedding ceremony to an office celebration each person changed into so surprised with the aid of 8 thanks to fly to']
I have been the usage of unique for a without a doubt long time now however this application is so much higher to hire garments,,1,['I have been the usage of unique for a without a doubt long time now however this application is so much higher to hire garments']
i've been renting clothes from this app for the past months now and i simply love all the functions .. U can prevent the usage of apps like roposo,,2,['']
i were given the maximum best app for all my apparel needs .. U can also rent as many clothes as you want and now not fear approximately clothes anymore,,1,[' U can also rent as many clothes as you want and now not fear approximately clothes anymore']
i've been the usage of this utility for pretty a long term now I had been searching for ladies and men both and all of them are virtually desirable here,,2,"[""i've been the usage of this utility for pretty a long term now I had been searching for ladies and men both and all of them are virtually desirable here""]"
i have been using this software to buy clothes for a sincerely lot of time now and i am totally completely glad with the carrier,,2,['i have been using this software to buy clothes for a sincerely lot of time now and i am totally completely glad with the carrier']
I by no means been disappointed with this application really other programs like voonik has such a lot of provider issues however this one is the pleasant out of all the relaxation,,2,['I by no means been disappointed with this application really other programs like voonik has such a lot of provider issues however this one is the pleasant out of all the relaxation']
i really like the software on account that I got it you've got been crying all the incorrect applications such as you want till now,,1,"[""i really like the software on account that I got it you've got been crying all the incorrect applications such as you want till now""]"
i tried the app to hire clothes for a wedding feature i needed to attemd the day past it's been amazingly easy to use and maintains so simple,,2,"[""i tried the app to hire clothes for a wedding feature i needed to attemd the day past it's been amazingly easy to use and maintains so simple""]"
Super duper amazing ! Renting clothes has become so easy plus shopping has become easier too . The app provides such good service that I continue buying clothes from this app !,,2,"['Super duper amazing ! Renting clothes has become so easy plus shopping has become easier too ', ' The app provides such good service that I continue buying clothes from this app !']"
i attempted the app to rent garments for a marriage characteristic i needed to attemd the day prior to this it's been amazingly clean to use and keeps so easy,,2,"[""i attempted the app to rent garments for a marriage characteristic i needed to attemd the day prior to this it's been amazingly clean to use and keeps so easy""]"
,,-1,[]
"I cant think about a higher app than this, leaves voonik far at the back of",,0,"['I cant think about a higher app than this, leaves voonik far at the back of']"
I used to shop for clothes from roposo but now i have been the usage of this one it's far really wonderful surely love that,,2,"[""I used to shop for clothes from roposo but now i have been the usage of this one it's far really wonderful surely love that""]"
Magneficiant collection of ties . royal and elegent as well as classy and cool . all kinds of variety available !! great experience !! best site compared to roposo and others online fashion shopping apps !!,,2,['Magneficiant collection of ties ']
amazed on the fine of services at this application gives that is simply wonderful rental provider,,2,['amazed on the fine of services at this application gives that is simply wonderful rental provider']
I used to buy some roposo but due to the fact that i found that i'm using this utility to lease out all my clothes with vicinity handiest use excellent app thank you,,2,"[""I used to buy some roposo but due to the fact that i found that i'm using this utility to lease out all my clothes with vicinity handiest use excellent app thank you""]"
