Description,Subject,sentiment,tag
A really great concept! Loooveee it,Must have it!,2,['A really great concept! Loooveee it']
Love the idea.. V nice.,,2,['']
,,-1,[]
,,-1,[]
I had booked a dress for my wife and she loved it. The dress was beautiful and flyrobe also sent matching accessories!,Excellent app!,2,[' The dress was beautiful and flyrobe also sent matching accessories!']
You guys have made the 'Life of a Boyfriend' much more viable! ;) Kudos to the team for an amazing product and an even better service!,,2,"[""You guys have made the 'Life of a Boyfriend' much more viable! ;) Kudos to the team for an amazing product and an even better service!""]"
I was super happy with the collection and my white Mango skater dress arrived in the promised three hours. The dress arrived packed so neatly with a personal note from the founders :) they had also thrown in free matching earrings! (Yay!!) I paid just four hundred bucks for a dress that costed eight grand!!It really made my day. True bliss is looking good on a budget :) :),Affordable fashion!,2,[' The dress arrived packed so neatly with a personal note from the founders :) they had also thrown in free matching earrings! (Yay!!) I paid just four hundred bucks for a dress that costed eight grand!!It really made my day']
,,-1,[]
,,-1,[]
,,-1,[]
"Exquisite collection, marvellous app design, Lucid functioning",Pioneering Fashion App,2,"['Exquisite collection, marvellous app design, Lucid functioning']"
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
Awsum,,2,['Awsum']
,,-1,[]
Wen r v gettin guys collection..?,,1,['?']
,,-1,[]
,,-1,[]
,,-1,[]
Nice app.,,2,['']
Awesum collection...grt app.,,2,['']
Thumbs up to u Flyrobe.,Dress shabbily and they remember d dress; dress impeccably and they remember the woman.,2,['']
Keep going guys...,Auesome !!!!!!,1,['']
,,-1,[]
I like the app!! It's awesome!! I also suggest my friends try this.,Awesome....,2,['']
"When your closet is full of clothes and yet you think you have nothing to wear, Flyrobe is here to save the day and the night! :) The collection is absolutely fabulous! Lots of love and luck to Team Flyrobe. P.S. Can't wait to see Flyrobe go international!",The ultimate fashion app,2,"[' P', 'S']"
Great app! Amazing service. Kudos to the team :),Love it!,2,"['Great app! Amazing service', ' Kudos to the team :)']"
"Thank you Flyrobe for a very surprising experience !! Firstly, the packaging is amazing!! Made me feel there's something really grand sent my way :).. I had ordered a lovely floral dress for a party at the last minute as they just take 3 hrs to get the dress delivered. I received the dress in under the promised time.",Must experience !!,2,['']
,,-1,[]
It just have simply awesome collection... Loved it..,Superb collection,2,['']
,,-1,[]
,,-1,[]
,,-1,[]
Amazing collection!,,2,['Amazing collection!']
Very nice concept,Excellent,2,['Very nice concept']
A much needed service in India. Way to go guys!,Brilliant idea,1,"['A much needed service in India', ' Way to go guys!']"
,,-1,[]
Traditiona thing not getting opened,,0,['Traditiona thing not getting opened']
,,-1,[]
Occasions are very well defined. UI is too good especially the left and right swipe feature to shortlist the dress.,Great app!,2,['']
,,-1,[]
,,-1,[]
Loved it &lt;3,,1,['Loved it &lt;3']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
Loved it,We needed this in india!!! Its amazing that someone took the initiative of starting it!!!!,2,['Loved it']
Awesome collection,,2,['Awesome collection']
When flyrobe is adding men's wear? I don't have party clothes.,,1,"[""When flyrobe is adding men's wear? I don't have party clothes""]"
Nice concept :),,2,['Nice concept :)']
Good Designs,Higly Recommended,2,['Good Designs']
,,-1,[]
Awesome collection :-),Great app,2,['Awesome collection :-)']
Reserving a spot on my phone's home screen for this one!,,1,"[""Reserving a spot on my phone's home screen for this one!""]"
"Liked the Concept,loved the Dresses More but sadly its only in Mumbai..wen u guys launch this in delhi kindly mail thanx..keep up",Loved The Concept,1,['']
Awesome :) my gf will love this :D,,2,['Awesome :) my gf will love this :D']
,,-1,[]
,,-1,[]
Please include other Metropolitan cities in this.,,1,"['Please include other Metropolitan cities in this', '']"
Great clothing at reasonable price. Loving it!,Worth downloading,2,"['Great clothing at reasonable price', ' Loving it!']"
Nice collection...hope you guys will keep on adding and updating the collection...a must app for girls.,Awesome stuff,2,['']
Superb clothes and also amazing packing and service,Awsome,2,['Superb clothes and also amazing packing and service']
,,-1,[]
,,-1,[]
,,-1,[]
Super Hot Collection !,,2,['Super Hot Collection !']
,,-1,[]
I like the idea,,2,['I like the idea']
,,-1,[]
I want them to rent dresses in Hyderabad as well and i'd be a regular customer. Please do the needful,I want you people to provide dresses in Hyderabad as well.,1,[' Please do the needful']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
"Came across this app through fb promotions. Was surprised to think why nobody ever did this before abd this efficiently too. Anyway, like the concept, affordable pricing and service. Thanks","Beautiful app, necessary to experience",1,[' Was surprised to think why nobody ever did this before abd this efficiently too']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
The pictures just don't load! I have a 4g connection and every other app work just fine,Very slow,0,"[""The pictures just don't load! I have a 4g connection and every other app work just fine""]"
,,-1,[]
,,-1,[]
I dont have fb account..is there any other option for log in??,login without fb account??,1,['I dont have fb account']
,,-1,[]
I just love the outfit.. I want to request you please add more dresses please and specify the deposit amount also for reserve out fit,Awesome,2,['']
"What an interesting concept, wearing Flyrobe to my friend's wedding!",Absolutely loved it!,2,"[""What an interesting concept, wearing Flyrobe to my friend's wedding!""]"
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
No images are loaded.. Everytime I click on a category it says 'no items to show',Dissappointed,0,"["" Everytime I click on a category it says 'no items to show'""]"
"A nice concept, must try at least once, but they seriously need to communicate better and inform their clients about the availability of the items when the order is placed",,1,"['A nice concept, must try at least once, but they seriously need to communicate better and inform their clients about the availability of the items when the order is placed']"
"After booking the dates for the outfits ..no outfit is being displayed ..it is constantly showing 'No item here' ,no matter which category you choose.ð",,1,"[""it is constantly showing 'No item here' ,no matter which category you choose""]"
Loved every single thing! From the clothes to the service to the presentation and even the complimentary gift!! Would definitely recommend to everyone I know! So helpful!!,Amazing,2,['Loved every single thing! From the clothes to the service to the presentation and even the complimentary gift!! Would definitely recommend to everyone I know! So helpful!!']
,,-1,[]
,,-1,[]
Awesome,,2,['Awesome']
,,-1,[]
Great products,,2,['Great products']
As I have installed dis app n logged in through that device it is not allowing me to login with new device.. and please add traditionals. Also give app for apple devices,Giving pain,1,['As I have installed dis app n logged in through that device it is not allowing me to login with new device']
,,-1,[]
Awesome products,,2,['Awesome products']
,,-1,[]
If i choose a date and then if i go and select the dress... i cant put any dress in the cart... its like all are pre booked....,Hate the app,1,[' i cant put any dress in the cart']
,,-1,[]
,,-1,[]
,,-1,[]
Pretty great collection for women! Very nice filters and interface!,Awesome app!,2,['Pretty great collection for women! Very nice filters and interface!']
,,-1,[]
Whnevr i open any category it jst shws no items here...its very annoying!!,Hated it!!!,0,['Whnevr i open any category it jst shws no items here']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
Lovely collection. They have something for every person's taste. Team is extremely helpful n very nice. Looking fwd to using d app more often. Highly recommended...,Highly recommended.,2,"["" They have something for every person's taste"", '']"
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
"Guys, I am not on Facebook. Any other way to place orders?",No fb login,0,"['Guys, I am not on Facebook']"
,,-1,[]
,,-1,[]
My trip to a nearby hill station was sudden and I wanted to look absolutely gorgeous with my bf....I quickly ordered from flyrobe and they had this super fast delivery made to me with a surprise complimentary accessory. Thanks flyrobe for making my vacation memorable.,Amazing service....fast delivery,2,['']
Loved the outfits!!! All as good as new.... all branded stuff.... amazing delivery service!! Gonna use this app a lot!! Thanks flyrobe!!,,2,['']
Y don't u open the same for men .??? Y shld women have all the fun ..,,1,"[""Y don't u open the same for men ""]"
"I downloaded the app, however it keeps crashing on Android 6.0! Opens the homepage but fails to open other things. Please look into the matter.",App keeps crashing,0,"['I downloaded the app, however it keeps crashing on Android 6']"
,,-1,[]
,,-1,[]
,,-1,[]
Simply awesome !!,,2,['Simply awesome !!']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
"I saw this app and thought its a great concept gave it a try and everything was absolutely a dream experience.. The communication from flyrobe team, dress delivery and pickup and the condition and the fitting of the dress ... I have blabbered it to all my galfrinds hope they all use this and get the same awesome experience like i did. Thanks",Just loved it,2,['']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
Cant wait to try the ethnic collection.. damn! Next event is in dec ð¦... long wait for me ! :(...big thumbs up thoughâº,,1,[' long wait for me ! :(']
,,-1,[]
Very niche,,2,['Very niche']
Loved the app n concept. Do add some large sizes dresses too. :-),Nice app n concept!,2,"[' Do add some large sizes dresses too', ' :-)']"
,,-1,[]
Shows no items...installed and uninstalled all in the span of 10 mins,,0,['installed and uninstalled all in the span of 10 mins']
,,-1,[]
,,-1,[]
Keep it up guys!!,Loooved it!!!,2,['Keep it up guys!!']
,,-1,[]
,,-1,[]
,,-1,[]
"The app just hangs up and crashes when I click on the ""GALA CELEBRATION"" & ""NAVRATRI EXTRAVAGANZA"" section. Don't know what's wrong. The other tabs work just fine. My phone is upgraded to android marshmallow. Is that the problem??? Once you you guys fix this, I will give u more stars!! Fyi: I have updated to the newest version... Even that dosent help!!!","Android Feedback (v18, LGE, Nexus 5, 6.0)",0,"['The app just hangs up and crashes when I click on the ""GALA CELEBRATION"" & ""NAVRATRI EXTRAVAGANZA"" section']"
,,-1,[]
ð,nice,1,['ð\x9f\x98\x83']
,,-1,[]
"Flyrobe.com is an absolute saviour.. Right from coordinating delivery/pick up.. to beautiful packaging and the suprise pouch, these guys have done a marvellous job.. Its a complete time n money saver! Thank you flyrobe.com for simply existing. I would really appreciate more choices in the XL size tho..",Ur best fix,2,"['Flyrobe', '']"
,,-1,[]
,,-1,[]
Ordered a handbag and necklace which arrived in king-style packing and with chocolates and a greeting card for Diwali! Super impressive service! The quality of the products was outstanding too! :),Awesome first experience!,2,['Ordered a handbag and necklace which arrived in king-style packing and with chocolates and a greeting card for Diwali! Super impressive service! The quality of the products was outstanding too! :)']
"Thank you so much for the earrings, the chocolates and the Diwali card not to mention the dress in the impeccable packing. This is some really really good customer service.",Excellent product and service!,2,['']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
I really loved this app... the dress i got is just awesome..and the way your service is just speechless... really had a super experience with FLYROBE... will shop again and again.. loving it Thankyou...,Super experience with flyrobe,2,['']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
So far the products that I saw online is good. Nice collection. I have ordered outfit for the weekend. and I am sure it would turn up to be good,,2,[' I have ordered outfit for the weekend']
,,-1,[]
,,-1,[]
,,-1,[]
And if we want to return in 12 hrs the service tax won't be refunded !!,Good collection . But service tax is so much !,0,"[""And if we want to return in 12 hrs the service tax won't be refunded !!""]"
,,-1,[]
,,-1,[]
Exuberant collections.,,1,['']
Just installed the app. Haven't ordered any yet. But the collection is really nice. Do you deliver to Kolkata?,,1,[' Do you deliver to Kolkata?']
Dont waste ur mb by downloading this app .,Very disgusting app,0,['Dont waste ur mb by downloading this app ']
,,-1,[]
"Firstly thank u Flyrobe team for getting such app. I ordered twice from this app and the experience I got was very good. The best part of the app is the delivery and pick up and even the executive c ordinating with us. Coming on the dress qualit, the dresses are very unique and amazingly outstanding. I would jus recommend if the flyrobe team could on work on office kurti or kurta sets from good brands like biba, W, rangmach and many more such brands.",Simply amazing,2,['']
,,-1,[]
This app needs compulsory facebook login..What about ppl who dnt ve one,Compulsory Facebook Login,0,['What about ppl who dnt ve one']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
Is this available in Delhi also ?,,1,['Is this available in Delhi also ?']
,,-1,[]
Great concept and very friendly support staff,Awesome selection,2,['Great concept and very friendly support staff']
,,-1,[]
,,-1,[]
I just installed the app.. I'm in love with it :* but only one problem. Can these be delivered to Hyderabad please.,Loved it.,1,"['', ' Can these be delivered to Hyderabad please']"
,,-1,[]
Love it,,2,['Love it']
One stop for all the fashion needs. Amazing service and great comfort. This was a much awaited and much needed appâ¤,It is so amazing,2,[' This was a much awaited and much needed appâ\x9d¤']
I really liked this app...because fashion on rent is not only mean that we can wear brands on a cheap rates..it also mean that if we hvnt planned for any function..there flyrobe is like a surprise gift...,Superb,2,['it also mean that if we hvnt planned for any function']
,,-1,[]
,,-1,[]
App is not working on my phone how to order now ð,Its not working only,0,['App is not working on my phone how to order now ð\x9f\x98\x92']
,,-1,[]
,,-1,[]
I downloaded the app but it is not opening it cums login with fb I hv Account der hw to do it not getting,,0,['I downloaded the app but it is not opening it cums login with fb I hv Account der hw to do it not getting']
Why is it available only in Mumbai? ð­ð­ð­ð­ Pune needs this too. ð³,,1,"['Why is it available only in Mumbai? ð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xad Pune needs this too', ' ð\x9f\x98³']"
It's amazing!!,,2,"[""It's amazing!!""]"
,,-1,[]
Used the app to make a pick up request. The app said a team would reach asap to take custom measurement however didn't get any call for a day so I called up. The team had no idea about the order. Took some while to figure it out and then got back asking to give some details on a form. I submitted that in less than 5 mins however no revert so I called up again but couldn't get any response. Their agent next day calls up very casually saying that we havent got the response !! It's like a total waste.,Useless,0,"["" I submitted that in less than 5 mins however no revert so I called up again but couldn't get any response""]"
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
"I ordered a dress from Gala celebration. They sent a Google form for custom fitting. Wt a waste of time, if you guys don't want to deliver.",,1,"["" Wt a waste of time, if you guys don't want to deliver""]"
After the app is downloaded and u login with your fb account...you can't view any dresses..just keeps loading the page.,Useless,0,"[""you can't view any dresses"", 'just keeps loading the page']"
,,-1,[]
In love with their ethnic collection and kudos to the expectional service that they provide!,Brilliant Concept,2,['In love with their ethnic collection and kudos to the expectional service that they provide!']
Don't download it... useless app,Fuckin concepts,0,[' useless app']
,,-1,[]
,,-1,[]
Good design and variety,Excellent concept,2,['Good design and variety']
I hope dere was something for man as well,,1,['I hope dere was something for man as well']
,,-1,[]
"Trying since 5 days started a chat session, sent emails, tried calling but no response is given by them! If they can't be attentive when we want to book something how will they provide service after booking.",No response,0,"[""Trying since 5 days started a chat session, sent emails, tried calling but no response is given by them! If they can't be attentive when we want to book something how will they provide service after booking""]"
dresses designs are fantastic.. It should be also available in kolkata... ð,Seems an awsome app,1,"['', ' It should be also available in kolkata', ' ð\x9f\x98\x90']"
"Unaware that dresses were given on rent and not actual purchase ðð just received the dress and I actually loved it. Wish I could keep itð really happy with the way it was delivered, the quality and service. Looking forward to order for the new year now! Excellent ð",Loved the collection!,2,['Unaware that dresses were given on rent and not actual purchase ð\x9f\x98\x82ð\x9f\x98\x9b just received the dress and I actually loved it']
,,-1,[]
I'd give 5 stars if this comes to navi mumbai even we navi mumbaikars want to wear such awesome dresses. Please have it here. Also I am interested to do a start up here. Do respond soon.,Navi Mumbai,1,"[' Please have it here', ' Do respond soon', '']"
I ordered an ethnic wear few weeks ago and l'm really happy with their fast service and awesome collection. The dress was beautiful and stitched according to my size. Will order again. :),Amazing collection,2,[' Will order again']
,,-1,[]
"I ordered a dress on 3rd and set the pick up date as 7th and paid for the extra days too. Despite of that, they kept calling me on 5th and 6th and when I finally told them that the pick up is on 7th , they didn't call on 7th at all. Later, they called me on 8th and set a pick up time but did not pick up my dress. Later they again call me on 9th and 10th and finally picked it up on 10th. Please make your service better. This is a lot to bear when in the beginning I couldn't even place an order from the app.",Pathetic service,0,"[' Later, they called me on 8th and set a pick up time but did not pick up my dress']"
,,-1,[]
I never imagined I can get dresses on rent. I loved my dress. The dress was dry cleaned and ready to wear on arrival. The free accessory was a cherry on the cake. And the ease of getting a dress and return is just amazing.,,2,[' The dress was dry cleaned and ready to wear on arrival']
Love,Love it totally,2,['Love']
,,-1,[]
,,-1,[]
"Being a shopaholic I always ended up spending a lot buying dresses I would only wear once. Flyrobe has saved me a lot of cash. The variety is amazing and the dresses are clean and ready to wear. Sent a dress to my di in gurgaon, she loved it!! Thanks a lot flyrobe !!",This is awesome !!,2,['Being a shopaholic I always ended up spending a lot buying dresses I would only wear once']
"I recently odrdered a dress for me and my friend for a big dinner party and trust me everybody at the dinner kept staring at us with their eyes wide open..:D Some girls even asked us where did we buy such expensive dresses , we simply smiled and introduced them to flyrobe and they went all craaaaazzyyy with the idea:P The dresses fit properly and the jwellery was a cherry on the cake (who doesnt love free stuff :P) Looking forward to order a dress for a wedding soon:D wishing flyrobe the best of all. :D",Flyrobe- literally amazing!!,1,['']
I truly love flyrobe. Now I need not to worry about any event. Nice collection and great service.,This is one of the best site for me,2,['']
Awesome app...... I will definitely use this.. Amazing varieties.,,2,['']
This is just amazing. Finally! I've found the right app for myself. Now I can easily get branded dresses and accessories delivered at my house. That too on rent! Will be ordering dresses from the app now. Totally loved the concept and the collection of the dresses are great :) Thank you for creating such an app.,,2,"[' That too on rent! Will be ordering dresses from the app now', '']"
