Description,Subject,sentiment,tag
Wonderful to shop from this application has provided a lot of great experience this one is definitely an absolute winner when it comes to online shopping services,,2,['Wonderful to shop from this application has provided a lot of great experience this one is definitely an absolute winner when it comes to online shopping services']
One of my favourite applications this one has provided me with all the deals online services and application is way better than awesome cooler than any other application of there,,2,['One of my favourite applications this one has provided me with all the deals online services and application is way better than awesome cooler than any other application of there']
I totally love it a very good idea at solutely wonderful for cheap priced clothes and amazing at the same time for rental,,2,['I totally love it a very good idea at solutely wonderful for cheap priced clothes and amazing at the same time for rental']
Best application in terms of all the rental services available out there you should definitely try this form this has lot of potential really one of the most pricing app,,2,['Best application in terms of all the rental services available out there you should definitely try this form this has lot of potential really one of the most pricing app']
What helps you to save lot of money very unique idea that you will be amazed to rent from this application again and again,,2,['What helps you to save lot of money very unique idea that you will be amazed to rent from this application again and again']
Create application really cool products I am amazed at how good it is this is really and wonderful application for rental services for women shopping,,2,['Create application really cool products I am amazed at how good it is this is really and wonderful application for rental services for women shopping']
Not only women shopping but also no men shopping is provided at various great prices here I am absolutely lovable application with lot of great potential,,2,['Not only women shopping but also no men shopping is provided at various great prices here I am absolutely lovable application with lot of great potential']
Ideal application for people who would like to get online shopping services rental services are quite cool,,2,['Ideal application for people who would like to get online shopping services rental services are quite cool']
Cool application cool price think you can get a lot of great product at very cheap prices your,,2,['Cool application cool price think you can get a lot of great product at very cheap prices your']
Delightful application wonderful user interface I totally love to use the services it is absolutely amazing and awesome,,2,['Delightful application wonderful user interface I totally love to use the services it is absolutely amazing and awesome']
Makes it quite wonderful to use all my experiences with this application was really cool I totally love their services this application provides you with all the rental clothes for women and men very easily all the great products are tried and tested the clothes are hygienic and it has been my wonderful application for online clothes that has improved a lot I totally love it with every update the give u lot of products added totally loving it,,2,['Makes it quite wonderful to use all my experiences with this application was really cool I totally love their services this application provides you with all the rental clothes for women and men very easily all the great products are tried and tested the clothes are hygienic and it has been my wonderful application for online clothes that has improved a lot I totally love it with every update the give u lot of products added totally loving it']
Quite the good deal of clothes and services are available here that you can absolutely love this application be provided with lot of good application Deals And discounts not available for rental services annual,,2,['Quite the good deal of clothes and services are available here that you can absolutely love this application be provided with lot of good application Deals And discounts not available for rental services annual']
Makes it so much simple and easy to use I love to use the application production really good totally lovable User experience to,,2,['Makes it so much simple and easy to use I love to use the application production really good totally lovable User experience to']
Amazing application I love it this application provide me with great rental services I cannot find anywhere else totally one of the best applications for online shopping services for women,This app,2,['Amazing application I love it this application provide me with great rental services I cannot find anywhere else totally one of the best applications for online shopping services for women']
This would definitely be my one stop destination online shopping has been so much fun totally love to use the product,,2,['This would definitely be my one stop destination online shopping has been so much fun totally love to use the product']
Make me wanna use this application again and again this application provided me with variety of products that are not available in many applications like an eco raposo this is quite cool and awesome,,2,['Make me wanna use this application again and again this application provided me with variety of products that are not available in many applications like an eco raposo this is quite cool and awesome']
Ideal application for online shopping you can save a lot of money at the same time this has lot of great Deals And discounts that you cannot find anywhere else newline one of the best application services I would say they provided with a lot of deals and all the coupons were also applicable very easily totally love to use this application,Nice app,2,['Ideal application for online shopping you can save a lot of money at the same time this has lot of great Deals And discounts that you cannot find anywhere else newline one of the best application services I would say they provided with a lot of deals and all the coupons were also applicable very easily totally love to use this application']
Great application with so many great Deals And discounts they provided a lot of good products every one of my experience has been really awesome with this application this one provides all the pickup and drop service yeah well they have an absolutely wonderful collection of clothes for women shopping you should definitely try this application if you have never tried it there this one is really cool I recommend you to get this application right now download it for free,,2,['Great application with so many great Deals And discounts they provided a lot of good products every one of my experience has been really awesome with this application this one provides all the pickup and drop service yeah well they have an absolutely wonderful collection of clothes for women shopping you should definitely try this application if you have never tried it there this one is really cool I recommend you to get this application right now download it for free']
Best application when it comes to online shopping day Deals And discounts available double provided me with lot of great options this is one of the most lovable applications for online shopping for women,,2,['Best application when it comes to online shopping day Deals And discounts available double provided me with lot of great options this is one of the most lovable applications for online shopping for women']
Great application that is the way better than anything that you can think of the provide with so many Deals And discounts and offers of quite wonderful it is really cool to use this application I have been using this one for quite a long time now recommended to all my friends and family,,2,['Great application that is the way better than anything that you can think of the provide with so many Deals And discounts and offers of quite wonderful it is really cool to use this application I have been using this one for quite a long time now recommended to all my friends and family']
In my family loves to do the online shopping from the apP because it is so much school and helps you to save a lot of time and efforts to instead of buying you can rent clothes and services so easily here help you out every time whenever you want to dress up for an occasion immediately,Cool,2,['In my family loves to do the online shopping from the apP because it is so much school and helps you to save a lot of time and efforts to instead of buying you can rent clothes and services so easily here help you out every time whenever you want to dress up for an occasion immediately']
Totally lovable application provided me with so many great Deals And discounts I would go for this app over any other application anytime of the day,,2,['Totally lovable application provided me with so many great Deals And discounts I would go for this app over any other application anytime of the day']
Absolutely stunning clothes and collections is available here you would also be delighted to shop from this application really cool and awesome give it comes up,,2,['Absolutely stunning clothes and collections is available here you would also be delighted to shop from this application really cool and awesome give it comes up']
Love to uses application give it a five star rating because of how convenient it is to rent clothes online this is one of my best app,,2,['Love to uses application give it a five star rating because of how convenient it is to rent clothes online this is one of my best app']
Rental clothes and services for women shopping a really awesome they provide you all kind of ethnic wear and even modern where very easily great for getting dresses online,,2,['Rental clothes and services for women shopping a really awesome they provide you all kind of ethnic wear and even modern where very easily great for getting dresses online']
Absolutely lovable application I totally love it their services are really good pickup and drop service is very very convenient I totally love it,,2,['Absolutely lovable application I totally love it their services are really good pickup and drop service is very very convenient I totally love it']
hami9140,,1,['hami9140']
Fantastic,Loved it,2,['Fantastic']
Superb app ! Love the amazing collection they have. Big brands for less money.,,2,['']
,,-1,[]
,,-1,[]
I had ordered for my friend and it wasn't delivered. Please see.,Inconsistent.,1,"[""I had ordered for my friend and it wasn't delivered""]"
,,-1,[]
Very bad,,0,['Very bad']
Although initially there was some trouble but the flyrobe team worked swiftly and saved my day. Love you guys. Keep up the good work â¤,Thank Youð,2,"['Although initially there was some trouble but the flyrobe team worked swiftly and saved my day', ' Love you guys', ' Keep up the good work â\x9d¤']"
,,-1,[]
"Amazing app!! The dress was clean, the delivery boy was on time. The customer care people were patient no matter how many questions you ask them. So good first experience overall.",,2,['']
,,-1,[]
Great app loved it.,,2,['']
"Would like to personally thank Michelle from Customer Care team, Avneesh, Imran from Ops for the wonderful coordination and execution for WOWing your customers. Let me tell you guys, you have earned a customer forever and will surely recommending you to my friends and relatives. Keep up the great work :) ",Wowed me :),2,"[' Let me tell you guys, you have earned a customer forever and will surely recommending you to my friends and relatives']"
Hahaha the tagline of Flyrobe itself explains you everything . You can rent clothes and accessories and get whatever you want for your day .,,2,['']
I had rented this trunkloom Rose Print Raw Silk Lehenga for my friend's wedding for 6days . The material was totally clean and nice . You won't feel like returning there dress back :P,,1,"["" You won't feel like returning there dress back :P""]"
Now you can get to wear your dream lehenga just by renting and get it customized as per your fit for your day only in flyrobe . No other app will give you such kind of service . Truly great .,,2,"[' No other app will give you such kind of service ', '']"
Flyrobe is for crazy womens who love shopping but who end up with window shopping just because of it been expensive . You can rent dress now and get it for your day only in flyrobe .,,1,['']
Totally different concept from koovs and voonik ! You get the best quality and service from Flyrobe . Highly recommending this app .,,2,['']
"I would highly recommend everyone to use flyrobe than any other app . You don't have to waste your money by buying clothes just for one day . Get rented for that particular day , from flyrobe . They provide you with great services . I am a regular customer of this ap .",Useful,1,"["" You don't have to waste your money by buying clothes just for one day ""]"
"The rates are reasonable . Service is good . You will get the best quality product . Delivery on time . No payment and returning issues . No other app would give you such feel , but Flyrobe . Huge thanks to this ap .",,2,[' No payment and returning issues ']
I would recommend everyone to use flyrobe . It is far better than koovs or asos . I personally had a bad experience with koovs . Flyrobe gives you the best quality .,,2,[' I personally had a bad experience with koovs ']
"The services are very good from flyrobe . Very much impressed with all the services provided . From easy purchasing to quick delivery , everything is so good about this app",,2,['The services are very good from flyrobe ']
"Though let it not be your occasion , being an event manager , present over that occasion should always be well presentable . So for such events I rent dress from flyrobe itself . My money and time is saved , because of this app .",,2,['']
Super amazing concept ! Worth of using this ! User and pocket friendly app . You get the amazing experience from flyrobe itself .,,2,['']
wanted to wear something beautiful on the event of my husband's promotion party . . . . . . . thanks to this app that i found a really exceptional dress for myself . . . . best site for women shopping ! !,,2,[' ']
Flyrobe is one of the new great app and concept brought up all . It is amazing . You can rent clothes and get customized as per your fit . It's pocket friendly also . The app is also simple and easy to use .,,2,['']
"It was a good experience using flyrobe . I had to just click , wear , pay and return sitting at home itself . There was no issue with there any kind of services .",,2,"[' I had to just click , wear , pay and return sitting at home itself ']"
"Flyrobe Fashion Shopping has got a cool section with information about latest styles and trends . Totally amazing collections , you will definetly love it .",,2,['']
Flyrobe is totally easy and secure checkout app . You get the best quality and service by them . They rent you the best branded collections only . Totally worth to use .,,2,['']
"My first experience with flyrobe was totally amazing . I had rented tuxedo for one day shoot . They gave me the best serive , they could give; that too at reasonable rate .",,2,['']
beautiful collection of ethnic wear available on this flyrobe app . . . . . . simple and easy to use app compared to koovs :),Good,2,[' ']
Ordered a dress last week from roposo . . . . the quality of the dress was not at all comparative to the dress they displayed on the internet . . . . comparatively flyrobe is the best app to shop from ! !,,1,[' the quality of the dress was not at all comparative to the dress they displayed on the internet ']
Very quick and easy to order . . . . received my dress prefectly on time before my important event ! ! Career saving app :P Thank flyrobe for renting me such a beautiful dress ! !,,2,[' ']
Gathered and ordered 5 one piece on rent for me and my friends . . . . . rent was low with exceptional discount ! ! superb app for money saving :D,Good,2,[' ']
Amazing experience with this app . . . . . . i order all of my clothes from this site . . . . . never disappointed . . . . beautiful variety of dresses and best site for women shopping &lt;3,Loved it..,2,[' ']
"Get your order on time , use it for 3 days and the pickup will be available at your door steps to receive the dress . . . . very magneficiant service provided by flyrobe for women shopping :D",,2,"['Get your order on time , use it for 3 days and the pickup will be available at your door steps to receive the dress ', ' ']"
This is a fraud company. Worst service I booked a jacket which was never delivered to me and at the end moment I have to go and purchase one before the event. There was no response from customer care as well. Don't trust them.,Worst service,0,"['This is a fraud company', ' Worst service I booked a jacket which was never delivered to me and at the end moment I have to go and purchase one before the event']"
I am vry disappointed.Though I booked my order about 20 days prior n they confirmed it too. But They cancelled my order jst five days before delievry date bcz that dress was not available.,,0,['I am vry disappointed']
For how long we can rent the dress and what would be the charges. please revert asap as I need a dress,,0,[' please revert asap as I need a dress']
,,-1,[]
Downloaded this app to get a discount on a beautiful dress while a got a lot many other offers which i can enjoy even further ! ! super app for women shopping ! !,,2,['Downloaded this app to get a discount on a beautiful dress while a got a lot many other offers which i can enjoy even further ! ! super app for women shopping ! !']
Received a gift from my aunt . . . she ordered that dress from this site and when i came up to checkout the collection . . . . i was simply amused to see such a great variety of dresses ! !,nice,2,"[' ', ' she ordered that dress from this site and when i came up to checkout the collection ']"
Frankly speaking . . . best site ever came across for women shopping ! ! received amazing discount on a beautiful dress and received my order on time ! ! amazing experience ! !,,2,"['Frankly speaking ', ' ']"
Beautiful collection of ties . . . . . elegent and royal as well as cool and classy . . . . all types of variety available ! ! great experience ! ! best site compared to roposo,,2,[' ']
If you want to rent clothes online I would totally recommend you to get this app that has a lot of great production services available !,,2,['If you want to rent clothes online I would totally recommend you to get this app that has a lot of great production services available !']
"I have been using this app for quite long and this application provided me rental process services which are not easily available online , totally superb and awesome !",,2,"['I have been using this app for quite long and this application provided me rental process services which are not easily available online , totally superb and awesome !']"
"I was surprised and my office colleagues also equally surprised at the quality and the great clothes that I got from flyrobe , just better than voonik and koovs !",,2,"['I was surprised and my office colleagues also equally surprised at the quality and the great clothes that I got from flyrobe , just better than voonik and koovs !']"
"It has such a nice service to take clothes on rent and pay their rent , use it , and return back , its will save your time , lots of money !",,2,"['It has such a nice service to take clothes on rent and pay their rent , use it , and return back , its will save your time , lots of money !']"
Superb and amazing designs at very reasonable prices and on a rent basis too . I cant find a better app than this till date .,,2,[' I cant find a better app than this till date ']
cool services of an application for people who would love to shop online definitely try this one you like,,2,['cool services of an application for people who would love to shop online definitely try this one you like']
Flyrobe has the best collection of clothes and new trends but roposo has disappointed me does not have a good collection like this application does !,,1,['Flyrobe has the best collection of clothes and new trends but roposo has disappointed me does not have a good collection like this application does !']
The delivery from flyrobe is never late and the collection is super awesome . What else do you want ? You can take clothes on rent from an online app .,,2,['']
Flyrobe always keeps the latest trends updated not like voonik . com . This app is the best you can get online and just download it donât think much !,,2,['Flyrobe always keeps the latest trends updated not like voonik ']
Saturday night it was so much fun everyone loved whatever we were wearing that we got on rent from flyrobe . Just awesome and amazing job !,,2,"['Saturday night it was so much fun everyone loved whatever we were wearing that we got on rent from flyrobe ', ' Just awesome and amazing job !']"
"Designers like Mr Button , Ekaksh , Bubber Couture provided their magneficiant designs on rent . . . . . super amazing quality with elegent and classy look ! ! best site compared to koovs . . . .",,2,"[' ', '']"
Always enjoy shopping from this app that gives you clothes on rental basis . This app never fails to impress me and my family .,,2,['']
The huge collection and wide variety of clothing this app has something very difficult to find in koovs and voonik ! They are just amazing !,,2,['The huge collection and wide variety of clothing this app has something very difficult to find in koovs and voonik ! They are just amazing !']
"Very versatile collection flyrobe app has till date , no one can be disappointed , to rent clothes online at a cheaper cost and enjoy the services .",Usefull app,2,['']
I must say that I am delighted and I tried hard to find an app that works this way and provides you clothes and accessories on rental basis !,,2,['I must say that I am delighted and I tried hard to find an app that works this way and provides you clothes and accessories on rental basis !']
Flyrobe works the best for me ! There is nothing quite as good as this app to rent clothes on the go and get such good services .,,2,['']
I never expected that such a small app company would be so great ! They are providing you clothes on rent better than any online application .,,2,['']
Online shopping made so easier on flyrobe that you can take clothes on rent and enjoy the services . This app is simply awesome !,,2,['Online shopping made so easier on flyrobe that you can take clothes on rent and enjoy the services ']
"I would definitely go for this float rental service they have a lot of good material and many varities , also about new arrival !",,2,"['I would definitely go for this float rental service they have a lot of good material and many varities , also about new arrival !']"
Very resourceful app to get beautiful clothes on rent . . . . . Dry cleaned and steam pressed suits provided for making us look more and more awesome and elegent ! !,,2,[' ']
Ordered a beautiful dress and saved a lot of money . . . . free shipping as well as cash on delivery feature available . . . . . best site to get clothes on rent ! !,Good,2,[' ']
Had a bad experience with koovs when my friend suggested me this site for good experience . . . . . i owe him one for suggesting me this app :D really resourceful and money saving ! !,,2,[' ']
Get 25% off on all ethnic wear collections . . . . . superb offer for clothes lovers like us ! ! must download app for amazing experience &lt;3,,1,"['Get 25% off on all ethnic wear collections ', ' ']"
Amazing and exceptional offers provided by flyrobe for shopoholics ! ! great experience with a lot of money saving :D loved this site . . . very much fantastic compared to voonik shopping site ! !,Wonderful app,2,[' ']
Using this app since an year now ! ! never disappointed by flyrobe . . . . best app for women shopping compared to roposo and voonik ! !,Me,2,[' ']
Exceptional one piece provided by ASOS brand for rent . . . . . . ordered one for a weekend party . . . . super classy and sexy looking dress ! ! :D,,2,[' ']
"Whether you are looking for wedding dresses or party dresses , you can rent clothes in the shortest time possible . Flyrobe is the best ever online store .",Loved it,2,['']
,,-1,[]
Simply amazing . . . Love the clothes thaqt they give on a rental basis and their service . . . I am big fan of flyrobe now and forever will be !,,2,[' ']
I always get clothes from this app for rent on all the occasions and parties . This app never leaves me disappointed !,,0,[' This app never leaves me disappointed !']
Other apps like koovs and voonik have disappointed to me and provided me worst quality clothes . It's nice that this app isnt like them thank you flyrobe !,,1,['Other apps like koovs and voonik have disappointed to me and provided me worst quality clothes ']
"From easy purchasing to quick delivery , everything is so good about this app ! You can get clothes on rent at a reasonable cost too .",Good App,2,['']
The services are very good from flyrobe . Very much impressed with all the services provided by this online app much better than koovs !,Love it,2,['The services are very good from flyrobe ']
,,-1,[]
,,-1,[]
Loved it,,2,['Loved it']
Best one I know. It's never disappointing so far my experience. :),,2,[' :)']
Flyrobes is just an amazing app from which u can purchases or rent outstanding outfits !! Had a really great experience !! ordered a tuxedo on rent !! very nice outfit with a great glow !! Superb experience with flyrobes !!,,2,['Flyrobes is just an amazing app from which u can purchases or rent outstanding outfits !! Had a really great experience !! ordered a tuxedo on rent !! very nice outfit with a great glow !! Superb experience with flyrobes !!']
Now we dont need to wait for offers to buy a new dress or outfit .. i can rent one or two whenever i need !! thanks to flyrobe for such an exceptional offers for frequent party attending peoples !!,,2,['']
Mindblowing collection of outfits available on flyrobe compared to other site like voonik and koovs . . . and we also can order clothes on rent .. this is the best part for clothes loving people like us :D,,2,"[' ', '']"
Was invited to attend 3 marriages 3 days in a row .. my old blazer was out of fashion when my mate suggested me this site to get amazing outfits on rent . . very nice way to provide exceptional services !!,,2,"['Was invited to attend 3 marriages 3 days in a row ', '', ' ']"
Wanted to wear a magneficiant anarkali as i always wanted to have one . . the collection on this flyrobe app is really amusing compared to other fashion shopping sites like roposo . ..,,1,"['Wanted to wear a magneficiant anarkali as i always wanted to have one ', ' ', '']"
Downloaded this app to get a magneficiant discount on a very beautiful dress while a got a lot many other offers which i can enjoy even further !! super amazing app for ladies shopping !!,,2,['Downloaded this app to get a magneficiant discount on a very beautiful dress while a got a lot many other offers which i can enjoy even further !! super amazing app for ladies shopping !!']
wanted a Blazer for my sister's wedding but the rates were too high :( my brother suggested me this site and i found affordable Blazer on rent !! nice app to rely on :D great help :D,,2,"[""wanted a Blazer for my sister's wedding but the rates were too high :( my brother suggested me this site and i found affordable Blazer on rent !! nice app to rely on :D great help :D""]"
Must install this app for mind blowing discount on beautiful clothes . rented one saree for myself on the account of my niece's wedding .. nice saree .. got a lot of compliments from my relatives ;),,2,['']
"Wow! What a story. Great read Paloma. Maybe my girl friends and I can try this. A great idea , at least for India , where rented dress were for children only.",,2,['']
Rented a magneficiant kurti for diwali . .. received my order on time . . used the kurti for 2 days and the pickup service was provided and reached on the 3rd day at my door steps . . great experience !!,,1,"[' ', '']"
Had a very very bad experience with koovs when my teacher suggested me this flyrobe app for good experience . .. i owe her one for suggesting me this really amazing app :D really really resourceful and money saving !!,,1,['Had a very very bad experience with koovs when my teacher suggested me this flyrobe app for good experience ']
Magneficiant collection of ties . royal and elegent as well as classy and cool . all kinds of variety available !! great experience !! best site compared to roposo and others online fashion shopping apps !!,,2,['Magneficiant collection of ties ']
Amazing and astonishing offers provided by flyrobe for shopping lovers !! very nice experience with a lot of cash saving :D loved this wonderful site .. very very fantastic compared to voonik online fashion shopping site !!,nice,2,['']
"Flyrobe also has a great collection of bags and jewellery to choose from. In the Ethnic Wear , you can rent a Bridal outfit , a Dhoti Set , a Lehenga , an Anarkali , a Gown and much more. Flyrobe also shows you the trending collections so that you can stay upto date with the latest styles and the best of designer wear.",,2,['']
"The outfits are available for a rental duration of 4 , 6 and 8 Days. For both women shopping and men shopping , Flyrobe is the best space to rent outfits online.",,2,['']
"For both the women shopping and the men shopping , you will be able to rent clothes at affordable rates without compromising on quality or brand value. In short , Flyrobe app takes fashion shopping to a whole new level , by bringing the concept of hassle-free rental to designer dresses , bridal gowns , party dresses and other premium fashion.",Awesome,2,['']
Best for all the people who love to shop online definitely go for the application helps you to save a lot of money and shop lot of great things at cheap prices,,2,['Best for all the people who love to shop online definitely go for the application helps you to save a lot of money and shop lot of great things at cheap prices']
"From a cocktail party to a wedding , from brunches to dinners or a date , Flyrobe has the best-in-class outfits available for rental. With more than 1000 styles , you can get ethnic wear or western wear with the same ease in this fashion shopping app.",This app is very great,2,['']
I rented an Ethnic wear from this app and overall my experience was not good. Now all my family and relative members do shop from this online shopping app and are too happy with the services and the products they bought from this app.,Mohit,1,['I rented an Ethnic wear from this app and overall my experience was not good']
