Description,Subject,sentiment,tag
One of the good application to provide you great services at the best possible prices and it is really a fun app to use,,2,['One of the good application to provide you great services at the best possible prices and it is really a fun app to use']
Cool application pool services they are really good at what they do that's what I love about this application,,2,"[""Cool application pool services they are really good at what they do that's what I love about this application""]"
One of the very best application set icon for online shopping this has great Deals And discounts for renting clothes so much better than roposo like applications,Use full app,2,['One of the very best application set icon for online shopping this has great Deals And discounts for renting clothes so much better than roposo like applications']
One of the very best applications available online this application has a lot of products available at the best rental prices ever,,2,['One of the very best applications available online this application has a lot of products available at the best rental prices ever']
dress shopping I don't go for another application this is really awesome and fun to use,Worth it,2,"[""dress shopping I don't go for another application this is really awesome and fun to use""]"
I totally love to uses application they have a lot of things that I won't be easily available here really fun and easy to use,,2,"[""I totally love to uses application they have a lot of things that I won't be easily available here really fun and easy to use""]"
,,-1,[]
,,-1,[]
9JIWELE,9JIWELE,1,['9JIWELE']
Amazingly good application in terms of all the services they are really good to use one of the very best applications to go home for,,2,['Amazingly good application in terms of all the services they are really good to use one of the very best applications to go home for']
Location they are one of the best applications I have ever used for rental flooring services absolutely amazing and awesome,,2,['Location they are one of the best applications I have ever used for rental flooring services absolutely amazing and awesome']
Application it is available in all places and I totally love it they are providing the best services they can to all the people very unique and fun to use,,2,['Application it is available in all places and I totally love it they are providing the best services they can to all the people very unique and fun to use']
Destination for all online shopping experiences are really good in this application I M amazed uses application for women shopping again and again,,2,['Destination for all online shopping experiences are really good in this application I M amazed uses application for women shopping again and again']
Great application in terms of all the product quality it is really good they provide amazing Link Road services at a very cheap rental prices definitely go for this application,,2,['Great application in terms of all the product quality it is really good they provide amazing Link Road services at a very cheap rental prices definitely go for this application']
Application is quite wonderful day provide you lots of Deals And discounts on renting clothes online you can be assured of getting,,2,['Application is quite wonderful day provide you lots of Deals And discounts on renting clothes online you can be assured of getting']
the best application services revenue line call of the ideal destination for online shopping I totally love uses application and this is very unique to,,2,['the best application services revenue line call of the ideal destination for online shopping I totally love uses application and this is very unique to']
Web application you can get definitely a lot of product that every great prices I and my friends recently got so many clothes for going to a party on Saturday night it was so much fun everyone loved whatever we were wearing and they also has where to get this product from heaven get this application to lot of my friends and family and their am also getting this application now thank you so much totally love the idea we should definitely include more and more clothes online which is a really great rental ser,,2,['Web application you can get definitely a lot of product that every great prices I and my friends recently got so many clothes for going to a party on Saturday night it was so much fun everyone loved whatever we were wearing and they also has where to get this product from heaven get this application to lot of my friends and family and their am also getting this application now thank you so much totally love the idea we should definitely include more and more clothes online which is a really great rental ser']
Good application they have quite a lot of Deals And discounts going on and tell lot of this application is ideal for all the rental services that you need,,2,['Good application they have quite a lot of Deals And discounts going on and tell lot of this application is ideal for all the rental services that you need']
Very good application they are providing wide variety of all services that you cannot expect from any other applications like Myntra,,2,['Very good application they are providing wide variety of all services that you cannot expect from any other applications like Myntra']
that you cannot find in many other applications to click woolen Pan application to use for rental services,,0,['that you cannot find in many other applications to click woolen Pan application to use for rental services']
School application resources provided I really better than many other application it is amazing liquid in terms of all the services to provide,Cool,2,['School application resources provided I really better than many other application it is amazing liquid in terms of all the services to provide']
Make it amazingly fun and easy to use is application I am completely a big fan of this application now totally go for a,,2,['Make it amazingly fun and easy to use is application I am completely a big fan of this application now totally go for a']
Cool application cool features I have been using it for a long. of time application is really good to use,,2,"['Cool application cool features I have been using it for a long', ' of time application is really good to use']"
Cool collection of clothes we have a wide variety of closing services to offer which makes it really amazing and fun to use,,2,['Cool collection of clothes we have a wide variety of closing services to offer which makes it really amazing and fun to use']
Collection I totally love that I would definitely ask for friends to also use,,2,['Collection I totally love that I would definitely ask for friends to also use']
Awesome application the team has put in a lot of efforts to provide the best application the quality of the product and also really amazing I totally love to use is application it is so much fun,,2,['Awesome application the team has put in a lot of efforts to provide the best application the quality of the product and also really amazing I totally love to use is application it is so much fun']
Good application in terms of all the services they are leading so much better than roposo like applications,,2,['Good application in terms of all the services they are leading so much better than roposo like applications']
Amazing simple two uses of a totally love to use it they are providing a lot of great services firm is application I totally love tea uses application for all the services they provide rental clothes and discount also really great here,,2,['Amazing simple two uses of a totally love to use it they are providing a lot of great services firm is application I totally love tea uses application for all the services they provide rental clothes and discount also really great here']
Good application it is quite very good application in terms of all the services they are really the best on the Rental Flats in services are available so easily windows application,,2,['Good application it is quite very good application in terms of all the services they are really the best on the Rental Flats in services are available so easily windows application']
Very cool application they are providing mode of services but cannot find anywhere application to select using application again and again for renting clothes online,,2,['Very cool application they are providing mode of services but cannot find anywhere application to select using application again and again for renting clothes online']
Application in terms of the services to provide the customer services are really good and friendly,Niceapp,2,['Application in terms of the services to provide the customer services are really good and friendly']
Cool application with lot of cool features it is an ideal application for people who will love shopping,,2,['Cool application with lot of cool features it is an ideal application for people who will love shopping']
One of the various applications with a really good at providing the services they provide you treat rental clothes for men shopping online,,2,['One of the various applications with a really good at providing the services they provide you treat rental clothes for men shopping online']
Amazingly good application and services are also really good I love to use application for the rental services they provide,Good app,2,['Amazingly good application and services are also really good I love to use application for the rental services they provide']
Serial application for all the people who like to buy clothes but also wish to save a lot of money you can they go for this application has everything in a,,2,['Serial application for all the people who like to buy clothes but also wish to save a lot of money you can they go for this application has everything in a']
Fitness fight wonderful I totally love to use this application again and again one of the very best applications ever found,,2,['Fitness fight wonderful I totally love to use this application again and again one of the very best applications ever found']
Amazing and easy to use the delivery is also Swift and fast I totally love it Happy that I found this application they have the very best customer services and December caused by non continuous they have been providing me the dresses that I want so easily I just need to call up the customer service and ask for it very good Customer services to they are very helpful in terms of getting me all the products and services I would totally go for this application over any other application anytime of the day this,,2,['Amazing and easy to use the delivery is also Swift and fast I totally love it Happy that I found this application they have the very best customer services and December caused by non continuous they have been providing me the dresses that I want so easily I just need to call up the customer service and ask for it very good Customer services to they are very helpful in terms of getting me all the products and services I would totally go for this application over any other application anytime of the day this']
Very good application they have providing a whole lot of customer services for people who wish to buy clothes written totally go for this application,Good,2,['Very good application they have providing a whole lot of customer services for people who wish to buy clothes written totally go for this application']
One of the very best applications in terms of service they are providing a lot of great customer service in satisfaction I enjoyed the entire experience of using visa application,,2,['One of the very best applications in terms of service they are providing a lot of great customer service in satisfaction I enjoyed the entire experience of using visa application']
Very user friendly and nice to use they have a lot of products available here,Nice,2,['Very user friendly and nice to use they have a lot of products available here']
With this application I found lot of production days that I could not find a menu applications like Mantra totally ideal application to use,,2,['With this application I found lot of production days that I could not find a menu applications like Mantra totally ideal application to use']
the services has helped me to save a lot of money this application is really great in terms of providing you all the good service,,2,['the services has helped me to save a lot of money this application is really great in terms of providing you all the good service']
The rental services are really good I am happy that I promise application so easily it is really awesome to use this one,,2,['The rental services are really good I am happy that I promise application so easily it is really awesome to use this one']
hunter is a better in every aspect rather than buying clothes helps you to save a lot of money,,2,['hunter is a better in every aspect rather than buying clothes helps you to save a lot of money']
Makes it an ideal application to used for in terms of all the services you can definitely go to the application,,2,['Makes it an ideal application to used for in terms of all the services you can definitely go to the application']
Very good application with lots of Deals And discounts available from time to time you need not go for another application for getting online experiences,,2,['Very good application with lots of Deals And discounts available from time to time you need not go for another application for getting online experiences']
Amazingly good application the rental services are provided so easily in this one I am totally using this application totally cool and Panna be used for all kinds of shopping that you want you can get rental clothes so easily with the family go for a,,2,['Amazingly good application the rental services are provided so easily in this one I am totally using this application totally cool and Panna be used for all kinds of shopping that you want you can get rental clothes so easily with the family go for a']
One of the very best platforms for buying in renting cloth online this application is absolutely amazing to get all the things that you want so easily,,2,['One of the very best platforms for buying in renting cloth online this application is absolutely amazing to get all the things that you want so easily']
Great in terms of providing all the services they are really better than many other applications like roposo,Like,2,['Great in terms of providing all the services they are really better than many other applications like roposo']
I am completely satisfied that I found this application they are really good in providing all the things that I want so easily printer plus service is really awesome here.,,2,['']
The new range of collection they have it is very ideal and where to shop for from this application,,2,['The new range of collection they have it is very ideal and where to shop for from this application']
Makes it really easy to go for this application over any other application like roposo because of the simplicity of using his application I totally in love the entireMakes it really easy to go for this application over any other application like roposo because of the simplicity of using his application I totally in love the entire,,2,['Makes it really easy to go for this application over any other application like roposo because of the simplicity of using his application I totally in love the entireMakes it really easy to go for this application over any other application like roposo because of the simplicity of using his application I totally in love the entire']
The very best applications that you should go for it has all the things no extra shipping so just totally amazed,Loved it,2,['The very best applications that you should go for it has all the things no extra shipping so just totally amazed']
An ideal application to go for intel shopping online it is very best application for all the purposes of buying clothes,,2,['An ideal application to go for intel shopping online it is very best application for all the purposes of buying clothes']
Make it really simple to uses application once you start using it assure you that you won't go for another application for online and tell services,,1,"[""Make it really simple to uses application once you start using it assure you that you won't go for another application for online and tell services""]"
Without this application it would be difficult for me to get the latest fashion trends really because this application Android everything so much better than cheap,,2,['Without this application it would be difficult for me to get the latest fashion trends really because this application Android everything so much better than cheap']
Application for online at the Global Services at is absolutely amazingly amazing and recommended,Like,2,['Application for online at the Global Services at is absolutely amazingly amazing and recommended']
Great application great services printing cloth has been so much easier with this application I totally absolutely recommend to get this app now,Look,2,['Great application great services printing cloth has been so much easier with this application I totally absolutely recommend to get this app now']
Occasion for online shopping experiences for bridal time now I stop using many other applications like Myntra Jabong to buy clothes in emu lines patient can you ensure that you are getting all the services really quickly and easily it is really amazing views application,,2,['Occasion for online shopping experiences for bridal time now I stop using many other applications like Myntra Jabong to buy clothes in emu lines patient can you ensure that you are getting all the services really quickly and easily it is really amazing views application']
Amazingly good application they are providing a lot of services for women clothing and men clothing to I totally love to use have lacation again and again,,2,['Amazingly good application they are providing a lot of services for women clothing and men clothing to I totally love to use have lacation again and again']
Women shopping has been made so much easier access application totally go for the spine rather than using any other application like Myntra remove newline full application and full love you sis and they have a lot of great services to,,2,['Women shopping has been made so much easier access application totally go for the spine rather than using any other application like Myntra remove newline full application and full love you sis and they have a lot of great services to']
Reet application date services they are really good at providing whatever you want all the accessories are very useful I found everything that I once we will your,,2,['Reet application date services they are really good at providing whatever you want all the accessories are very useful I found everything that I once we will your']
Very good application they are providing a lot of services so easily it is very interesting to use this one,,2,['Very good application they are providing a lot of services so easily it is very interesting to use this one']
,,-1,[]
I had a very good experience of shopping with this app. Best way to rent clothes for any kind of occasion. So many options are available to choose from.,,2,['']
What is application you can make sure that whatever you want can be bought avail so easily this application and sure the best quality product overall,,2,['What is application you can make sure that whatever you want can be bought avail so easily this application and sure the best quality product overall']
App for getting all the products that you want in terms of clothing services you can get whatever you want PG Lee,,2,['App for getting all the products that you want in terms of clothing services you can get whatever you want PG Lee']
CT uses application one of the very best ones they have made it so perfectly for women shopping,,2,['CT uses application one of the very best ones they have made it so perfectly for women shopping']
Amazing platform for rent in close I don't find any other application like roposo providing corporate services,Flyrobe,2,"[""Amazing platform for rent in close I don't find any other application like roposo providing corporate services""]"
Which is very simple to use is application I love to use it is very amazing and very simple to,nice,2,['Which is very simple to use is application I love to use it is very amazing and very simple to']
Application it is convenient to order anything from this application pickup and drop delivery is also really good,Fantastic,2,['Application it is convenient to order anything from this application pickup and drop delivery is also really good']
Author application I totally love to use this one is a definitely go for this application if you are a big fan of buying cloth online,,2,['Author application I totally love to use this one is a definitely go for this application if you are a big fan of buying cloth online']
Very good application they are providing of very fantastic platform for renting services is which is really great hair amazing to use of app,,2,['Very good application they are providing of very fantastic platform for renting services is which is really great hair amazing to use of app']
Service is really awesome they are really good at providing whatever you want so easily,,2,['Service is really awesome they are really good at providing whatever you want so easily']
Pan application with lots of deal and it is really amazing to uses application instead of using any other application like roposo,,2,['Pan application with lots of deal and it is really amazing to uses application instead of using any other application like roposo']
Cool application cool services they are doing the very best thing we can possibly do for providing great services at affordable prices,,2,['Cool application cool services they are doing the very best thing we can possibly do for providing great services at affordable prices']
clothes are available really good you will be amazed at how good acceseries and clothes or any one of the best applications available on line,,2,['clothes are available really good you will be amazed at how good acceseries and clothes or any one of the best applications available on line']
One of the ideal applications in terms of shopping online for anything you need not buy you can simply rented from this application,One of the ideal applications in terms of shopping online for anything you need not buy you can simply rented from this application,2,['One of the ideal applications in terms of shopping online for anything you need not buy you can simply rented from this application']
Really terrible experience with this company. Hygiene issues with the dress ordered and non-response for customer care. If you go to facebook to write an honest review they block and delete all your comments rather than help you with your issues.,,0,['Really terrible experience with this company']
,,-1,[]
Rental services are really cheap and easy to use this application has a lot of product that you need to shop for,,2,['Rental services are really cheap and easy to use this application has a lot of product that you need to shop for']
I hate this app,Bekar,0,['I hate this app']
Makes it very simple and easy to shop for I love you this application again and again definitely go for this application,,2,['Makes it very simple and easy to shop for I love you this application again and again definitely go for this application']
One of the best application for printing great product accessories in all the clothes are available so easily here you should definitely go for this application,Very Good app,2,['One of the best application for printing great product accessories in all the clothes are available so easily here you should definitely go for this application']
with this application you will be amazed to find so many quality of product that you cannot find anywhere this application is really fun to use few lines,Good,2,['with this application you will be amazed to find so many quality of product that you cannot find anywhere this application is really fun to use few lines']
Makes it really cool I love the experience that this application is providing you should definitely go for the summer any others,,2,['Makes it really cool I love the experience that this application is providing you should definitely go for the summer any others']
Amazing simple and easy I love to use it application everytime I need to shop I need not go for any other application,Hi,2,['Amazing simple and easy I love to use it application everytime I need to shop I need not go for any other application']
It was the best shopping experience for me I found all the products are available at great prices here and it is really fun to shop for,,2,['It was the best shopping experience for me I found all the products are available at great prices here and it is really fun to shop for']
Amazing liquid products are found it really cheap prices I totally got whatever I want a fund this application really easily,Good,2,['Amazing liquid products are found it really cheap prices I totally got whatever I want a fund this application really easily']
Vamsi start using the staff I am definitely sure that you would go for any other application again this has everything that you wanted one place,,2,['Vamsi start using the staff I am definitely sure that you would go for any other application again this has everything that you wanted one place']
Great application with the awesome services I found it really easy for finding great close on line,,2,['Great application with the awesome services I found it really easy for finding great close on line']
Weather application it is totally fine and easy to find all kinds of product that I cannot find otherwise this application is a complete package,,2,['Weather application it is totally fine and easy to find all kinds of product that I cannot find otherwise this application is a complete package']
Cool application services they provide you everything so easily I love to use application for all kinds of Rental shopping services,,2,['Cool application services they provide you everything so easily I love to use application for all kinds of Rental shopping services']
Cool application services provides me whatever I want so easily that is what I love about this application,,2,['Cool application services provides me whatever I want so easily that is what I love about this application']
Amazing application for all kinds of women's clothing I can shop till I drop so much good,,2,"[""Amazing application for all kinds of women's clothing I can shop till I drop so much good""]"
Amazingly cool application the features are also really good once you start using this application you won't go for any other this is so much better,,2,"[""Amazingly cool application the features are also really good once you start using this application you won't go for any other this is so much better""]"
I found all the clothes that I wanted really great prices you should definitely go for this application over any other application like Myntra Jabong,,2,['I found all the clothes that I wanted really great prices you should definitely go for this application over any other application like Myntra Jabong']
I'm using this application for renting clothes for quite a lot of time now and it is really better than any other applications definitely go for the SAP over any other application for online rental services application,,2,"[""I'm using this application for renting clothes for quite a lot of time now and it is really better than any other applications definitely go for the SAP over any other application for online rental services application""]"
Easy to shop from this application no problems they are expanding their clothing line very well,,2,['Easy to shop from this application no problems they are expanding their clothing line very well']
cool application for cool services and they provide you a lot of product at very cheap prices great uses of application for rental services,,2,['cool application for cool services and they provide you a lot of product at very cheap prices great uses of application for rental services']
Naked really interesting to uses application they have a lot of collection of great clothes and variety of collections for women clothing online,,2,['Naked really interesting to uses application they have a lot of collection of great clothes and variety of collections for women clothing online']
Really amazing offers and discount given to those application I am happy that I be using this application for quite a lot of time,,2,['Really amazing offers and discount given to those application I am happy that I be using this application for quite a lot of time']
One of the best applications to shop from this is so much better than Myntra like applications they provide you quite a lot of services,,2,['One of the best applications to shop from this is so much better than Myntra like applications they provide you quite a lot of services']
Is rental services really great for all the shopping I love you this application again and again,,2,['Is rental services really great for all the shopping I love you this application again and again']
I find it very interesting and easy to use that application for all the services that you need to find rental cloth online,,2,['I find it very interesting and easy to use that application for all the services that you need to find rental cloth online']
One of the very best applications they provide and quiet lot of services at very cheap prices that is what I love about this application,,2,['One of the very best applications they provide and quiet lot of services at very cheap prices that is what I love about this application']
All the products are really cheap and easy I found this application accidentally and I have been using it ever since totally Britain countries,Fvfd,1,['All the products are really cheap and easy I found this application accidentally and I have been using it ever since totally Britain countries']
Makes it amazingly simple and easy to use of application renting claws from the shop is really fun and easy,,2,['Makes it amazingly simple and easy to use of application renting claws from the shop is really fun and easy']
Makes it amazing listen call to shop from can I have been using it continuously for the past few days and painting classes so much easy from the SAP,,2,['Makes it amazing listen call to shop from can I have been using it continuously for the past few days and painting classes so much easy from the SAP']
Women shopping has been made so much fun and easy with this application and I totally love to use it cool and better to use,,2,['Women shopping has been made so much fun and easy with this application and I totally love to use it cool and better to use']
Amazingly cool they have a lot of products at very cheap prices you should definitely get this online shopping application,,2,['Amazingly cool they have a lot of products at very cheap prices you should definitely get this online shopping application']
Great application to use in terms of services they provide you everything that you want one of the best applications for online shopping,Super,2,['Great application to use in terms of services they provide you everything that you want one of the best applications for online shopping']
The ethnic collection is simply amazing. I just cannot take my eyes off this app. Loved shopping from this app and looking forward for more such shoppings.,,2,"[' I just cannot take my eyes off this app', '']"
Latest fashion trends are available without spending money and also quite a lot of money with this application totally love uses product,,2,['Latest fashion trends are available without spending money and also quite a lot of money with this application totally love uses product']
The features of application available on Android devices it can be installed on all my other devices to sing Sab Delhi well,,2,['The features of application available on Android devices it can be installed on all my other devices to sing Sab Delhi well']
Online shopping app for Android comes with intutive user interface and anniversary and navigation I found it very useful,,2,['Online shopping app for Android comes with intutive user interface and anniversary and navigation I found it very useful']
anything I need to wear on casual or special occasions are available so easily I totally love to use this application again and again for women shopping,,2,['anything I need to wear on casual or special occasions are available so easily I totally love to use this application again and again for women shopping']
Totally cool product they are greeted providing all the services that you cannot find and many other applications on to start using this app you will never go for any other fashion shopping app like roposo,,2,['Totally cool product they are greeted providing all the services that you cannot find and many other applications on to start using this app you will never go for any other fashion shopping app like roposo']
Rites me with the best of international brands and designer where to get in all kinds of occasions I can simply rent them on line,,2,['Rites me with the best of international brands and designer where to get in all kinds of occasions I can simply rent them on line']
Free products are available here I found really cute yellow dress from the application which was very costly I could rent it so easily,,2,['Free products are available here I found really cute yellow dress from the application which was very costly I could rent it so easily']
One of the very best applications they are a great app to identify versus happy to use a service,Very nice application,2,['One of the very best applications they are a great app to identify versus happy to use a service']
Very best applications I found it really interesting and they do everything to make fashion available online,,2,['Very best applications I found it really interesting and they do everything to make fashion available online']
Makes it really awesome I am using this application for quite a lot of time you can get all the information about your rental clothes and latest pals,,2,['Makes it really awesome I am using this application for quite a lot of time you can get all the information about your rental clothes and latest pals']
Forgot any other application like Myntra on my phone this application totally replaces all the other online shopping app,,1,['Forgot any other application like Myntra on my phone this application totally replaces all the other online shopping app']
Very best applications I cannot find any other application better for women shopping than this one,,2,['Very best applications I cannot find any other application better for women shopping than this one']
The very best applications that I have been using for quite a long. of time to is it used for online rental shopping,,2,[' of time to is it used for online rental shopping']
The smart shopping aap,Lovely,2,['The smart shopping aap']
Have they are providing whatever I needed great prices great for women shopping online,,2,['Have they are providing whatever I needed great prices great for women shopping online']
Application they provide whatever you want the clothes are of great quality and the products are good,,2,['Application they provide whatever you want the clothes are of great quality and the products are good']
Close to the great service I totally love to use this one it is really amazing and want to use new cool for all kinds of product they provide you all the clothes and everything is neatly provided I like the packaging and delivery to,Awesome,2,['Close to the great service I totally love to use this one it is really amazing and want to use new cool for all kinds of product they provide you all the clothes and everything is neatly provided I like the packaging and delivery to']
,,-1,[]
Disgusting Apps & it's a one type of Froud Business. The Apps pay Money for Good Good Reviews. Its a very Rediculous Worst apps,,0,"[""Disgusting Apps & it's a one type of Froud Business"", ' Its a very Rediculous Worst apps']"
,,-1,[]
Awesome application and products available @ cheap prices I love the way the product is designs really awesome and simple to use,Nice app,2,['Awesome application and products available @ cheap prices I love the way the product is designs really awesome and simple to use']
VIT application experiences I have been using it for quite a long. of time whatever I want to definitely go to this application over applications with Mantra,,1,"['VIT application experiences I have been using it for quite a long', ' of time whatever I want to definitely go to this application over applications with Mantra']"
Call pastor secure the help me to rent whatever I want so easily this is by far one of the coolest rental shopping experiences that I've ever you,,2,"[""Call pastor secure the help me to rent whatever I want so easily this is by far one of the coolest rental shopping experiences that I've ever you""]"
