Description,Subject,sentiment,tag
"I only wear branded clothes but my husband does not like investing so much money on clothes . i had heard about flyrobes which provides clothes on rent , Thanks to flyrobes that now i dont have to buy the branded clothes I can rather rent them and my husband is the happiest person now .",,1,['I only wear branded clothes but my husband does not like investing so much money on clothes ']
"Rented a jumpsuit from ZARA on flyrobes , the quality , quick delivery and the service is appreciated ! Great job Flyrobes !",Best quality,2,"['Rented a jumpsuit from ZARA on flyrobes , the quality , quick delivery and the service is appreciated ! Great job Flyrobes !']"
Very amazing app . It has many wonderfull collection of dresses and also i do not have to pay a huge amount for them just pay rent and own it for 4-8 days .,,2,['']
I would say that this app till now is the best app where you can rent clothes online . Flyrobes knows how to attract customers .,Good,1,[' Flyrobes knows how to attract customers ']
My sister is a brand consious girl and she wanted to order a top from Mango so she was searching for it on every online shopping site but she did not get any and was disappointed . later then she was suggested by a friend to try the flyrobe app as they have great collection in clothing . And there she found the top which she wanted and she ordered that and rented it for 4 days and was satisfied with the services of flyrobe .,,1,['My sister is a brand consious girl and she wanted to order a top from Mango so she was searching for it on every online shopping site but she did not get any and was disappointed ']
Lovely designer sarees available on flyrobes at affordable prices . Great app now I rent clothes only from Flyrobes .,,2,['']
Love you loads Flyrobes . You made me look pretty in the pretty designer outfit that you rented . I have been recommending all to use the app once and enjoy the outfits .,,2,['']
I usually do not buy clothes on rent because of the poor quality but when i used flyrobe i was very happy seeing the quality of the clothes . Cool app !,Amazing aap,2,['I usually do not buy clothes on rent because of the poor quality but when i used flyrobe i was very happy seeing the quality of the clothes ']
"My friend was in urgent need of clothes as she wanted to attend a cocktail party in her office . She could not find a perfect dress from voonik or roposo and was disappointed . So I told her about flyrobe app and she then started checking clothes on the app , and she ordered one .",,1,[' She could not find a perfect dress from voonik or roposo and was disappointed ']
Super duper amazing ! Renting clothes has become so easy plus shopping has become easier too . The app provides such good service that I continue buying clothes from this app !,,2,"['Super duper amazing ! Renting clothes has become so easy plus shopping has become easier too ', ' The app provides such good service that I continue buying clothes from this app !']"
,,-1,[]
"My experience with flyrobe was superb ! Great quality clothes , and also fast delivery and awesome collection . Good app for renting clothes ! highly recommended to all the fashion lovers !",,2,"['My experience with flyrobe was superb ! Great quality clothes , and also fast delivery and awesome collection ', ' Good app for renting clothes ! highly recommended to all the fashion lovers !']"
"No response, same repeated answer since so many days , my security deposit rs 1360 has not been credited yet for the order of 11th december. Lost trust completely.",Pathetic service,0,"['No response, same repeated answer since so many days , my security deposit rs 1360 has not been credited yet for the order of 11th december']"
,,-1,[]
Personally speaking Flyrobes is the best place to rent clothes from . I did and my experience was great . Good job Flyrobes !,,2,[' I did and my experience was great ']
"One can make oniline payments ,no need to worry about anything , just select the dress you want to rent and checkout . The best app for renting clothes .",,2,['']
People think that whatever is cheap in price would be bad with the quality . But flyrobes provides clothes on rent with cheaper prices and with good quality as well .,,2,"['People think that whatever is cheap in price would be bad with the quality ', '']"
I really love this app ! Amazing collections in the app . The best part is all the outfits are rented at very affordable prices .,,2,['']
"koovs , Voonik , roposo are nothing in front of Flyrobes . Flyrobes is the best app for shopping for both men and women .",,1,"['koovs , Voonik , roposo are nothing in front of Flyrobes ']"
"Looking for a crop top ?just pick the outfit , select the size and select the type of payment method and place the order .it is so easy to use .Great app Flyrobes .",,2,['']
My husband wanted a tie as he had attend his office party . I then rented a tie from flyrobes and the tie was delivered within 2 days . My husband was happy with the tie and now rents his clothes from flyrobes .,,2,['']
My mom wanted to attend a farewell party in her office so she wanted a earring that would match her saree . I searched in every shopping app but did not find any good earring for her . My friend suggested me to try the flyrobes app . I did and now I love the app . My mom was getting a lot of praises for the earring .,,2,[' I searched in every shopping app but did not find any good earring for her ']
Keep it up flyrobe . Great app for renting clothes online at affordable prices as well .,,2,['']
I love this app to the core ! The quality of the dress is so good that I can rent a dress every week . Compared to all other women shopping app Flyrobes is the best .,,2,['']
In love with Flyrobes . It works best also with normal data connection . Great collection for both the men and women and better than the other shopping apps like koovs etc .,,2,['']
I love shopping from the online shopping apps . I had ordered a dress from koovs but the material was so disappointing that I had to return it . Then I thought of trying the Flyrobes app and rent a dress . My experience with it was so great that I rent often now .,,1,[' I had ordered a dress from koovs but the material was so disappointing that I had to return it ']
i would recommend the flyrobes app to all the people who love shopping very much .flyrobes had many such surprising things .,,2,['']
one of the best online shopping site which provides clothes on rent .i would love to recommend the app to all the shopping lovers .,,2,['']
"i will definately recommend the flyrobe app to all the people ,it provides all the branded clothes on rent .nice app the flyrobes is .",,2,['']
,,-1,[]
This app is the best app for shopping . I am now a happy buyer of flyrobes .,Loved it,2,['']
"All the men out there , Do download the flyrobes app as it has great and huge collection of clothes for the men too .",,2,['']
"Flyrobe is one of my favourite fashion store , they provide all the clothes on rent , the best part is you need not buy anything just rent it for like",Good,2,"['Flyrobe is one of my favourite fashion store , they provide all the clothes on rent , the best part is you need not buy anything just rent it for like']"
It is a great app for all the women .It has made women shopping easy . Just download the flyrobes app and Happy shopping peeps !,,2,['It has made women shopping easy ']
cannot imagine that the designer outfits are rented at such affordable pricces in this app .,,2,['']
Amazing app ! You can now rent clothes of the famous designers . How cool is that ! I really loved the idea of renting a designer outfit rather than buying one .,,2,['']
Flyrobes I love you to the core ! You know how to attract customers . Good job . Keep it up !,,2,['Flyrobes I love you to the core ! You know how to attract customers ']
,,-1,[]
"Huge help done by the flyrobes as it becomes difficult to find shops that rents good quality clothes , because of flyrobe it is very easy to rent clothes now at affordable prices as well .",,2,['']
must download app by all the shopoholics . i have been using it for a while and i love it .,,2,['']
awesome app the flyrobe is .it is the coolest shoping app i had seen till now .,,2,['']
Flyrobes never failed to impress me . The changing offers impress me and the prices of the outfits too as they are very cheap . I always rent clothes from flyrobes .,,2,['']
I am a happy customer of flyrobes as they provide good collection clothes on rent at very cheap prices as well plus the customer service is good too .,,2,['']
"Flyrobes you be the best shopping app I have ver come across . Better than koovs , voonik , roposo . I really love this app !",,2,['Flyrobes you be the best shopping app I have ver come across ']
Great to see such an amazing app with such big collection of clothes and for every occassion . I am too happy that flyrobes rents the designer outfits .,,2,['']
5/5 stars to this app as it is the best place to rent clothes from . Cannot imagine that designer outfits can be worn at such affordable prices . My dream has finally come true .,,2,['']
,,-1,[]
,,-1,[]
,,-1,[]
Enter referral code for discount.,Referral code :- PX2H85G,1,['']
"When i login in the Flyrobe App, the app force stops whenever i click on My Order. Plz fix it. (Android 6.0)",Force Stops.,0,"['When i login in the Flyrobe App, the app force stops whenever i click on My Order']"
flyrobe is a nice app to do your shopping with .nice and awesome app .,Good,2,['']
I had purchased an armani shirt from voonik but the quality of the shirt was so poor and also they took 10 to 12 days for the delivery plus i had to shell out 5000rs for this . I then saw an ad of flyrobes in which I could rent the same shirt at just 1999 rs I was amazed and rented the shirt . It was delivered within 2 days and the quality was commendable .,,1,['I had purchased an armani shirt from voonik but the quality of the shirt was so poor and also they took 10 to 12 days for the delivery plus i had to shell out 5000rs for this ']
"I have been shopping on roposo and voonik ,but paid huge amount for all the branded clothes when i ordered , but thank you to flyrobe i can have all those branded clothes on rent , for a much cheaper value . Great app !",,2,"['I have been shopping on roposo and voonik ,but paid huge amount for all the branded clothes when i ordered , but thank you to flyrobe i can have all those branded clothes on rent , for a much cheaper value ']"
My husband wanted a tie as he had attend his office party . I then rented a tie from flyrobes and the tie was delivered within 2 days . My husband was happy with the tie and now rents his clothes from flyrobes .,,2,['']
i love the concept on renting the clothes .also with the best quality .,,2,['']
Best women shopping app I have ver come across ! Really amazing app with amazing offers as well .,Nice,2,['']
"One can make oniline payments ,no need to worry about anything , just select the dress you want to rent and checkout . The best app for renting clothes .",good,2,['']
Nice and cool app with various collections of clothes and many varities of clothes . Great collection better than voonik which i used earlier .,,2,['']
People think that whatever is cheap in price would be bad with the quality . But flyrobes provides clothes on rent with cheaper prices and with good quality as well .,,2,"['People think that whatever is cheap in price would be bad with the quality ', '']"
I love this app to the core ! The quality of the dress is so good that I can rent a dress every week . Compared to all other women shopping app Flyrobes is the best .,,2,['']
"Looking for a crop top ?just pick the outfit , select the size and select the type of payment method and place the order .it is so easy to use .Great app Flyrobes .",,2,['']
,,-1,[]
I needed tuxedo for my brother but we did not get any as the fittings were not proper in all the shops and online shopping apps . One of his friend's suggested us to try the flyrobe app and the tuxedo which we rented was so good with such good fitting that now we only rent clothes from flyrobe .,,1,['I needed tuxedo for my brother but we did not get any as the fittings were not proper in all the shops and online shopping apps ']
"My experience with flyrobe was superb ! Great quality clothes , and also fast delivery and awesome collection . Good app for renting clothes ! highly recommended to all the fashion lovers !",,2,"['My experience with flyrobe was superb ! Great quality clothes , and also fast delivery and awesome collection ', ' Good app for renting clothes ! highly recommended to all the fashion lovers !']"
Rather than buying expensive clothes why not rent the same clothes at cheaper rates . Do download the flyrobes app which is the best shopping app for renting clothes .,,1,['Rather than buying expensive clothes why not rent the same clothes at cheaper rates ']
"I purchased a asos brand dress from voonik , but it was very costly and also the quality of the cloth was not good , but then when i saw the same dress on flyrobe i was very happy about the fact that i did not have to buy the dress just rent it for a few days and return it back .",,0,"['I purchased a asos brand dress from voonik , but it was very costly and also the quality of the cloth was not good , but then when i saw the same dress on flyrobe i was very happy about the fact that i did not have to buy the dress just rent it for a few days and return it back ']"
"koovs , Voonik , roposo are nothing in front of Flyrobes . Flyrobes is the best app for shopping for both men and women .",Gud,1,"['koovs , Voonik , roposo are nothing in front of Flyrobes ']"
The tagline of the app is so perfect . You can now rent the outfits what your favourite movie star wore only on flyrobes . Amazing app I would say .,,2,['']
I must say there cannot be any other app that would provide clothes on rent at such affordable price with good quality as well . great app .,,2,['']
Keep it up flyrobe . Great app for renting clothes online at affordable prices as well .,Gud,2,['']
Thanks a lot to the developers of this app ! Great app for women shopping at very affordable prices . Now even I can wear the designer outfits .,Useful,2,['']
nice app,gud,2,['nice app']
This app clearly knows how to attract customers . I love this app to the core .,,1,['This app clearly knows how to attract customers ']
Very amazing app . It has many wonderfull collection of dresses and also i do not have to pay a huge amount for them just pay rent and own it for 4-8 days .,Best app,2,['']
Nice app,,2,['Nice app']
Like it,,2,['Like it']
RAJU SHAIKH,RAJU SHAIKH,1,['RAJU SHAIKH']
,,-1,[]
it has been a long time since i am using the flyrobes app .it has surprised me with great offers .i will continue shopping on the flyrobes app .,,2,['']
i had never seen such wonderful collection of clothes .i was very much happy to have used the fyrobes app . i love using the app a lot as it has the best collection of clothes .,,2,['']
"i bought a lehenga from the voonik app and when i received it ,i could see that there was some colour difference in the dress ,so i returned it and then i saw the same lehenga on the flyrobe app ,so i ordered it .and when i received it the quality of the cloth was the best that i could ever get .",,1,"['i bought a lehenga from the voonik app and when i received it ,i could see that there was some colour difference in the dress ,so i returned it and then i saw the same lehenga on the flyrobe app ,so i ordered it ']"
i always shop from the flyrobes app and seeing me shop from flyrobes my family also rent clothes from the flyrobes app .,,1,['']
In love with the flyrobe app . Its the best women shopping app I have seen till now in the playstore . amazing the flyrobe app is ! I am really happy that i have the flyrobe app .,,2,['']
I got to know about the flyrobe app from a friend of mine who was using the app . I really liked the collection of the app and the clothes are so affordable . Love it !,,2,['I got to know about the flyrobe app from a friend of mine who was using the app ']
one of the best shopping apps .i love the flyrobe app very much .and i often shop ffrom flyrobe app .,,2,['']
"i never trusted such online shopping sites , but after i used the flyrobes app and seeing the quality of the clothes i was very much happy with it .",Super,2,['']
i had received a 600rs voucher for referring the flyrobe app to my friend and this helped me to get rs600 off on my next purchase .nice app .,,2,['']
Great the flyrobe app is ! I have been using the app for a while and it works great on my phone . Amaizng the features of the app are !,,2,[' Amaizng the features of the app are !']
Want to wear a dress of a famous designer at affordable prices? Try the Flyrobes app and enjoy the designer oufits for 4-8 days and flaunt the look .,Gud,2,['']
Want to wear a dress of a famous designer at affordable prices? Try the Flyrobes app and enjoy the designer oufits for 4-8 days and flaunt the look .,,2,['']
Big thanks to flyrobe for bringing my trust back . I just love this app for its good collection clothes and prices .,,2,['']
All the brand lovers do download the flyrobe app as its the best I have seen in the playstore till now .,Nice,2,['']
Fantastic Flyrobes Team ! Love the idea of renting the branded and designer clothe son rent . Good job !,,2,"['Fantastic Flyrobes Team ! Love the idea of renting the branded and designer clothe son rent ', ' Good job !']"
Wonderful app Flyrobes is ! The fast delivery impressed me a lot and they never fail to impress me with the offers .,,2,['']
Good app with even more good collection of clothes . They surely know how to attract customers .,Nice app,2,[' They surely know how to attract customers ']
Would recommend this app to all as it is India's most amazing shopping apps I have come across . love this app to the core .,,2,['']
,,-1,[]
Amazing the flyrobe app is ! I am totally in love with the crop top I had ordered from the app . Now every friend of mine has downloaded the app after seeing the collections .,,2,['']
,,-1,[]
Nyc,,1,['Nyc']
Rent is too high,,1,['Rent is too high']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
The collection and designs are good. However the technology and app is very bad. Payment was deducted from my account and the dress has not been booked. Filters not working. And these issues are faced multiple times. The team should definitely look at rectifying these issues else will end up losing customers.,Good collection.Bad app,1,[' Payment was deducted from my account and the dress has not been booked']
"They don't reply,they don't give a response on the chat section, their phones are switched off !! Really bad experience.",,0,"[""They don't reply,they don't give a response on the chat section, their phones are switched off !! Really bad experience""]"
"Worst service, dint got my security deposit even after 15 days , they want a proof of cash payment , call centre asking their delivery guy that he took payment or not , jaise ki bina payment that guy was gonna handover me the parcel .DUMB people AT flyRObe. Worst , lost trust and never ever gonna use it.",,0,"['Worst service, dint got my security deposit even after 15 days , they want a proof of cash payment , call centre asking their delivery guy that he took payment or not , jaise ki bina payment that guy was gonna handover me the parcel ', ' Worst , lost trust and never ever gonna use it']"
,,-1,[]
,,-1,[]
,,-1,[]
Worst app logg in he nahi ho rha hai trying from last 1 hour fake app,Its not getting logged in,0,['Worst app logg in he nahi ho rha hai trying from last 1 hour fake app']
,,-1,[]
I ordered one dress today fr the slot 1-3. I m calling the delivery boy from 2pm n continuously he was telling dat he will come. Now it's 6:15 n he stopped picking up my calls.,Careless people,0,"["" Now it's 6:15 n he stopped picking up my calls""]"
,,-1,[]
Nice,Leather,2,['Nice']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
Disappointed as always,,0,['Disappointed as always']
,,-1,[]
Why to buy designer outfits we can rent such outfits for party marriage or for any occasion at low cost .,,1,['Why to buy designer outfits we can rent such outfits for party marriage or for any occasion at low cost ']
Amazing App i would suggest everyone to try these app best clothes collection and no need to pay huge amount .,,2,['']
Lovely App fashionable clothes . i never trusted such online shopping sites . but after used such app i was very much happy with it .,,2,[' i never trusted such online shopping sites ']
I had ordered from this app . I fully in love with designer and ethinic outfit . I have never find such colour shades and colour combination in any other app .,,1,"['I had ordered from this app ', ' I have never find such colour shades and colour combination in any other app ', '']"
Dont forget to downlowd Flyrobes app my friends . very nice app . no need to go outside and spend huge amount to buy clothes . now its on your finger tips . just download these app and experience its usefulness,,1,['Dont forget to downlowd Flyrobes app my friends ']
Ohhh My god my reaction when i had download theses app . such nice collection where u find clothes not just for party but also for your marriage yours BFF marriage foe each and every occasion .,Nice,2,"['Ohhh My god my reaction when i had download theses app ', '']"
I had ordered one woven short for Rs .1500 from koovs which qulity was very low as campared to flyrobe .here i find more than thousands of variety of shorts on rent with good quality .,,1,['1500 from koovs which qulity was very low as campared to flyrobe ']
Busy schedule no time for wedding clothes shopping . . ? Install flyrobe app here you find branded as well as new fashionable collection for men and women .,,1,"[' ', '']"
My father wanted a kurta payjama set as he had attend one wedding .I had rented one set of kurta payjama from Flyrobe which was so cofertable he was so happy . now we often rented his clothes on flyrobes .,,2,"[' now we often rented his clothes on flyrobes ', '']"
Amazing App . you can now rent variety of clothes for evry occasion and party .As well you can rent clothes of famous designers . How cool is that ! I love this idea a lot .,,2,['']
"Highly recommended app . Has many features such as easy checkout , and faster delivery . Better than any otheronline shopping apps .",,2,['']
Very nice app gives customers lots of offer and discounts on each and evry cloth and fabulous collection for women shopping .,,2,['']
Want to go for Pre - wedding photoshoot no idea what to wear? dont worry flyrobe helps you . here you can find all branded collection and new stylish clothes on rent .,,2,"['Want to go for Pre - wedding photoshoot no idea what to wear? dont worry flyrobe helps you ', '']"
"Want to go out with boy friend confused what to wear? Flyrobe helps you ,it offers you fancy outfit at low cost . which can turne your mood .",,2,['']
I have earlier used roposo and voonik i had orderd one dress for my mom it was that good and colour was a bit faded too . Thanks to flyrobe i was saw the same dress in this site and ordered it . best qulity beat colour best design i never find these quality on any other online shopping site .,,1,['']
"Flyrobe is one of my favourite fashion store , they provide all the clothes on rent , I had rented western gown just for Rs .1299 which actual cost is Rs .10500 .",,1,"['1299 which actual cost is Rs ', '10500 ', '']"
I had thought what ever is cheap is price would be bad with the quality . but when i had try flyrobe i am chainging my thinking . flyrobe provides clothes on rent with good quality .,,1,['I had thought what ever is cheap is price would be bad with the quality ']
I fall in love with the flyrobe app .coolest shopping app i have seen till now . Great idea that i have never seen in any shopping site i .e clothes on rent .,,2,['']
Fantastic app for women shopping . i could rent the clothes from this app at very affordable prices .coolest app ever .,,2,['']
Good,,2,['Good']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
Flyrobes great job .You know how to attract customers . Keep it up ! I love this app .,,2,['You know how to attract customers ']
Excellent app the flyrobe is . i was very impressed with the collections it was too good for men and women both . Thanks flyrobe .,,2,['']
Great to see such an amazing app with such big collection of clothes for every occassion . I am too happy that flyrobes rents the western outfits with westerns jewellery for honeymoon couples .,Fabulous,2,['']
I was amazed and rented the shirt at just rs .1999 from flyrobe . It was delivered within 2 days and the quality was so good . isuggest all to please download such great app .,,2,"['1999 from flyrobe ', '']"
i love the concept on renting branded designer clothes with matching jewellery . great idea flyrobe .,Roy,2,['']
"there are various features at flyrobe, which helps you to make better choicers than ever. bulk booking is one of the my favourite",,2,[' bulk booking is one of the my favourite']
"you must try flyrobe, you can wear anything with this super amazing app on rent basis, just wear new clothes everyday",,2,"['you must try flyrobe, you can wear anything with this super amazing app on rent basis, just wear new clothes everyday']"
I have earlier used roposo and voonik i had orderd one anarkali for my sister it was not that good . Thanks to flyrobe i was saw the same anarkali dress in this site and ordered it . best qulity best colour best design .,,1,['I have earlier used roposo and voonik i had orderd one anarkali for my sister it was not that good ']
not only saree and maxi dress but also all suitable designer as well as western jwelleries are availble at flyrobe . such a great app . i love flyrobe .,,2,['']
,,-1,[]
,,-1,[]
Only for metro cities...really disappointed,Not available for all locations,0,['really disappointed']
,,-1,[]
"My goodness!!!!It's totally an amazing app...Just can't stop giving stars. Trendy clothes at very affordable price,ð....",Mind blowing!!,2,['']
,,-1,[]
,,-1,[]
,,-1,[]
"hey flyrobe you are one of my favourite fashion store ,your best part is you are providing us all the clothes on rent and also all outfits at very low price .",,2,['']
I am indeed a happy flyrobe user . i had rented one short for dating . it was really too good . i can just explain how much praising i got from boy friend . thanks flyrobe .,,2,['']
I rented one designer saree for my college saree day . i was looking so beautiful in such a saree . . .i got lot of praise from my friends . it was relly suits me . thanks flyrobe for saving my money at college the saree was amazing which i had ordered on rent .,,2,"[' ', '']"
Friends save your time and money . no need to go out and searching for clothes which you like . just download flyrbe app in your mobile and get relax . flyrobe you are a best app for shopping,The app good,2,[' no need to go out and searching for clothes which you like ']
Hey flyrobe you are tag line really suits you and you works as per your tag line . i think buy nothing and rent evrything is a really awesome idea .,,2,['']
flyrobe you are Mind blowing app . i love to see your collection and offers every week . i can just stop recommending you to my friends and colleagues . you are really amazing app .,g app,2,['']
i had very very good shopping experience of flyrobe than taht i had earlier with voonik and koovs . i love you so much flyrobe . thanksa lot for saving my money .,,2,['']
Myntra like application should also provide this this is one of the biggest Revolution Zayn clothing ever absolutely good to use,,2,['Myntra like application should also provide this this is one of the biggest Revolution Zayn clothing ever absolutely good to use']
I stop buying costly designer sarees from the boutiques . this all done because of you my dear fly robe . i just can not stop loving you . i suggest you all frinds please install flyrobe in your mobile .,,2,['']
"My friend recommended me this flyrobe app . i could not believed at starting , i thought how it is possible to rent clothes at a such low price . i had doubt regarding the quality of clothes . you made me believe that renting clothes from flyrobe app is not a bad option .",Great,1,"[' i had doubt regarding the quality of clothes ', ' you made me believe that renting clothes from flyrobe app is not a bad option ']"
I had an experience of renting clothes from this application but the size of the dress that I wanted did not fit me immediately called of the customer service centres them the same thing they took care of the problem so efficiently I got the right fit of the same dress the next day immediately and it was such a easy process thank you so much for your quick response,,1,['I had an experience of renting clothes from this application but the size of the dress that I wanted did not fit me immediately called of the customer service centres them the same thing they took care of the problem so efficiently I got the right fit of the same dress the next day immediately and it was such a easy process thank you so much for your quick response']
Wooow flyrobe what a customise fitting you offers to your shoppers . thanks a lot i never find such a customised fitthing in any other shopping app . very nice experiene than what i had earlier with koovs .,,2,['']
I think i got one super shelter for clothes due to this fadu intresting app . i have lot of impresse and addicted to this flyrobe app . what a royal collection . . .no words . . .very nice app .,,2,"[' ', '']"
fantastic app for men and women both . i saw classy ethnic and festive wear here . very great job flyrobe . please come up with kids collection . i think you the best app for shopping .,,2,['']
What are you looking for babe . . . . .? lehenga . .? Gown . .? Crop top . . .? shorts . . .? no more wait . . .just downloading flyrobe app and star buying what ever you are looking for . This app is the best app for shopping .,Hhhhhj,1,"[' ', '? lehenga ', '? Gown ', '? shorts ', 'just downloading flyrobe app and star buying what ever you are looking for ', '']"
i would like to suggest my frinds this app who are looking for classy ethnic and festive wear . I am indeed a happy flyrobe user . Great app for renting clothes .,,2,['']
"Flyrobe is best app i had ever seen . not only good shopping app for womens but also for mens . now flyrobes new wear collection includes Suits , Tuxedos and Jackets from international brands as well as it includes traditional Sherwanis and Kurta Pyjamas .",,2,[' not only good shopping app for womens but also for mens ']
"Huge help done by the flyrobes . i got board to find shops that rents good quality clothes , just because of you flyrobe . . . it is very easy to rent clothes at affordable prices .",,2,"[' ', '']"
Flyrobe is one of my favourite fashion store . i rented one saree from flyrobe in which i was looking like a celebrity . . . .haha . . . .i am not looking firther than flyrobe . thank you flyrobe for great help .,,2,['i am not looking firther than flyrobe ']
"I always rent clothes from this app as fyrobe offers great brands like Armani , Hugo Boss , FCUK , Calvin Klein , Asos and many more ! i would love its trendy western wear outfits so much .",,2,['']
"What babe you want wear drsigner outfits of Anita Dongre , Ritu Kumar , Masaba Gupta . . . .? yes it is possible now . . . because of flyrobe . it offers you huge collection of designer outfits .",Nice app,1,"['What babe you want wear drsigner outfits of Anita Dongre , Ritu Kumar , Masaba Gupta ', ' ', '? yes it is possible now ', ' because of flyrobe ', '']"
No more looking for discounts to buy that designer outfits . now it is at your finger tips . thanks flyrobe for huge help . i can save my money just because of you .,,1,['']
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
,,-1,[]
"ASOS , my brand , I'm in just love with this , and there are so many beautiful collection of ASOS on flyrobe , thank you so much",,2,"[""ASOS , my brand , I'm in just love with this , and there are so many beautiful collection of ASOS on flyrobe , thank you so much""]"
"there are some dresses which we can not wear daily , then flyrobe becomes the best option , where we can take clothes on rent basis",,2,"['there are some dresses which we can not wear daily , then flyrobe becomes the best option , where we can take clothes on rent basis']"
"all the top brands are available on flyrobe , i love all ranges of asos, thank you flyrobe '",,2,"[""all the top brands are available on flyrobe , i love all ranges of asos, thank you flyrobe '""]"
"flyrobe delivers on time , i just love their products , got my favourite dress of asos brand , it is really good",,2,"['flyrobe delivers on time , i just love their products , got my favourite dress of asos brand , it is really good']"
"quality of all products on flyrobe is totally good , you will get it as new is it , women shoppng is just an exciting thing on flyrobe",,2,"['quality of all products on flyrobe is totally good , you will get it as new is it , women shoppng is just an exciting thing on flyrobe']"
"every one can not afford the dress , as it costs out of budget , but they can surely have it on rental basis , flyrobe is thee to fulfill our desires",,2,"['every one can not afford the dress , as it costs out of budget , but they can surely have it on rental basis , flyrobe is thee to fulfill our desires']"
"there is very tough competititon to voonik , as flyrobe is doing really well . voonik lacks so many features , which makes flyrobe better than it",,2,"[' voonik lacks so many features , which makes flyrobe better than it']"
Nice app...!â¡ it,,2,['']
"koovs do not have such a large range of products as flyrobe have , if compared , i will surely go for flyrobe",Good app,1,"['koovs do not have such a large range of products as flyrobe have , if compared , i will surely go for flyrobe']"
"rent- wear- return , this is the simple policy of flyrobe , there is nothing much than this , this is best women shopping app i found ever",Good,1,"['rent- wear- return , this is the simple policy of flyrobe , there is nothing much than this , this is best women shopping app i found ever']"
