Package Name	App Version Code	App Version Name	Reviewer Language	Device	Review Submit Date and Time	Review Submit Millis Since Epoch	Review Last Update Date and Time	Review Last Update Millis Since Epoch	Star Rating	Review Title	Review Text	Developer Reply Date and Time	Developer Reply Millis Since Epoch	Developer Reply Text	Review Link
com.flyrobe.android			en	AQ4501_sprout	2016-03-30T11:45:37Z	1459338337263	2016-03-30T11:45:37Z	1459338337263	5						
com.flyrobe.android			en	hl3g	2016-03-28T06:35:29Z	1459146929228	2016-03-30T17:01:27Z	1459357287889	5	Love flyrobe service	Osam callection in flyrobe and super app	2016-03-28T11:47:53Z	1459165673506	Hi Sapna, Thanks for an awesome review. It's a pleasure for us to serve delightful customers like you. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEPQR99bgib-xgS8EMHkAUOaa9xVfCOl6Hbe6P7eOdxm7RSiE6nGlkmXkC2UihhbdTSt_n6Tbwh1RXsmQ
com.flyrobe.android			en	A177	2016-03-30T19:53:14Z	1459367594083	2016-03-30T19:53:14Z	1459367594238	1						
com.flyrobe.android			en	D2302	2016-03-30T20:13:35Z	1459368815673	2016-03-30T20:13:48Z	1459368828591	5		Great experience!	2016-04-02T08:10:48Z	1459584648030	Hi Rachna, Thanks for an awesome review. Hope to create many more Flyrobe experiences for you in the future. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGAczOMfh7ozP_idGoEwi4v_X80kl4yXVprH_5SWDUZ3A2EV48UBXWVKU0O94zVYmCPucD3E12iNv27YQ
com.flyrobe.android	23	1.0.23	en	GiONEE_BBL7332	2016-03-30T20:37:41Z	1459370261676	2016-03-30T20:37:41Z	1459370261676	3	Home page taking forever to load	Saw it on Instagram, loved it and downloaded the app immediately. Also logged in from FB, now it's taking forever to load the homepage. Why is it that slow.. How will I check out dresses and order, if homepage will take so much time to load??	2016-04-02T08:12:30Z	1459584750670	Hi Anusha, I am really sorry to hear about your experience. Can I request you to drop a line on tech@flyrobe.com? We would personally get in touch with you and see how we can sort this out for you. Meanwhile, you can also book orders from our website. You can find us on www.flyrobe.com. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOHEEf383FGM4IUVmOPIsfkOMy7GIwDJitagTPPkFHctJDBh-I6yY6K-o4N4gW70MaE-fk0831vSVyR1Ng
com.flyrobe.android			en	condor_umtsds	2016-03-31T07:12:23Z	1459408343805	2016-03-31T07:12:23Z	1459408343805	5						
com.flyrobe.android			en	zsw898	2016-03-30T11:28:06Z	1459337286727	2016-03-31T07:15:39Z	1459408539731	5		Anarkali was fab... Outfit was as good as a new outfit.. Well packed .. Fitting was just proper as per my size ... Top of dat... Wearing designer outfit gave me feeling like a DIVA as got a lot of compliments... Experience was amazing... Will definitely order again...	2016-04-02T08:13:55Z	1459584835572	Hi Uzma, Thanks for an amazing review. Hope to create many more amazing experiences for you. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGabZpQLGTLyveksrMvbsIq7JWrKyLC7wC2D0-Taz6NtWxU4cUr3LUCL_aBmy589zhwpPnLlzDBighsgw
com.flyrobe.android			en	condor_umtsds	2016-03-31T07:24:32Z	1459409072574	2016-03-31T07:24:32Z	1459409072574	5	Nice!	Ordered a lehenga for my best frd's wedding, very well customized.... Dress was perfectly altered.. People were really curious to know that where I get it from... Awesome experience ... Lots of love to flyrobe.. Thanks for making my event fab.. :)	2016-04-02T08:14:55Z	1459584895833	Hi Dianna, Thank you for the wonderful review. Reviews like this make our day. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFp69l58sP2P1ixdf3w0-VnzO-BmL2uaFqfr6wvHuvo3fqAgEZpj7Nx852al7yiMKQgdwwmUVroIlK-yg
com.flyrobe.android			en	falcon_umtsds	2016-03-31T07:48:33Z	1459410513358	2016-03-31T07:48:33Z	1459410513358	5	Amazing	Had superb experience with you guys, very well customized. Loads of love :)	2016-04-02T08:15:57Z	1459584957276	Hi Khushboo, Thanks for a lovely review. Hope to see you Flyrobe more. Love, Team Flyrobe.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFqmPZ2pmqPJWPT8IwyFRn3I7uvjMeNJhN9jEX4rAtcQ4F37761v80uiAkXpio9k10LmSJTZ-N8NOVGag
com.flyrobe.android			en	falcon_umtsds	2016-03-31T07:49:18Z	1459410558569	2016-03-31T07:49:18Z	1459410558569	5						
com.flyrobe.android	23	1.0.23	en	serranods	2016-03-31T07:50:04Z	1459410604751	2016-03-31T07:50:04Z	1459410604751	5	Best experience with Ethnic wardrobe	Had a lovely memorable experience with the Ethnic gala collection as superb custom fitting and amazing customer service from start to end.	2016-04-02T11:45:05Z	1459597505636	Thanks for an awesome review. Reviews such as these make our day. Hope to create many more Flyrobe experiences for you in the future.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOF-y1x0gwCxUSJ-yJ6Z02KAEfjpN_lWATllzQEiz4jruiUc5w5GAJ8m67mpHKzQNpI0x93hY0E1Qc7c3g
com.flyrobe.android	20	1.0.20	en	S850	2016-03-31T07:50:55Z	1459410655345	2016-03-31T07:50:55Z	1459410655345	5						
com.flyrobe.android			en	j5lte	2016-03-31T07:53:50Z	1459410830808	2016-03-31T07:53:50Z	1459410830808	5						
com.flyrobe.android			en	K50a40	2016-03-31T07:56:02Z	1459410962133	2016-03-31T07:56:02Z	1459410962133	5						
com.flyrobe.android	23	1.0.23	en	K50a40	2016-03-31T07:55:19Z	1459410919159	2016-03-31T07:59:21Z	1459411161595	5		Hometrial adds a plus point in your service. Totally loved it :)	2016-04-02T11:44:04Z	1459597444178	Thank you for an amazing review. We are glad that you liked us and are committed to making it a hassle free experience for you every time you order from Flyrobe. Looking forward to serve you !!!	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEDRPqRGUK1xErFU7AKLPRhBtTcJ5MY62R5VgoupquIt-ihmx75ToDnCHVzCqhwAvy_uf7gcOYsbN8G4A
com.flyrobe.android	23	1.0.23	en	zerolte	2016-03-31T08:40:57Z	1459413657255	2016-03-31T08:40:57Z	1459413657255	1	way too many notifications	way too many notifications shown by the app..	2016-04-02T11:44:39Z	1459597479073	I am really sorry to hear about your experience with our app. Can I request you to drop a line on tech@flyrobe.com? We would personally get in touch with you and see how we can sort this out for you.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFQXvqm3KCZ-w_739nQBhRzIMYxJa50RQ23sPwIwkw09trBkGPi-E-hxTWJe7S-tSkWRV0Ba1uo4zscLw
com.flyrobe.android	23	1.0.23	en	OnePlus2	2016-03-31T09:00:57Z	1459414857528	2016-03-31T09:00:57Z	1459414857528	4	Great Fashion app on rent	This is the first app on rent where they have designer dresses on rent with good trendy dresses in budget rate with no shipping charges n pick up free. Loved it	2016-04-02T11:43:49Z	1459597429813	Thank you for an amazing review. We are glad that you liked us and are committed to making it a hassle free experience for you every time you order from Flyrobe. Looking forward to serve you !!!	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOGEfg3X1NSXfkZcNhhx0GWCzOMPQRBituDg_kz6Qd4oqqR7IvJ_9aLIKOrtUR6MO5V-fQDc5FHuw2poiw
com.flyrobe.android			en	klte	2016-03-31T12:37:06Z	1459427826997	2016-03-31T12:37:06Z	1459427826997	5	Beautiful ethnic outfits	Wore to my friends wedding. Absolutely stunning	2016-04-02T11:43:19Z	1459597399157	Thanks for an amazing review. Hope to create many more amazing experiences for you.	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOFwo5sjgISnjDtyI0HjHw4YmFzNBc8SALZ2k8hAnfyUL-KvQDXyCRgjqelSk9Dx3uH1w62NmMgLyzbLeA
com.flyrobe.android			en	klte	2016-03-31T12:48:28Z	1459428508488	2016-03-31T12:48:28Z	1459428508488	5						
com.flyrobe.android	22	1.0.22	en	OnePlus2	2016-03-31T18:33:43Z	1459449223445	2016-03-31T18:33:43Z	1459449223445	3						
com.flyrobe.android	23	1.0.23	en	baffinlite	2016-03-31T20:11:19Z	1459455079977	2016-03-31T20:12:36Z	1459455156321	5		much needed app ... great idea !!♥♡	2016-04-02T11:42:36Z	1459597356733	Thank you for an amazing review. We are glad that you liked us and are committed to making it a hassle free experience for you every time you order from Flyrobe. Looking forward to serve you !!!	https://play.google.com/apps/publish?account=6499663341265583899#ReviewDetailsPlace:p=com.flyrobe.android&reviewid=gp:AOqpTOEUTJqLjTHVpYo3QEOaSwoOwoES3vRaeISlU-2vw9who6yt8zT-nHQjfQS0Cy6WKZBYan_Xi0x3ZPDEmg
