Description	Subject	sentiment	tag
Had a lovely memorable experience with the Ethnic gala collection as superb custom fitting and amazing customer service from start to end.	Best experience with Ethnic wardrobe	2	['']
		-1	[]
		-1	[]
		-1	[]
Hometrial adds a plus point in your service. Totally loved it :)		2	['Hometrial adds a plus point in your service']
way too many notifications shown by the app..	way too many notifications	0	['way too many notifications shown by the app']
This is the first app on rent where they have designer dresses on rent with good trendy dresses in budget rate with no shipping charges n pick up free. Loved it	Great Fashion app on rent	2	['This is the first app on rent where they have designer dresses on rent with good trendy dresses in budget rate with no shipping charges n pick up free']
Wore to my friends wedding. Absolutely stunning	Beautiful ethnic outfits	2	['Wore to my friends wedding']
		-1	[]
		-1	[]
much needed app ... great idea !!â¥â¡		1	['']
		-1	[]
Amazing collection... @affordable prices .Also love the customer service and the delivery service...very efficient and helpfull !!!	My fashion wardrobe	2	['']
NYC collection for girl... Happy to see that it's in Delhi as well	Perfect app	2	['']
		-1	[]
		-1	[]
		-1	[]
Make a fool to the customer		1	['Make a fool to the customer']
		-1	[]
Loved it thanks a lot		2	['Loved it thanks a lot']
I really loved few items, but i wanna buy them. Is there any provision of buying them?	Can I buy the stuff?	1	[' Is there any provision of buying them?']
Awesome....		2	['']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Nice		2	['Nice']
Yepieee	I have so many functions in school so i can go for this	1	['Yepieee']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
I ordered a very pretty shirt today.awesum it is! And they delivered me my order within 2hours. Thanku soo much flyrobe! Very nice service	I totally loved dis app!	2	['I ordered a very pretty shirt today']
Awesome collection. No shipping charges. M lovin it :)	Loved it	2	[' No shipping charges']
		-1	[]
		-1	[]
Why would you not have an option for logging in through email?Im not on facebook.disappointed	Only Facebook login!	0	['Why would you not have an option for logging in through email?Im not on facebook']
This app made my vacation wonderful wow what a dresses and i got so much compliments..every my friends invested so much money in buying clothes and i just clicked to flyrobe and all problem solved....i saved money and as well time....keep it up guys...		2	['every my friends invested so much money in buying clothes and i just clicked to flyrobe and all problem solved']
		-1	[]
An application with great concept. Great and polite staff. Hygiene maintained. Just a request to launch this app on IOS. I get to use this app only from Dad's phone .		2	[' Just a request to launch this app on IOS', '']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
I reffered this app to 5 or my frnds and when i asked for the mac voucher they just refused it saying the offer is no more valid... Dont use this app waste of time energy internet and clothes of coloba are better then these no quality or cleaning and clothes stink	Worst experience ever	0	['I reffered this app to 5 or my frnds and when i asked for the mac voucher they just refused it saying the offer is no more valid', ' Dont use this app waste of time energy internet and clothes of coloba are better then these no quality or cleaning and clothes stink']
I order a jacket of worth rs.249..paid from Wallet to get 100 off...then chose a online mode for payment...rs.149 deducted from my account..but order has not placed...there is no order history too ...i think this is fake ...	Fake app	1	['i think this is fake ']
		-1	[]
		-1	[]
I don't have FB ..		1	["I don't have FB "]
		-1	[]
		-1	[]
Seriously worst experience service omg its like hell too late ð¤	Delivery issue	0	['Seriously worst experience service omg its like hell too late ð\x9f\x98¤']
Uninstalled	Why login?	0	['Uninstalled']
		-1	[]
		-1	[]
		-1	[]
Looks to be a very good idea for rental shopping.Downloading nowð	Looks Awesome	2	['Downloading nowð\x9f\x98\x8a']
Thanks flyrobe!!! Great job..!!!	Thanks	1	['']
Please do something with the login process. It's really sad that fb account is must to login. I dont use fb. N i wanted to use this app but can't use it. Please add an option where people who are not on fb can also login through email. Asap! :)		1	[" N i wanted to use this app but can't use it"]
Do not have proper policies formulated. Will deduct money if u pay online and then will not provide the delivery deeming the cost is less .. does not cross a particular amount. ..will not provide a refund as well... DON'T EVER USE ONLINE PAYMENT FOR THIS APP you will lose ur money	Worst experience ever	0	['Do not have proper policies formulated']
Y is it mandatory to hv an fb account to login ??? Im not at all interested to create an fb account just to log into ur app. U must add at least Gmail log in.	Annoying log in process	0	['Y is it mandatory to hv an fb account to login ??? Im not at all interested to create an fb account just to log into ur app']
****		1	['****']
C.cx		1	['C']
		-1	[]
I just live everything about them. FAB collection and pocket friendly rentals.	Its your fairy god mother	2	['']
		-1	[]
Superb app		2	['Superb app']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Wonderful experience :) They are very prompt.		1	['']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
As much as I appreciate the concept of clothes on rent, my experience has not been a happy one. Not once but twice, my order has reached me 3-4 hours late. Please understand that if you have time slots for the convenience of the people, atleast stick to them.	Never on time	1	[' Not once but twice, my order has reached me 3-4 hours late']
The outfit was perfect..... Just loved it.... i totally recommend â¤	Loved it	2	['']
Flyrobe is a life saver. I couldn't find a pretty dress anywhere in the stores for my farewell. So I decided to try out flyrobe. The service is amazing. And the dresses are wonderful. And you get to wear beautiful dresses and it costs hardly any money. Plus, their complementary surprise accessory is such a nice gesture. Thank you Flyrobe!	Amazing app!	2	[' And you get to wear beautiful dresses and it costs hardly any money']
		-1	[]
		-1	[]
		-1	[]
had ordered.ethnic wear and.during the trial saw the mrp it was 11500, whereas the.mrp on the website 22500. they fake the prices so that they can charge higher rent and.security deposit. I.feel.cheated and.highly disappointing.	saviour but too pricy	1	[' they fake the prices so that they can charge higher rent and', 'highly disappointing']
		-1	[]
		-1	[]
		-1	[]
My account was debited and the order was never confirmed... Flyrobe never picked my phone call after that...the money is still stuck... Poor customer service.. dont use!	Terrible app and they don't refund money	0	[' Poor customer service']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Best app!!!		2	['Best app!!!']
got to know about this app from #desirebyaparna. and i liked it		2	['got to know about this app from #desirebyaparna']
U just made my day really special for me.	Great Idea..Awesome service!	1	['']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Amazing experince with flyrobe... thank u so much flyrobe team i had requested my stuff at the last moment and i had it pretty well before time.... you made my day... thank u aton.... waiting for more occasions wer i can get back to youll...		2	['']
I really loved the concept and your service. But something is missing thats... you should increase jewelery collection and add footwears	Some thing is missing	2	['']
		-1	[]
You have a very nice collection but only for limited size.i wish that you customize according to customers specifications not some fixed sizes.	Nice app. Not for me	1	['i wish that you customize according to customers specifications not some fixed sizes']
great	ð¤ð¤ð¤ð¤	2	['great']
Amazing app		2	['Amazing app']
Totally love it....	â¤	2	['']
		-1	[]
		-1	[]
Nice		2	['Nice']
		-1	[]
		-1	[]
Hi I have order a traditional dress for my mom and love your service and your fitting expert is really brilliant thanks to you to introduce an amazing company. Thanks a lady name Amandeep she helped in re-alteration at last minute. You guys are doing amazing job. Appreciate your team work.	Loving it	2	['']
		-1	[]
I jus love d experience of using dis app on my college functions .....dayouts with frnds. ...party time ..every moment made special with branded clothes n accessories ...grt app	Make me a fashion icon	2	['', ' ']
		-1	[]
		-1	[]
		-1	[]
OK!	Fine	1	['OK!']
Hi,can you please add some collection for jean and shoes also.	Good collection but not able to find jeans	2	['']
I made the order in aftrnoon at 3 and acc to them they have 2 to 3 hours deleivry process i thoght i ll receive my dress max by 6 bt i thoght evn i could receive it at 7 that would be fine .bt dere operations team is so.poor dey said we cnt gve it by 9 morover dey packed d wrong dress i told her to deleivr by max 8 bt neithr didnt pick up my call nor dey calld me bck i dnt know is my dress going to come or not.very very poor.dey spoiled my party	Late deleivry	0	['I made the order in aftrnoon at 3 and acc to them they have 2 to 3 hours deleivry process i thoght i ll receive my dress max by 6 bt i thoght evn i could receive it at 7 that would be fine ', 'poor dey said we cnt gve it by 9 morover dey packed d wrong dress i told her to deleivr by max 8 bt neithr didnt pick up my call nor dey calld me bck i dnt know is my dress going to come or not']
		-1	[]
		-1	[]
		-1	[]
Very bad. Dont install this, just waste of time. Rental prices are more than expected for dresses that could be liked by someone. And actually they dont even have good collection to rent as well.		0	[' Dont install this, just waste of time']
		-1	[]
		-1	[]
		-1	[]
If you don't want to repeat your dress, Flyrobe is at your rescue		1	["If you don't want to repeat your dress, Flyrobe is at your rescue"]
		-1	[]
		-1	[]
I ordered a dress yesterday, it came today..The dress is drycleaned, ironed and as good as new. And the packing is soo royal...I even got a complimentary accessory to wear with the dress. It Was my first time but will keep trying it from now on. It's a dream come true for girls out there..You should definitely try it!!!	Simply Amazing	2	[' It Was my first time but will keep trying it from now on']
I m soo much impressed that I think no possible permutations of 26 alphabets will be enough to praise this easy to use... Flawless application :) thanks	Lovely	2	['']
		-1	[]
		-1	[]
I hv not seen ever such beautiful collections...I wish to buy them..not to take on rent...can you pleas make efforts on selling the product with affordable price..I thnk it will make u more popular n competative..thk you	Nice	2	['not to take on rent']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
This is a truly delightful experience, home delivered your choice of garment for any special occasions without burning your pocket .. No dry-cleaning required , delivery boy comes and collect at you suitable timing . please do try it :)	Luxury delivered at your doorstep	2	['']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
But can I disconnect my fb account frm urs nd use it other way...Hence forth I expect Flyrobe to giv a solution for it...Can I use it without Fb connect plss...	It's good app	1	['', 'Hence forth I expect Flyrobe to giv a solution for it']
		-1	[]
		-1	[]
Its not in my city ð ð ð ð ð ð ð ð ð ð ð ð . Uninstalled itð ð ð ð 		0	[' Uninstalled itð\x9f\x98\xa0ð\x9f\x98\xa0ð\x9f\x98\xa0ð\x9f\x98\xa0']
		-1	[]
Even though I haven't ordered anything yet, but I do wish to. Could you tell me if you have more collection in the website ? Coz I've only browsed it on the app and felt that there is a need for more collection. Well just suggesting . Keep up the good work.		2	[" Could you tell me if you have more collection in the website ? Coz I've only browsed it on the app and felt that there is a need for more collection", '']
		-1	[]
		-1	[]
		-1	[]
Is the material used up to the mark and will we get the delivery on time?	Confused	1	['Is the material used up to the mark and will we get the delivery on time?']
		-1	[]
		-1	[]
Superb work	Loved it	2	['Superb work']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Loving it, pls start small budget kurti's also. Anyone ordering for the 1st tym from flyrobe use the code HJRZCAY and u will get flat 600rs off.suprb app I love it the most.	New addition	2	['']
good		2	['good']
		-1	[]
		-1	[]
Got the Dress everything on time... But no proper reply For security Amount please help		1	[' But no proper reply For security Amount please help']
		-1	[]
		-1	[]
Need to work on app service as it offers lot of inconvenience to use...and rental price should be revised to suit the pocket of everyone	Highly expensive clothes with low quality	1	['Need to work on app service as it offers lot of inconvenience to use']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
In love with this app, very helpful and affordable the clothes are lovely.. had an amazing experience.. loved the complimentary earings I got Suchha lovely little surpriseâ¥â¥â¥	Savior	2	['']
App isn't working and nobody is even bothering to fix the bugs.		0	["App isn't working and nobody is even bothering to fix the bugs"]
Amazingly nice app . Easy operations. Quality products. And surprises attached sometimes with the product . Reasonable enough . Highly recommended app. Great job !	Excellent !!!	2	[' Quality products', ' Reasonable enough ']
		-1	[]
		-1	[]
hh	hfy	2	['hh']
I love ittttt.....!!! #fan of urs:p		2	['']
		-1	[]
		-1	[]
Very bad		0	['Very bad']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Asks me to log into Facebook. I log into Facebook. Doesn't open. Repeat.		0	['Asks me to log into Facebook', " Doesn't open"]
		-1	[]
Amazing service and cooperation from Flyrobe ...also sent a additional jewellery with the dress I had ordered. Very impressive packaging and presentation .	Amazing service	2	['']
		-1	[]
		-1	[]
Ordered a dress...and got accessories free...amazing app...and quality packing and on time delivery is what add beauty to it.	Awesome idea	2	['Ordered a dress']
I had a lovely experience with flyrobe. It helped when i was not able to shop and even was not willing to spent much. It was pocket friendly as well as high quality.	Loved it	2	[' It helped when i was not able to shop and even was not willing to spent much', '']
Their services won't let you ever be disappointed. Their follow ups are definitely the quickest than most other service providers. The best thing is that the way they deliver their products! It's definitely a wonderfully exciting feeling when we receive the huge box! Definitely a box of happiness! And as they are expanding you can order it in various places! They cater to all types of wear! And their pricing is easily affordable! So don't think twice before you download this app! You won't regret it!	Brilliant concept and execution of it!	2	["Their services won't let you ever be disappointed"]
		-1	[]
Downloaded, logged in, tried accessing it, thrice it said unfortunately, Flyrobe has stopped. Hence, uninstalled!	Couldn't access it.	0	['Downloaded, logged in, tried accessing it, thrice it said unfortunately, Flyrobe has stopped']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
got the money but little late...	thanks	1	['']
		-1	[]
		-1	[]
		-1	[]
High rates of rents even on non elegant dresses	ðð	0	['High rates of rents even on non elegant dresses']
		-1	[]
For how long we can rent the dress and what would be the charges. please revert asap as I need a dress		0	[' please revert asap as I need a dress']
		-1	[]
Loved it...keep it up..awesome collection & best service	Superlike	2	['']
Now flyrobe should try for footwears as well	Awesome concept	1	['Now flyrobe should try for footwears as well']
		-1	[]
		-1	[]
In Love with this App		2	['In Love with this App']
		-1	[]
Though u have good collection, booking in your updated app is difficult. Address is selected as default your current location, and u cannot edit as well. Plz rectify the same.	Awesome app for older version	1	[' Address is selected as default your current location, and u cannot edit as well']
Loved it. â¤		2	[' â\x9d¤']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Can we exchange the dress after being ordered...like after being ordered nd wear we might feel like its not suitable for our body..		0	['like after being ordered nd wear we might feel like its not suitable for our body']
Totally in luv with this aap... this is amazing.ðâ¤ hope you guys make this aap available in all states of india	â¤	2	['', 'ð\x9f\x98\x8dâ\x9d¤ hope you guys make this aap available in all states of india']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Haven't found any fashion apparel app so graceful and convenient as Flyrobe! KIU!!	Awesome UI n great customer support with very elegant designs on the store.	2	["Haven't found any fashion apparel app so graceful and convenient as Flyrobe! KIU!!"]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Whenever I try to apply any filter, the app stops. Please fix this issue. Although, the concept behind the app is innovative.	There's a bug!	1	['Whenever I try to apply any filter, the app stops']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Why dis app does not work without facebook any other way to login	Does not works with out facebook	0	['Why dis app does not work without facebook any other way to login']
Nice thinking but sing only Facebook why note anything else u no I dine have fb	Nice	1	['Nice thinking but sing only Facebook why note anything else u no I dine have fb']
owsm web site , lovely way to deliver dress..... h relly like it		2	['']
What could be better than borrowing your blinge?	Love the concept!	2	['What could be better than borrowing your blinge?']
Amazing collection...		2	['']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
The app doesn't update my booking due to which I'm not able to change the pick up adddess	Booking issues	0	["The app doesn't update my booking due to which I'm not able to change the pick up adddess"]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
I just installed the app but could not browse it or use it since it kept crashing. Concept seems to be interesting. Your developers need to do a better job and thorough testing before putting such app on production server....guys u need to recheck these kind of fatal errors before app goes live.	Keeps Crashing	0	['I just installed the app but could not browse it or use it since it kept crashing']
		-1	[]
		-1	[]
I installed it and reinstalled but it just wouldnot work..	Doesnot work	0	['I installed it and reinstalled but it just wouldnot work']
Awesome..		2	['']
Hi, is it necessary that person should have Facebook account.	Not able to login	1	['Hi, is it necessary that person should have Facebook account', '']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
I downloaded the app but its not showing ...what is wrong? Plis let me know		0	['I downloaded the app but its not showing ']
Its amazing	Subhash	2	['Its amazing']
It ws a great experience for me , such a nice product, quick delivery and superb presentation	Awesome	2	['It ws a great experience for me , such a nice product, quick delivery and superb presentation']
Not able to book order online. . Tried 3 times and no reply on call centre number	Bad customer service	0	['Not able to book order online']
		-1	[]
		-1	[]
		-1	[]
How is it that I find some dresses on the website through the browser but I don't get it on the app?? I just installed it after finding those awesome dresses on the website but it seems I can't rent it.		1	["How is it that I find some dresses on the website through the browser but I don't get it on the app?? I just installed it after finding those awesome dresses on the website but it seems I can't rent it"]
		-1	[]
Never come on the tyme given its abt 2 tymes eben delivery boy rejects to deliver.in delivery tym even	Delivery issues	0	['Never come on the tyme given its abt 2 tymes eben delivery boy rejects to deliver']
Your services is not available in cities of rajasthan. Please available your services in cities of rajasthan such as jodhpur, jaipur & udaipur also.	Your services is not available	1	['Your services is not available in cities of rajasthan']
Why This is not working flyrobe?		0	['Why This is not working flyrobe?']
Can even check the catalogue, this app keeps crashing	Keeps crashing	0	['Can even check the catalogue, this app keeps crashing']
I installed this app but there is something wrong because it is not working.. please respond as soon as possible		0	['I installed this app but there is something wrong because it is not working']
Crashes alot		0	['Crashes alot']
		-1	[]
Lots of crashes and hangs		0	['Lots of crashes and hangs']
		-1	[]
Its have very big amount but rent rate is ok	Omg	2	['Its have very big amount but rent rate is ok']
		-1	[]
Always show unfortunately not working....it's has been stopped	Not opening	0	['Always show unfortunately not working']
		-1	[]
Loved it		2	['Loved it']
Loves it		2	['Loves it']
The app doesn't deserve even one star but I couldn't find a way to give a review without giving a star. Anyway, this app doesn't work at all, keeps getting stuck & just closes itself. I couldn't open it after the first time I downloaded it n checked it out, & even at that time the app was getting stuck & closing again & again. So, I don't think you guys should have launched this app without proper mechanism of the app. Secondly, options of sizes r not available at all. XL & XXL not available at all.	Disappointing and worthless app.	0	["The app doesn't deserve even one star but I couldn't find a way to give a review without giving a star", " Anyway, this app doesn't work at all, keeps getting stuck & just closes itself"]
Earlier i hv rented a dress frm it... Bt nw its nw even opening	Not opening	1	['Earlier i hv rented a dress frm it', '']
The app keeps crashing after opening the app to look for clothes for 5-6 times now. It's just not opening	After opening the app 5-6 times it has stopped opening	0	['The app keeps crashing after opening the app to look for clothes for 5-6 times now']
		-1	[]
		-1	[]
App is not even opening. Crashing every time I click on the icon		0	[' Crashing every time I click on the icon']
Timewaste		1	['Timewaste']
		-1	[]
I had 2400 credits and now it is zero.. I didnt use that . I earned those credit by promotig your app and you Cheated me. I want those credits back	Lost all my credits with the update	0	[' I earned those credit by promotig your app and you Cheated me']
If possible I would have rate them in negative! The service is so slow and don't even care to reply back to your quieres. Would totally recommend not to download this app, it's totally waste of space.	Worst	0	[" Would totally recommend not to download this app, it's totally waste of space"]
		-1	[]
		-1	[]
I m continuously trying to order some outfits, But this app is not working at all. Crashing again and again while placing an order . please do fix it as soon as possible!	Not working ð£	0	['I m continuously trying to order some outfits, But this app is not working at all', ' Crashing again and again while placing an order ']
Ordered a lehnga recently, and I am so so happy about this decision. Everything was perfect, from their service to the outfit. Great job guys!ð	Loved it!	2	['Ordered a lehnga recently, and I am so so happy about this decision']
Useless app doesn't work..I am unable to access it only..using it is a different story altogether. .installed it thrice.		0	["Useless app doesn't work"]
Dont go for it..wastage of time.doesnt even open up..crashed site.	Worst app	0	['wastage of time']
		-1	[]
App is not even opening...crashing again and again...:(	App is crashing	0	['App is not even opening']
		-1	[]
		-1	[]
Some amazing dresses ..and delivery has always been on time ..love it!	Highly recommend it! :)	2	['']
		-1	[]
Images don't get loaded up even after several minutes. Such a waste of time	Images not available	0	[' Such a waste of time']
		-1	[]
		-1	[]
The app is not working. Despite re installing it, it's crashing. Please look into the matter.	Not working	0	[" Despite re installing it, it's crashing"]
Amazing collection! Loved it!		2	['Amazing collection! Loved it!']
Ordered it for my girlfriend. She totally loved it.	Awesome collection	2	['Ordered it for my girlfriend', '']
Super awesome stuff		2	['Super awesome stuff']
Beautiful clothes on rent!!		2	['Beautiful clothes on rent!!']
Best user interface, on time delivery ...totally loved it. Keep rocking guys	Awesome overall exp.	2	['']
Guys try on any phone other than Samsung	Works on all phones but on Samsung phone	1	['Guys try on any phone other than Samsung']
Awesome app		2	['Awesome app']
Great Western and ethnic collection.Best services...from ordering dress to pickup.... every thing went so smooth.	Awesome collection,Amazing Services	2	['', 'from ordering dress to pickup']
		-1	[]
Beat app for different occasions		2	['Beat app for different occasions']
App not opening		0	['App not opening']
		-1	[]
		-1	[]
Everytime I am trying to open the app it's showing " Unfortunately flyrobe has stopped". Please fix this issue ASAP	App is not responding	0	['Everytime I am trying to open the app it\'s showing " Unfortunately flyrobe has stopped"']
I m continuously trying to place order from.last 15 days but it is not getting download .wasted my time n energy.		0	['I m continuously trying to place order from']
		-1	[]
		-1	[]
Kudos to both idea and easy user interface	Awesome App	2	['Kudos to both idea and easy user interface']
It is not opening after the update	Unfortunately,flyrobe has stopped!	0	['It is not opening after the update']
		-1	[]
I had used dis app earlier it ss a great app bt now as dis app has gained popularity there is no dress available for nxt 10 days atleast if a person has to rent it he would get to know it instantly or 1 or 2 days before.if the person has 10 days he or she might prefer to buy it.dey have no dress available till next 10 days and vry few dresses for 5 days		0	['dey have no dress available till next 10 days and vry few dresses for 5 days']
This app doesn't work! It's crashing again and again.		0	["This app doesn't work! It's crashing again and again"]
Installed twice not working	App not working	0	['Installed twice not working']
Hey Plz dlvr Ur Order at Thane kalwa place ur app Completely gr8 we luv	Sam	2	['Hey Plz dlvr Ur Order at Thane kalwa place ur app Completely gr8 we luv']
		-1	[]
Hi I have order an outfit	Good rental app	1	['Hi I have order an outfit']
Impressive design and hassle free service , within 60 seconds I ordered the dress . Kudos to the developers!	Cool concept	2	['Impressive design and hassle free service , within 60 seconds I ordered the dress ', ' Kudos to the developers!']
Had a really good experience	Perfect	2	['Had a really good experience']
Good		2	['Good']
		-1	[]
Doesn't work , crashed app ,		0	["Doesn't work , crashed app ,"]
		-1	[]
I found out this app by my friend and ever since i am in love with it... Each and everything i have ordered was in best condition . Keep continuing the best class service . All the love ðð	I love this app more than i love anyone	2	['']
		-1	[]
		-1	[]
Although I love flyrobe because of my friends but here is an advice "why don't you hire good technical team". Usually my friends Oder through your app but it usually stop at regular intervals and most of the time it stopped working too ....	Stoped working at regular intervals	1	[' Usually my friends Oder through your app but it usually stop at regular intervals and most of the time it stopped working too ']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
I love this app ðð	Awsm	2	['I love this app ð\x9f\x98\x8dð\x9f\x98\x98']
		-1	[]
Its not working..no use waste of time	Not working	0	['no use waste of time']
		-1	[]
		-1	[]
Sometimes I have urgency of going in party or events. I've tried many of times place ma order bt there's like for long hours your website or app have some technical issues. So I can't place ma order. Fix this issue on your App & website. Else it's better not to hopes up & shop on ur sites.	Upset with this application	0	[' Fix this issue on your App & website']
Even time I try to place an order, the app stops. How can someone use this app, if the app is not working properly. Main team should work on backend of this app.	Not able to checkout	0	[' How can someone use this app, if the app is not working properly']
		-1	[]
		-1	[]
		-1	[]
It's good but one problem is there. It ask our size but doesn't give size chart so that we can choose accurate size .	Awsm app	2	['']
I am not able to complete the payment process... Whenever i choose "place order" it says "something went wrong" i have tried to place the order like 20 times.. i need an outfit urgently tomorrow.. i am now feeling bad to be dependent on this app because every time this does not happen !!		0	[' Whenever i choose "place order" it says "something went wrong" i have tried to place the order like 20 times']
		-1	[]
		-1	[]
I		1	['I']
Super		2	['Super']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Makes renting stylish trendy outfits soo much easier...love the collection		2	['']
		-1	[]
		-1	[]
Nice		2	['Nice']
Good concept, all the best	Fly-&-roar	2	['Good concept, all the best']
		-1	[]
How i will get free order.... of 600 #flyrobe		1	['How i will get free order']
Awsm app		2	['Awsm app']
Good quality... Superb	Awesome	2	['']
I like the concept. Giving branded wears on a lowest rent really gr8...	Awsom Company	2	['']
Collections are so good ethnic wear collections are very good	Very nice app and nice conccept	2	['Collections are so good ethnic wear collections are very good']
Nice one		2	['Nice one']
Loved it. Now i dnt have to think twice for expensive dresses , Flyrobe is the solution . I can rent those . Nice app with nice collection	Cool App	2	[' Now i dnt have to think twice for expensive dresses , Flyrobe is the solution ']
		-1	[]
The app is awesome! â¤		2	['The app is awesome! â\x9d¤']
		-1	[]
Amazing experience with wonderful service.. Quality of the outfit was as good as new..	Hammad momin	2	['']
Nothing to wear? Just rent it from flyrobe. Top brands and latest trends all in one app. I ordered a dress for a party and it turned out to be as pretty as it was in the picture . love it	Go for it	2	['Nothing to wear? Just rent it from flyrobe', ' I ordered a dress for a party and it turned out to be as pretty as it was in the picture ']
		-1	[]
Rented Lehenga for my brother's engagement. My new designer lehenga was custom fitted and delivered at my door step on time.Awesome services.It made my day. Thank you Flyrobe ð	Loved Ethnic collection!	2	["Rented Lehenga for my brother's engagement", ' Thank you Flyrobe ð\x9f\x98\x8a']
It is very wonderful app for bying ... i love it	It is good	2	['']
What an amazing, much needed App for every woman's #I have nothing to wear problem . Flyrobe is that perfect platform for every woman who wants to look gorgeous and glam without spending a bomb. The App works well and has some really cool aspects like the fashion blog, outfit suggestions as per the occasion.In love with this App and I am not deleting this App ever!!! :D	#Flyrobe- My virtual wardrobe	2	['In love with this App and I am not deleting this App ever!!! :D']
		-1	[]
Hi if I want to purchase then what will be the price I m confused only u give on rent or sell it also	Want a reply	0	['Hi if I want to purchase then what will be the price I m confused only u give on rent or sell it also']
Collections are so good and nice app		2	['Collections are so good and nice app']
Useless App. Whilst trying to chat or call, there is no response on both modes. In addition, if any design selected inadvertently, it is not getting removed off the cart.	Simply disgusting	0	['Useless App']
		-1	[]
I love it	Awesome thought	2	['I love it']
Excellent job		2	['Excellent job']
