Description	Subject	sentiment	tag
maximum brilliant utility it's far absolutely cool and has such a lot of uses it is so lots higher to print cloth rather of purchasing to save a number of cash		2	["maximum brilliant utility it's far absolutely cool and has such a lot of uses it is so lots higher to print cloth rather of purchasing to save a number of cash"]
Grid software based services with the sharp you could be happy with whatever you purchase it is virtually first-rate here		2	['Grid software based services with the sharp you could be happy with whatever you purchase it is virtually first-rate here']
The costs are sincerely seen on top of that you could get from any amazing reductions to which is simply incredible i am totally in love with this software nOW		2	['The costs are sincerely seen on top of that you could get from any amazing reductions to which is simply incredible i am totally in love with this software nOW']
incredible software why haven't using the excellent offerings ever I totally love this utility and the wait is constructed		2	["incredible software why haven't using the excellent offerings ever I totally love this utility and the wait is constructed"]
Use convenient application to get apartment fabric on line it's far honestly amusing to makes use of utility		2	["Use convenient application to get apartment fabric on line it's far honestly amusing to makes use of utility"]
all of the luggage are pictures sometimes they have got a exceptional series of clothes to which is a lot higher than many other programs like roposo		2	['all of the luggage are pictures sometimes they have got a exceptional series of clothes to which is a lot higher than many other programs like roposo']
		-1	[]
		-1	[]
Gold used for every time every other applications like adequate so high priced so that it will come		0	['Gold used for every time every other applications like adequate so high priced so that it will come']
Cool utility and cool offerings they had been in call for for splendid product for throughout my place it is surely imparting one of the quality services about		2	['Cool utility and cool offerings they had been in call for for splendid product for throughout my place it is surely imparting one of the quality services about']
just fantastic I just love the gathering of this software may be more beautiful thank you so much for buying this software on line		2	['just fantastic I just love the gathering of this software may be more beautiful thank you so much for buying this software on line']
UI grid idea i'm waiting for increasingly collections to be brought I totally advise this app to all my buddies few traces		2	["UI grid idea i'm waiting for increasingly collections to be brought I totally advise this app to all my buddies few traces"]
down load I advocated to all the individuals who love style fuses software it's far simply one of the excellent on line girls purchasing studies have a		2	["down load I advocated to all the individuals who love style fuses software it's far simply one of the excellent on line girls purchasing studies have a"]
I would love to recognise that this product are available so easily they have an brilliant and unique inventory which isn't available in another utility like roposo that is totally a fab app to apply		2	["I would love to recognise that this product are available so easily they have an brilliant and unique inventory which isn't available in another utility like roposo that is totally a fab app to apply"]
it's far very special and appealing all of the whole series is lovely it's so much fun to shop for from this application truely clean		2	["it's far very special and appealing all of the whole series is lovely it's so much fun to shop for from this application truely clean"]
I wish that this software at moral more merchandise and additionally make it availability provides in lots of other cities that is completely a first rate app i can make all my friends jealous with this near that i will read from a		2	['I wish that this software at moral more merchandise and additionally make it availability provides in lots of other cities that is completely a first rate app i can make all my friends jealous with this near that i will read from a']
Acid of buying house renting is a lot higher happy to store a number of money and additionally gave you wonderful merchandise at cheap charges virtually pass for it		2	['Acid of buying house renting is a lot higher happy to store a number of money and additionally gave you wonderful merchandise at cheap charges virtually pass for it']
one of the nice feasible applications that you may get for ladies buying on-line it's far in reality. Uses applic endorsed to buy a		1	[' Uses applic endorsed to buy a']
home windows software you may be ensured of getting all of the excellent services open location totally exquisite to use and part 2 I absolutely agree with the people who supply it up I begin		2	['home windows software you may be ensured of getting all of the excellent services open location totally exquisite to use and part 2 I absolutely agree with the people who supply it up I begin']
I totally love this utility incredible clothes an super provider and the customer service is also very well mannered they recognize the wishes and then respond therefore		2	['I totally love this utility incredible clothes an super provider and the customer service is also very well mannered they recognize the wishes and then respond therefore']
fine one and febusles		1	['fine one and febusles']
wonderful ! I've been using this app for quiet sometime and agree with me , this app is sincerely tremendous. A need to have app for all fashion junkies.		2	['']
alternatively of buying clothes renting is certainly cheaper and it's far to be had at every fraction of the quantity you may additionally pay by using coins on delivery		1	["alternatively of buying clothes renting is certainly cheaper and it's far to be had at every fraction of the quantity you may additionally pay by using coins on delivery"]
I am very thrilled with this app. This is just what i used to be wishing to have from a long term.		2	['']
Cool software cool interface have the entirety that you want at one place i am definitely happy Birthday supplication		2	['Cool software cool interface have the entirety that you want at one place i am definitely happy Birthday supplication']
A huge thanks to you guys for making this app. That is a great app for girls purchasing.		2	['']
the whole thing you need is right here on this app that too with out spending much money. It saves cash in addition to makes you looks a fashion diva. This app rocks		2	['the whole thing you need is right here on this app that too with out spending much money']
This app is a real deal breaker. Cherished the services they offer		1	['This app is a real deal breaker', ' Cherished the services they offer']
Ladies purchasing and flyrobe cross hand in hand. Totally in love this outstanding app.		2	['']
truly first-rate app. Saves a lot time and money. Makes your lifestyles less difficult ! A have to have app for all and sundry		2	['truly first-rate app']
exquisite app ! The recommendations they provide are superb.		2	['']
Certainly cherished this app and the benefit with which we are able to lease out garments anytime. Going to save loads in the destiny		2	[' Going to save loads in the destiny']
I enjoy the type of garb that this app has and the gorgeous series they have got in store. A good deal a lot higher than asos and others		2	[' A good deal a lot higher than asos and others']
nice fashion portal. An awful lot higher than roposo and so on. Loving this app more and more each day.		1	[' An awful lot higher than roposo and so on']
Exquisite app ! The nice characteristic of this app is personalising and recommending merchandise in step with customers dressing fashion. This protects lots of time and you could browse just what you want without problems		2	['Exquisite app ! The nice characteristic of this app is personalising and recommending merchandise in step with customers dressing fashion', ' This protects lots of time and you could browse just what you want without problems']
ItÃ¢â¬â¢s a amazing app ! Smooth to navigate and very helpful. Now I constantly have something to put on in any respect events.		1	[' Now I constantly have something to put on in any respect events']
amazing manner to shop and shop on the identical time that's an extraordinary element to find. Love this app. The collection this app has is simply too remarkable and some distance better than voonik and other such apps		2	["amazing manner to shop and shop on the identical time that's an extraordinary element to find", ' Love this app', ' The collection this app has is simply too remarkable and some distance better than voonik and other such apps']
superb ! Smooth to find what you're seeking out and masses of remarkable brands for cheap charges.		2	['']
ItÃ¢â¬â¢s a incredible app to apply. My buying is usually complete and that i clearly experience purchasing with flyrobe. The great issue is that it saves money even as making you look contemporary and elegant.		2	['']
The apparel and accessories on this app are so much more low cost than other similar apps along with asos and so on. Love shopping and saving from this app		2	['The apparel and accessories on this app are so much more low cost than other similar apps along with asos and so on']
Renting garments has by no means been so clean. This app is a saviour. In reality amazes me with the a good deal inexpensive expenses for the whole lot.		2	['']
Renting garments has by no means been so clean. This app is a saviour. In reality amazes me with the a good deal inexpensive expenses for the whole lot.		2	['']
Such top notch series by using big manufacturers for such affordable expenses. This app is high-quality. You could put on a high emblem outfit with just couple of dollars. Love this app		2	[' You could put on a high emblem outfit with just couple of dollars']
superb app ! Person pleasant and makes viewing the alternatives and making purchases a lot simpler. Never had any		2	[' Never had any']
exact fine materials to this point. Love all the products and designs they have got. Massive big series with such a lot of massive brand and fashion designer clothes. Exceptional app for ladies garb.		2	['']
Splendid app ! Amazing apparel and add-ons series , less expensive fees and light on the pocket. What else could all of us need.		2	['']
Ration the offerings also are genuinely improving after you get this app you may be confident of having all of the extremely good services ever		2	['Ration the offerings also are genuinely improving after you get this app you may be confident of having all of the extremely good services ever']
Amazingly correct app for online buying that you can hire garments so without difficulty it's miles surely one of the nice applications that i have ever use		2	["Amazingly correct app for online buying that you can hire garments so without difficulty it's miles surely one of the nice applications that i have ever use"]
Renting garments from this app is so easy. They transport is brief and on time constantly. The offerings are honestly awesome and the collection is great. Love all the ethnic wear clothes they've of their collection		2	[' They transport is brief and on time constantly']
The gathering of jewellery and luggage is sooo splendid and less expensive at the same time. This app never disappoints me in terms of style..		2	['']
the way to choose up and drop offerings at free and you have no hassle with agreed to use make sure right hygiene also in reality proper at		2	['the way to choose up and drop offerings at free and you have no hassle with agreed to use make sure right hygiene also in reality proper at']
with your friends all of us using facebook and plenty of other utility this helps you to locate the pleasant first-class of merchandise on-line		2	['with your friends all of us using facebook and plenty of other utility this helps you to locate the pleasant first-class of merchandise on-line']
One of the best app for style apparel. The gathering of western clothing and add-ons is brilliant.		2	['']
top notch objects and exact nice. In no way disappointed with some thing i have bought to date. Could advocate this app to everyone		2	[' In no way disappointed with some thing i have bought to date']
Very great app Adblock has saved a lot of my precious time and it truly deserves a lot of appreciation from others guys it has helped me for long by blocking all the annoying ads so i know it is worth your appreciation so please give it a try .		2	['']
Its a fab		2	['Its a fab']
Highly recommended app to all the designer clothes lovers out there, you get clothes on rent and also wide range of choices. Amazing app. I love it.		2	['']
when I came accross flyrobe it was different as we just had to pay small amount and return it back once worn .best women shopping app ever found on play store trust me this app is the best app .		1	['when I came accross flyrobe it was different as we just had to pay small amount and return it back once worn ']
		-1	[]
Flyrobe is very useful app if we ever need any special dress this app will b our life saver because there is lots of varieties to choose from also the price is quite reasonable .		2	['']
My experience with Flyrobe has been great so far and the service they provide for renting is also great i am in love with this app .		2	['']
flyrobe app is so much better than ropso app , if you dont belive me then i think you should try it for yourself but i know later on you will agree with me		2	['flyrobe app is so much better than ropso app , if you dont belive me then i think you should try it for yourself but i know later on you will agree with me']
		-1	[]
		-1	[]
impressed with app's design and interface also loved all the clothes' collection that they have available especially if a women shopping then she will find so many of variety of things to choose from , a much better app than asos , and roposo		2	["impressed with app's design and interface also loved all the clothes' collection that they have available especially if a women shopping then she will find so many of variety of things to choose from , a much better app than asos , and roposo"]
		-1	[]
I rented a dress for my friend's engagement and trust me guys women I rented a dress for my friend's engagement and trust me guys women shopping was never so easy before flyroberts the number one site . was never so easy before flyroberts the number one site .		1	[' was never so easy before flyroberts the number one site ', '']
I am grateful to Flyrobe that my women shopping experience is getting better day by day the renting service they provide is also of top notch very great app indeed !		2	['I am grateful to Flyrobe that my women shopping experience is getting better day by day the renting service they provide is also of top notch very great app indeed !']
Very handy and useful app Flyrobe has been a life saver for me because women shopping has never been a interesting thing for me but this app made me do it :)		2	['Very handy and useful app Flyrobe has been a life saver for me because women shopping has never been a interesting thing for me but this app made me do it :)']
The tradition indian saree which is provided in Flyrobe is also quite good and i am thankful for them to provide such beautiful sarees .		2	['']
so if you want to rent clothes then i suggest you should use the flyrobe app it really is amazing , highly suggested app from me		2	['so if you want to rent clothes then i suggest you should use the flyrobe app it really is amazing , highly suggested app from me']
The application works in sync with all my other gadgets to outstanding application incredible you I help you alot.		2	['']
the idea of rent clothes first bothered me a bit but i did it any way seeing as there is no major harm in it , their styler came to my house as i fixed my appointment with him he took my measurements and tailored the suit perfectly for my size		2	['the idea of rent clothes first bothered me a bit but i did it any way seeing as there is no major harm in it , their styler came to my house as i fixed my appointment with him he took my measurements and tailored the suit perfectly for my size']
interestingly enough not all the apps are as good as flyrobe in the rent clothes service , hence if you want the best then i must recommend you to use the rent flyrobe		2	['interestingly enough not all the apps are as good as flyrobe in the rent clothes service , hence if you want the best then i must recommend you to use the rent flyrobe']
Much love and respect to Flyrobe it has made women shopping so interesting for us now since we can also rent the dresses it is quite helpful for us and i am grateful for them .		2	['']
no other app is as good as flyrobe especially if you are looking to rent clothes that too of various brands and get them to custom fit only for you .		2	['']
the collection of sarees on the flyrobe app is so much better than what they have available on the voonik app , i really loved it		2	['the collection of sarees on the flyrobe app is so much better than what they have available on the voonik app , i really loved it']
the flyrobe app has some really nice collection of clothes it really is much better than the voonik app , so i prefer you to use the flyrobe app only		2	['the flyrobe app has some really nice collection of clothes it really is much better than the voonik app , so i prefer you to use the flyrobe app only']
Excellent app and customer service Flyrobe So far great experience to share with for Flyrobe they are doing an excellent job for women shopping and it is very exciting to see .		2	['']
personally i dont like the asos app very much , so i am going to recommend yout to use the flyrobe app which really is nice and i think you should also use it		2	['personally i dont like the asos app very much , so i am going to recommend yout to use the flyrobe app which really is nice and i think you should also use it']
highly recommended app for all those models out there who want to create diffrent portfolios but dont have money to buy new clothe now just rent clothes using the flyrobe app and never ever look at any other app for such things cause flyrobe is the best		2	['highly recommended app for all those models out there who want to create diffrent portfolios but dont have money to buy new clothe now just rent clothes using the flyrobe app and never ever look at any other app for such things cause flyrobe is the best']
i think in they are the India's Largest Fashion Rental Service as they rent clothes of various brands and that too at an affordable price		2	["i think in they are the India's Largest Fashion Rental Service as they rent clothes of various brands and that too at an affordable price"]
Hey friends i would get clothes on rent due to flyrobe application and also wide range of choices. Amazing app. I love it. flyrobe surely know how to attract customers.		2	[' flyrobe surely know how to attract customers']
A very useful app Flyrobe has made women shopping quite a good experience to begin with lots of variety and excellent service they provide .		2	['']
So far Flyrobe has been a great shopping experience especially for women shopping needs it truly is a best choice my best app for shopping is Flyrobe		2	['So far Flyrobe has been a great shopping experience especially for women shopping needs it truly is a best choice my best app for shopping is Flyrobe']
Ideal app for both women shopping as well as men . perfect desired product of your choice Wide range of products categorised .		2	['']
So far my experience with Flyrobe has been great thanks to its amazing customer service the way they handle customers is also quite great .		2	['']
so if you are a fan of asos app then i think you still live in stone age , be smart and start using the flyrobe app it really is the best app that you can have on your phone		2	['so if you are a fan of asos app then i think you still live in stone age , be smart and start using the flyrobe app it really is the best app that you can have on your phone']
I had to attend a big fat Indian wedding so needed to rent clothes within my budget flyrobe stood up as a savior giving me the best dress in the least price at such a short notice .		2	['']
		-1	[]
It's every woman's dream to wear a dress just once and then a new rent clothes for next time . Here's flyrobe fulfilling all your dreams in just one click .		2	['']
surely i have to admit women shopping is not an easy job , thank god to flyrobe , it really is like a miracle that the women shopping is not much of a nightmare anymore		0	['surely i have to admit women shopping is not an easy job , thank god to flyrobe , it really is like a miracle that the women shopping is not much of a nightmare anymore']
Flyrobe is an useful app because i can now rent all the dresses that i would have ever wanted i am very greatful for them for making my online shopping experience so great .		2	['']
I am having a great time using Flyrobe because it is quite a useful app for all my women shopping needs kudos to the dev and the team behind for such an amazing app i am having lots of fun using this app :)		2	['I am having a great time using Flyrobe because it is quite a useful app for all my women shopping needs kudos to the dev and the team behind for such an amazing app i am having lots of fun using this app :)']
Women shopping and looking for international brands should definitely try this app as they provide you with great range and at the minimal cost too .		2	['']
once you start to love the rent clothes idea you will never let go of it , and i really am talking from the personal experience just give it a try and you will definitely love it		2	['once you start to love the rent clothes idea you will never let go of it , and i really am talking from the personal experience just give it a try and you will definitely love it']
one of the main advantage of using flyrobe is that you can be assured that you will get the best service , so i recommend you to use this app instead of using the roposo app		2	['one of the main advantage of using flyrobe is that you can be assured that you will get the best service , so i recommend you to use this app instead of using the roposo app']
		-1	[]
this is the best app whcih will provide you with some really nice collection of clothes whether you are a man or women , dont go for asos or voonik just go to flyrobe		2	['this is the best app whcih will provide you with some really nice collection of clothes whether you are a man or women , dont go for asos or voonik just go to flyrobe']
Thankyou flyrobe for your timely delivery or a big event of my life would have gone for a flip like last time when i ordered from asos .		2	['']
ninth and all the goods of awesome exceptional no troubles of the product in any respect pickup and drop offerings to		2	['ninth and all the goods of awesome exceptional no troubles of the product in any respect pickup and drop offerings to']
		-1	[]
My experience with Flyrobe has been quite great thanks to this amazing app now i dont need to worry about the special ocassion as i can always rent the dress from here .		2	['']
A very useful app indeed Flyrobe is truly a gem of an app with its online renting service for women shopping the idea is innovative and also it is quite helpful .		2	['']
flyrobe enables you to rent clothes which you'd have just dreamt of wearing someday in the future . But the future is just one click away now .		2	['']
Flyrobe is the only app that we would ever need for renting any dress online the service they provide is also quite commendable i am well satisfied with this app so far .		2	['']
		-1	[]
Great collection		2	['Great collection']
		-1	[]
		-1	[]
I have never regretted the moment i installed this app Flyrobe my all the daily women shopping needs has been fulfilled with this app must say they did a great job .		2	['']
Definitely 5 stars to this app which is so user friendly and when it comes to size they have a wide variety of designs and sizes available unlike voonik and asos .		2	['']
voonik and other apps are just fail in front of this app which has such great variety of clothes online in no time best app ever .		2	['']
highly suggested app from me i really loved it , you should also download this app and rent clothes without any hesitation , i really loved it		2	['highly suggested app from me i really loved it , you should also download this app and rent clothes without any hesitation , i really loved it']
The renting service in Flyrobe is quite great and they don't charge overprice it is quite reasonable .		2	['']
Flyrobe is trualy an gem of an app because i am not worrying about any special day as this app will provide me the renting option which is quite great .		2	['']
Very awesome app the variety of dresses that Flyrobe provide is super cool from indian traditional to western i love the styles very awesome app !		2	['Very awesome app the variety of dresses that Flyrobe provide is super cool from indian traditional to western i love the styles very awesome app !']
		-1	[]
		-1	[]
Not only for women but also for men this application has been a boon . I always rent clothes and tuxedos for different fancy occasion at my office and in family .		2	['']
The fitting experts on this app gives you a customized fit to each and every dress of your choice whether you rent clothes from this app .		2	['']
So far only words to say for about Flyrobe they are doing an amazing and phenomenal job i like shopping now just because of this app now .		2	['']
Wow ! I got to try an outfit which Katrina wore women shopping was never so glammed up before this app came in to picture .		1	['Wow ! I got to try an outfit which Katrina wore women shopping was never so glammed up before this app came in to picture ', '']
Dresses worth thousands are given on hire for just few hundreds on this women shopping app . . And one can own it for 4-8 days . Like seriously? But yes with flyrobe it is possible .		1	[' ', '']
go with the flyrobe app and stop using all the other things like the asos app and all , please just be smart and use this app only , i recommned you this from bottom of my heart		1	['go with the flyrobe app and stop using all the other things like the asos app and all , please just be smart and use this app only , i recommned you this from bottom of my heart']
Flybe has been making women shopping experience affordable as compared to other sites like koovs voonik etc . By providing wide range at reasonable cost and in a fixed time frame .		2	['']
I rent clothes for my special day from flowy robe and trust me it felt like a brand new never worn gown . and just after the purpose was served they came in and took it back .		1	[' and just after the purpose was served they came in and took it back ']
if you really dont have money to afford some nice kurtis or some traditional dresses dont worry about it anymore flyrobe has got you all covered just rent clothes from this app and be happy for saving your neck at various occasions		2	['if you really dont have money to afford some nice kurtis or some traditional dresses dont worry about it anymore flyrobe has got you all covered just rent clothes from this app and be happy for saving your neck at various occasions']
Flyrobe made life a easier. Because it has many features such as easy checkout, and faster delivery than koovs and voonik. I would like to rent clothes from the flyrobe app.		2	['']
My shopping experience with this app is getting better Flyrobe is doing all the hardwork for the best service i am grateful for them and i love them &lt;3		2	['My shopping experience with this app is getting better Flyrobe is doing all the hardwork for the best service i am grateful for them and i love them &lt;3']
I dont have any personal agenda towards voonik or asos but those guys can't deliver what they have promised , but flyrobe really does deliver the right product at right time and at right price		0	["I dont have any personal agenda towards voonik or asos but those guys can't deliver what they have promised , but flyrobe really does deliver the right product at right time and at right price"]
Flyrobe is very helpful for the women who wants to try different varities of dresses the women shopping experience has never been this great thanks to this app :)		2	['Flyrobe is very helpful for the women who wants to try different varities of dresses the women shopping experience has never been this great thanks to this app :)']
the flyrobe app is beating all of its competition hands down as it helps us to rent clothes rather than buying such clothes .I am super happy with this app so far .		2	['']
Designer outfits are too costly lately but something which would fit my pocket was found on flyrobe . I am am able to uninstall apps like asos as this app has come up .		1	[' I am am able to uninstall apps like asos as this app has come up ']
		-1	[]
I am having lots of fun doing women shopping all thanks to Flyrobe my experience with them is getting better and better a very awesome app for shopping online .		2	['']
		-1	[]
The renting service which is provided in Flyrobe is quite helpful and i am sure many women shopping sites don't prove this which is why i like this app a lot .		2	['']
women shopping on this app is really cool as it has like the best rent clothes online and that too in no time .		2	['']
Flyrobe is an exciting app for our daily clothing needs because here we can rent clothing online which is an innovative idea .		2	['']
Had to attend formal meeting at a short notice it was difficult for me to find a perfect suit . BUt flyrobe you helped me to rent clothes .		2	['']
		-1	[]
start using the flyrobe it ruely is the best app for women shopping , i really love that , and i think you guys will also love it		2	['start using the flyrobe it ruely is the best app for women shopping , i really love that , and i think you guys will also love it']
The variety of dress that is provided in Flyrobe is quite good and i am thankful for them it is getting better and easier for me to choose the best .		2	['']
Very great app now i can showoff my dress to all the girls and what's the best part? it also has renting services which is pretty helpful for me .		2	['']
At my friends cocktail party everyone stood hypnotised seeing me dressed up in the same outfit which one of our top actress wore at a red carpet event .women shopping is amazing here .		2	['']
all in all of you ever want to rent clothes then i suggest you should look at the flyrobe app and no other app		1	['all in all of you ever want to rent clothes then i suggest you should look at the flyrobe app and no other app']
		-1	[]
need to go to women shopping no need just hadover the flyrobe app to your wife and live tension free this app is truely the best app that you can have on your phone		2	['need to go to women shopping no need just hadover the flyrobe app to your wife and live tension free this app is truely the best app that you can have on your phone']
What to wear on a date night which is just 2 days later? flyrobe just answered it all right from rent clothes to jewellery at such a reasonable price . My guy was so flattered seeing me in that stunning dress .		2	['']
Never in playstore have i ever saw such an creative app Flyrobe gives us renting services which is very helpful to try out different varieties of dresses also the customer service they provide is top notch kudos to them .		2	['']
no need to use any other app and waste money on buying clothes be like me and rent clothes with affordable prices , its really nice		1	['no need to use any other app and waste money on buying clothes be like me and rent clothes with affordable prices , its really nice']
Being a gujarati girl I had a big fat wedding and always wanted to rent clothes in designer stuff in my wedding . flyrobe you have my blessings for fulfilling my number one dream .		2	['']
roposo is not that good as compared to this app as it's the best to rent clothes of your choice in no time my mom loves this app so much even i love it .		2	['']
women shopping to purchase clothes online just because they are too costly . flyrobe is the only app which solved all my problems as now I look perfect and my pocket stays perfect .		1	['women shopping to purchase clothes online just because they are too costly ']
		-1	[]
Flyrobe is the only stop for me for all my daily shopping needs i will be using this app it is truly deserving a great effort to make such app for us .		2	['']
if you think women shopping is hard well flyrobe has changed it completely , its now much easy to do , ireally loved it , highly recommended		2	['if you think women shopping is hard well flyrobe has changed it completely , its now much easy to do , ireally loved it , highly recommended']
So far my experience with Flyrobe has been going great for me and i am very greatful for them that renting service is available for women shopping .		2	['']
people out there who are struggling to become actor and want dont have money for there trendy attire to impress other people dont worry just use flyrobe and rent clothes at really some affordable prices		2	['people out there who are struggling to become actor and want dont have money for there trendy attire to impress other people dont worry just use flyrobe and rent clothes at really some affordable prices']
		-1	[]
Very well made app Flyrobe is truly an innovative app because nowadays we don't have such kind of app where we can rent the dress online .		2	['']
My experience with Flyrobe has been quite good far the variety of dresses they provide along with renting is also quite good thanks to this app its quite good for me so far .		2	['']
Blazers		1	['Blazers']
Flyrobe is a revolution to the net women purchasing international . Because it provides excessive give up style clothes at a small amount with green carrier base .		0	[' Because it provides excessive give up style clothes at a small amount with green carrier base ']
If you are on a tight budget then i suppose you have to also use the flyrobe app , its pretty satisfactory and that i guess that you men will sincerely like it . So just use it		2	[' So just use it']
Flybe has been making ladies shopping enjoy low-priced as compared to different sites like koovs voonik and so forth . By using imparting extensive variety at reasonable price and in a fixed time frame .		2	['']
Flyrobe has an tremendous creative idea of renting provider which i am sure many ladies shoppers could be loving it no longer only that they also offer tremendous customer support that is any other plus factor approximately this app kudos to the dev and their group fantastic app indeed :)		2	['Flyrobe has an tremendous creative idea of renting provider which i am sure many ladies shoppers could be loving it no longer only that they also offer tremendous customer support that is any other plus factor approximately this app kudos to the dev and their group fantastic app indeed :)']
A exquisite app , love the concept of hire clothes and that too custom geared up for you , so i truely cherished it , maintain up the coolest paintings flyrobe i really loved it		2	['A exquisite app , love the concept of hire clothes and that too custom geared up for you , so i truely cherished it , maintain up the coolest paintings flyrobe i really loved it']
i advise this flyrobe app over the voonik and roposo app any time just due to the fact i like this app very a good deal		2	['i advise this flyrobe app over the voonik and roposo app any time just due to the fact i like this app very a good deal']
Your urgent requirement for any garment is looked after by means of offering delivery with 3 hours . Which no different girls purchasing web page gives you , properly i'm able to wager in this .		1	['Your urgent requirement for any garment is looked after by means of offering delivery with 3 hours ']
If you without a doubt dont have money to afford a few quality kurtis or a few conventional attire dont fear approximately it anymore flyrobe has got you all covered just rent garments from this app and be happy for saving your neck at various events	Loved it	2	['If you without a doubt dont have money to afford a few quality kurtis or a few conventional attire dont fear approximately it anymore flyrobe has got you all covered just rent garments from this app and be happy for saving your neck at various events']
Very notable app the variety of dresses that Flyrobe offer is excellent cool from indian traditional to western i love the styles very splendid app !		2	['Very notable app the variety of dresses that Flyrobe offer is excellent cool from indian traditional to western i love the styles very splendid app !']
My renting provider with Flyrobe has been pretty top up to now they provide true and excelling looking for women .		2	['']
The form of get dressed that is provided in Flyrobe is pretty suitable and i'm grateful for them it is getting better and less complicated for me to select the first-class .		2	['']
Women buying in this app is truly cool as it has just like the great rent clothes on-line and that too very quickly .		2	['']
I religiously follow this app to keep my wardrobe updated with all the trendy outfits and more. Always been a happy customer.		2	['']
clearly 5 stars to this app that's so consumer friendly and on the subject of length they have a wide style of designs and sizes to be had not like voonik and asos .		1	["clearly 5 stars to this app that's so consumer friendly and on the subject of length they have a wide style of designs and sizes to be had not like voonik and asos ", '']
one of the main gain of the usage of flyrobe is that you can be confident that you'll get the nice provider , so i suggest you to use this app instead of the usage of the roposo app		2	["one of the main gain of the usage of flyrobe is that you can be confident that you'll get the nice provider , so i suggest you to use this app instead of the usage of the roposo app"]
the flyrobe app is beating all of its opposition arms down because it facilitates us to lease garments instead of buying such garments .I am top notch happy with this app to this point .		2	['the flyrobe app is beating all of its opposition arms down because it facilitates us to lease garments instead of buying such garments ', '']
that is the nice app whcih will provide you with a few surely pleasant series of garments whether or not you're a guy or ladies , dont pass for asos or voonik simply visit flyrobe		2	["that is the nice app whcih will provide you with a few surely pleasant series of garments whether or not you're a guy or ladies , dont pass for asos or voonik simply visit flyrobe"]
i'm having lots of fun doing girls purchasing all way to Flyrobe my revel in with them is getting better and better a very brilliant app for purchasing on-line .		2	['']
flyrobe enables you to lease garments that you'd have just dreamt of wearing at some point inside the future . But the future is just one click away now .		2	['']
lease garments in this app and be relaxation freed from of fee element and different factors and appearance the fine as you are on essential activities .I like this app a manner too much .		2	['']
Provide you all the services it is really better their uses application they are providing a lot of good services		2	['Provide you all the services it is really better their uses application they are providing a lot of good services']
Flyrobe has an amazing creative idea of renting service which i am sure many women shoppers would be loving it not only that they also provide excellent customer service which is another plus point about this app kudos to the dev and their team great app indeed :)		2	['Flyrobe has an amazing creative idea of renting service which i am sure many women shoppers would be loving it not only that they also provide excellent customer service which is another plus point about this app kudos to the dev and their team great app indeed :)']
