Description	Subject	sentiment	tag
Application sings of perfectly with all my devices and tabs I can rent clothes and return it whenever I want to greet to use		1	['Application sings of perfectly with all my devices and tabs I can rent clothes and return it whenever I want to greet to use']
One of the best applications provided in the Play Store for rental clothes online you will be absolutely amazed uses application for all kinds of great services and products		2	['One of the best applications provided in the Play Store for rental clothes online you will be absolutely amazed uses application for all kinds of great services and products']
Quality products and everything is available at a great price you will never be disappointed with the number of products available from this application this is really so much better to use		2	['Quality products and everything is available at a great price you will never be disappointed with the number of products available from this application this is really so much better to use']
It is very good app		2	['It is very good app']
Its asam apps r lovely	Kk	2	['Its asam apps r lovely']
		-1	[]
Simply amazing... Love d clothes and their service... I am big fan of flyrobe now... Just one thing..pls add-on collection in Bangalore... It's quite same since long...I saw the Delhi collection... I wish I could order from there... Love u guys... Grt idea.		2	['', 'I saw the Delhi collection']
		-1	[]
		-1	[]
		-1	[]
		-1	[]
Best service and stuff!		2	['Best service and stuff!']
Why should girls have all the fun? After thousands of requests from our male friends, we're ready to open up India's largest fashion rental service to our dapper men :)		1	["Why should girls have all the fun? After thousands of requests from our male friends, we're ready to open up India's largest fashion rental service to our dapper men :)"]
Here is availability of brands for new men's wear collection includes Suits , Tuxedos and Jackets from international brands along with traditional Sherwanis and Kurta Pyjamas sets from best Indian designers etc. you will be enjoy it with the help of flyrobe.		2	['']
love it. This app has simplified women shopping for me. I am happy for sure		2	[' I am happy for sure']
cool selection lots of information about latest styles and friends I like the entire shopping experience thanks to the team , use onceâ¦	nyc	2	['cool selection lots of information about latest styles and friends I like the entire shopping experience thanks to the team , use onceâ\x80¦']
such a nice app which does free shipping , provide easy returns , and best quality cloth rent impressed me a lot.		2	['']
Superiar quality of the cloths impressed me and their service of cloth on rent amezing , impressed me a lot.		2	['']
Speedy delivery of the cloths or accessories is a great aspect of this app which helps me a lot every time.		2	['']
women shopping is an dificult task in which flyrobe help me to select dress for the party and I suggest that to my wife.		1	['']
Such a great application which help us to maintain our status and metro look may be available on lower cost. Is such great concern to attract you.		2	['']
I am satisfied about the brands of this app , available brands are such a great , best fashion store are here so am satisfied about fashion store and think should be visit again and again.		2	['']
The most important feature is trendy collection are available here is such an great feature which impress me a lot.		2	['']
thanks for this app. Quite amazing and ahead of koovs. I am loving it.		2	['']
No good application is better than this application it has been wonderful to use so much better than voonik in which you have to buy cloths instead of renting the cloths.		1	['No good application is better than this application it has been wonderful to use so much better than voonik in which you have to buy cloths instead of renting the cloths', '']
which dress I taken from here is totally good and comfort which give me a nice look and helps me to maintain my uniqueness.		2	['']
After wedding collegues of my hubby gifted a honeymoon package of thailand but I didn have western dress up for the 8 days trip at that time flyrobe helps me a lot and I taken cloths from here on the rent , which helps me a lot. And I hd got a metro look my husband also became happy thanks to flyrobe for the nice experience and make my event treasurable.		2	['']
Such a nice thing is Premium fashion products you need not worry so much about deciding what to wear and buy it online you can instead print clothes , is a such nice service to take cloth on rent and paid their rent , use it , and return back , its will save your time ,lots of money and also protect your status within party's or weekend enjoy.		2	['']
I had been getting back from voonik for a really long time but it has not been so satisfying I am tempted to spend a lot through it but this application is really good and useful for everyone. Thanks for such a nice experience.		2	['']
Is an best unique idea of this app which provide cloths on the rent basis to everyone , that dress up may be casual , ethnic , western etc.		2	['']
Great concept. Ethnic Wear on Rent especially is a fabulous idea , no need to purchase cloth for each and every wedding. Flyrobe will helps you.		2	['']
roposo also disappointed me does not have a good collection like this application does I would totally recommend you to get flows from this application its too good. awesome choice doesnât available here.		1	['roposo also disappointed me does not have a good collection like this application does I would totally recommend you to get flows from this application its too good']
I had been taken the cloth on rent from another site that are too much boaring to use also didnât available the range of cloth and also chief quality cloth and disappointed a lot.		0	['I had been taken the cloth on rent from another site that are too much boaring to use also didnâ\x80\x99t available the range of cloth and also chief quality cloth and disappointed a lot']
superior application than such a ambiguious app like voonik , koovs , roposo etc their quality of cloth is not well and too much expensive.		0	['superior application than such a ambiguious app like voonik , koovs , roposo etc their quality of cloth is not well and too much expensive']
Such a great app which help to the person a lot who belongs middle class family , is an superior in its own nature for providing the rental cloths in affortable price.		2	['']
Totally awessom feature , I don't intend to shop a lot but somehow I end up buying a lot more than I need this application has helped me to rent clothes and same on all the money , this app save my money and consume my time.		2	['']
This app updated quite regularly and I like the way the idea is implemented for things are seldom where I would definitely go for this float rental service they have a lot of good choices , also about new arrival.		2	['']
fabulous collection of metro arrivals which attracts the teenagers for the dashing look that all necessary things will be concern here it so great. Thanks a lot.		2	['']
You can rent designer wear and premium brands at a fraction of their retail price. No more looking for discounts to buy that designer cloths.		1	[' No more looking for discounts to buy that designer cloths', '']
Super for the allow you to rent clothes very easily and you can also get them two way within such a less of time its such a nice feature of this app which impressed me a lot.		2	['']
flyrobes also share their views and ideas regarding various popular sector on their Blogs. This one also a attractive feature of this app.		2	['']
never have to repeat dresses anymore ! My dress for a new occassion is new and flyrobe always help me to fulfill the my requirements.		1	['']
Good app..		2	['']
Other apps like koovs and voonik are disappointed to me and provide a worst quality cloth. Is a nice that this app isnt like them thank you flyrobe.		1	['Other apps like koovs and voonik are disappointed to me and provide a worst quality cloth']
I always got well dress up from here and and best thing is that all dresses in nice condition such a great aspect which helps me to connect with this app.		2	['']
Such a great app which helps me for my business party always I should take well dress up from here is a great thing always I became subject of discussion in the collegues cause of wearing issues.		2	['']
their day to day implementation also improves their uniqueness , they also maintain their metro stock , which is such a nice for my metro look.		2	['']
Flyrobe is an unique concept in their own aspect cause its provide cloths on rent and their quality also such a nice in own aspects.		2	['']
Such a great app who provides best online fashion store to me and became me special within my friends. And maintain my status.		2	['']
I absolutely love this collection in womens cloths , I like this ossum wester cloth variety which helps me for my photography purpose , thanks.	Great	2	['']
It providing best rental shopping for womens they always provide new innovative variety change in categorised cloth for womens.		2	['']
Great app for easy to use for the rental cloths , their speedy delivery also impressed me a lot.	Loved it	2	['']
Such a amazing app who provide me a user friendly interface for the rental cloth facility and provide me cloths on rent for time consuming.		2	['']
Flyrobe is an amazing app which is provide the rental cloth facility , its ossume when we didnât need to purchase the cloth.		2	['']
It's very good app for parties in rent like suits, sherwanies, jackets and much more.... I like this app....	Awesome	2	['']
refer code kaha hai		1	['refer code kaha hai']
I ordered an attire just a night before that too at late hours n I got the delivery on time the very next day. It was my exam day for some shoot. I'm so happy with the app. I also got discount so dress costed me for Rs.50. Wot else a customer wants. Thanks so very much flyrobe. Lots of love n best wishes. ð:-*	Just love this app	1	[' Wot else a customer wants']
Nice app	Very good	2	['Nice app']
Nice concept..!! Awesome designs loved it...ð	Awesome	1	['', 'ð\x9f\x98\x83']
They always ensure on-time product delivery and have some really cool collection of footwear and clothing. I had a great time shopping with this app	Sanjupopy	2	['They always ensure on-time product delivery and have some really cool collection of footwear and clothing', ' I had a great time shopping with this app']
It's fake Fb par dress ke niche kaam price likha hua Hain app download Karne ke bd. 600ki dress 6000ki Nazar aa Rahi Hain. App download Karne ke liye bullshit harkat Hain ye. Be really okay fake hone se apko Good well nhi bnegi	Poor	0	["It's fake Fb par dress ke niche kaam price likha hua Hain app download Karne ke bd"]
any other applications like voonik report so much better you should definitely uses application		2	['any other applications like voonik report so much better you should definitely uses application']
Happy to find application this is really simple and easy to you at those are the best applications of you should try online best for rental process services few lines happy with the application there been providing so many great services online the that everything is available so easily are you lying renting clothes so much but it saves a lot of time and effort on trying to close which will be suitable for a vacation with example it leave it up		2	['Happy to find application this is really simple and easy to you at those are the best applications of you should try online best for rental process services few lines happy with the application there been providing so many great services online the that everything is available so easily are you lying renting clothes so much but it saves a lot of time and effort on trying to close which will be suitable for a vacation with example it leave it up']
MT cloth online is really cool option I found it really good to use it is definitely one of the must have applications on your phone	Good	2	['MT cloth online is really cool option I found it really good to use it is definitely one of the must have applications on your phone']
Amazingly good experience I just ordered yesterday for lehenga suit and the Order was delivered today the size of her also really perfect happy to using application Tuli recommended		2	['Amazingly good experience I just ordered yesterday for lehenga suit and the Order was delivered today the size of her also really perfect happy to using application Tuli recommended']
Renting cloth online is really great I can rent so many great players and every actually at very cheap price	Yi	2	['Renting cloth online is really great I can rent so many great players and every actually at very cheap price']
Kesha is really amazing they have been providing everything at one place so much good and better		2	['Kesha is really amazing they have been providing everything at one place so much good and better']
Application at 5 been a really good thing that I found it application online I totally love this application		2	['Application at 5 been a really good thing that I found it application online I totally love this application']
Happy to uses application monocline application form really Limited number of clothes to buy from but this is so awesome		2	['Happy to uses application monocline application form really Limited number of clothes to buy from but this is so awesome']
It was a great experience I totally recommended to all my friends bahubali collection of cloth online it definitely try		2	['It was a great experience I totally recommended to all my friends bahubali collection of cloth online it definitely try']
Good	Good	2	['Good']
if you don't have enough clothes for a particular location live you can rent it accessories too		1	["if you don't have enough clothes for a particular location live you can rent it accessories too"]
Very good application I have been using it for quite a long time now that I've used it totally happy and completely satisfied but it is one of the best destination in line	Nice aap	2	["Very good application I have been using it for quite a long time now that I've used it totally happy and completely satisfied but it is one of the best destination in line"]
Application for rental clothes edition of the best services available online you should also definitely try for getting a blue line on anyway		2	['Application for rental clothes edition of the best services available online you should also definitely try for getting a blue line on anyway']
Close the net banking exam online application application you should definitely do line		1	['Close the net banking exam online application application you should definitely do line']
Used and it is so unique the winners are so much better than in many other applications		2	['Used and it is so unique the winners are so much better than in many other applications']
Application rate they have so much but you have to buy Great application Web Services it is really amazing to uses application totally would give it a five star rating		2	['Application rate they have so much but you have to buy Great application Web Services it is really amazing to uses application totally would give it a five star rating']
If you are a fan of getting close online will definitely try this application is totally cool		2	['If you are a fan of getting close online will definitely try this application is totally cool']
best purposes is application is so much helpful in terms of getting so many little about your rental clothes so much fun		2	['best purposes is application is so much helpful in terms of getting so many little about your rental clothes so much fun']
Read application great features fabulous we use the user interface is also really good	Happy	2	['Read application great features fabulous we use the user interface is also really good']
I love this application they have been providing so much full information about all the clothes and I can read it actually prices		2	['I love this application they have been providing so much full information about all the clothes and I can read it actually prices']
I am totally happy that this application is on my phone it is really great you should absolutely tried meaning one of the		2	['I am totally happy that this application is on my phone it is really great you should absolutely tried meaning one of the']
With so many great features that has been one of my favourite and I will never uninstaller		2	['With so many great features that has been one of my favourite and I will never uninstaller']
message night and I would like to visit application for a long time it is really so cool and interesting	Awesome	2	['message night and I would like to visit application for a long time it is really so cool and interesting']
Amazing leave application I have been switching over to this application instead of roposo for a long time now it is really good		2	['Amazing leave application I have been switching over to this application instead of roposo for a long time now it is really good']
Homemade simple and easy for getting all types of clothes online rental services are so much better than buying		2	['Homemade simple and easy for getting all types of clothes online rental services are so much better than buying']
Amazing to use application really great services are available in this application you will be surprised to find everything so available easily		2	['Amazing to use application really great services are available in this application you will be surprised to find everything so available easily']
love this appp	aswun app	2	['love this appp']
Favourite the quick delivery can select the size and delivery date nothing else is required this is so much better	Like	2	['Favourite the quick delivery can select the size and delivery date nothing else is required this is so much better']
So so so so much better than many applications like Mantra you should definitely get this one and uninstall other applications like Flipkart with a really useless		2	['So so so so much better than many applications like Mantra you should definitely get this one and uninstall other applications like Flipkart with a really useless']
Amazing dresses handbag sunglasses Jewellery watches everything is found you I was totally side and grid with the application	Raju	2	['Amazing dresses handbag sunglasses Jewellery watches everything is found you I was totally side and grid with the application']
Whatever place that I wanted was available in all colours and sizes it was really fun to use	Loved it	2	['Whatever place that I wanted was available in all colours and sizes it was really fun to use']
Jewellery and classes from this application they have been providing all the great discount sandals on this Naman clothing	Loved it	2	['Jewellery and classes from this application they have been providing all the great discount sandals on this Naman clothing']
Badlapur application I was surprised that I found that the grid application by accident and and I totally recommended to all my friends I also love that		2	['Badlapur application I was surprised that I found that the grid application by accident and and I totally recommended to all my friends I also love that']
What is application you can get all that you want at one place it is so much good it is all the basic applications that you should have for shopping on your phone		2	['What is application you can get all that you want at one place it is so much good it is all the basic applications that you should have for shopping on your phone']
Ritu Facebook product very convenient application the look and feel of the application is also really good for women clothing		2	['Ritu Facebook product very convenient application the look and feel of the application is also really good for women clothing']
was really awesome uses and I got this application through the Recommendation of a friend great application for women clothing service		2	['was really awesome uses and I got this application through the Recommendation of a friend great application for women clothing service']
Totally cool application was yesterday during this application you will never go for any other application like Flipkart on Myntra		2	['Totally cool application was yesterday during this application you will never go for any other application like Flipkart on Myntra']
Welding class and everything is LBS weasel with this application I am happy that I found this application online	Loved it	2	['Welding class and everything is LBS weasel with this application I am happy that I found this application online']
Single application it has been one of my favourite I totally uninstall milk and egg applications long time ago	Excellent	1	['Single application it has been one of my favourite I totally uninstall milk and egg applications long time ago']
One of the most awaited app of the year this has this application has all that you wanted one place very hygienic and also I regret for application ocational purposes		2	['One of the most awaited app of the year this has this application has all that you wanted one place very hygienic and also I regret for application ocational purposes']
Glasses clothes accessories available so easily with this application totally go for this better than Flipkart		2	['Glasses clothes accessories available so easily with this application totally go for this better than Flipkart']
Hygienic products and all the other necessary latest it is one of the best applications are you stupid get this application right now best for women shopping		2	['Hygienic products and all the other necessary latest it is one of the best applications are you stupid get this application right now best for women shopping']
That can be easily made with your friends through many other applications like Facebook email and many other social media platforms		2	['That can be easily made with your friends through many other applications like Facebook email and many other social media platforms']
Lovers favourite positions are available you can add product rate whenever you want		2	['Lovers favourite positions are available you can add product rate whenever you want']
Protection for printing and also classified so that you can get everything so easily with this application is totally fun app		2	['Protection for printing and also classified so that you can get everything so easily with this application is totally fun app']
Saturn energy Riders On the go with this application it is so much better I told you recommended for men shopping		2	['Saturn energy Riders On the go with this application it is so much better I told you recommended for men shopping']
Favourite clothing and accessories is really easy with us application totally good for Indian wear		2	['Favourite clothing and accessories is really easy with us application totally good for Indian wear']
Made my day so easily with this application the application has a wide variety of products and ranges to choose from this is so much better		2	['Made my day so easily with this application the application has a wide variety of products and ranges to choose from this is so much better']
It is one of the best application for renting cloth online that I've used till now this application is absolutely were there		2	["It is one of the best application for renting cloth online that I've used till now this application is absolutely were there"]
Evening classes so much easier they have great expert to help you online		2	['Evening classes so much easier they have great expert to help you online']
Using legal services they provide you all kinds of great services and everything is so good I totally love this application		2	['Using legal services they provide you all kinds of great services and everything is so good I totally love this application']
Stalled applications like Myntra and Flipkart once I got this application because this is so much better		0	['Stalled applications like Myntra and Flipkart once I got this application because this is so much better']
Search for all kinds of cloth and accessories that you want with us applications rental services Aurelia portable and cheap		2	['Search for all kinds of cloth and accessories that you want with us applications rental services Aurelia portable and cheap']
If you like this application was then you should definitely try it again because they have lots of great variety of things to offer from		2	['If you like this application was then you should definitely try it again because they have lots of great variety of things to offer from']
Totally love this application for women shopping this is one of the best ones that is so much better than voonik leg applications		2	['Totally love this application for women shopping this is one of the best ones that is so much better than voonik leg applications']
New clothes after you're bored of the old ones renting application is better than buying in all kinds of services they are really good		2	["New clothes after you're bored of the old ones renting application is better than buying in all kinds of services they are really good"]
Amazingly great application I am totally happy that I found this application it is really fun to use		2	['Amazingly great application I am totally happy that I found this application it is really fun to use']
Absolutely go for this application this application is totally recommended by all my friends I also to clean a word grid application to use		2	['Absolutely go for this application this application is totally recommended by all my friends I also to clean a word grid application to use']
But application totally made my day I have been using this application for fighter long time now and it is one of the best application for rental services ever		2	['But application totally made my day I have been using this application for fighter long time now and it is one of the best application for rental services ever']
Make a comic simple TV chennai that I used it I definitely go for this application weather than any other for renting close online		2	['Make a comic simple TV chennai that I used it I definitely go for this application weather than any other for renting close online']
Helping me to the great clothes and also save a lot of money in the same time is a wonderful option I would totally love it		2	['Helping me to the great clothes and also save a lot of money in the same time is a wonderful option I would totally love it']
Application and it is be because this application is totally worth it and it is gonna be really costly really soon new renting clothes is one of the most best services that I never heard of and this application provide everything so easily happy to uses application		2	['Application and it is be because this application is totally worth it and it is gonna be really costly really soon new renting clothes is one of the most best services that I never heard of and this application provide everything so easily happy to uses application']
I am able to keep my clothes for as long as I want and pay for it it is a great rental service it is very unique to		2	['I am able to keep my clothes for as long as I want and pay for it it is a great rental service it is very unique to']
Printing cloth online is so much easier and better than trying to get close by buying from voonik on Myntra this is really a fun way to get clothes		2	['Printing cloth online is so much easier and better than trying to get close by buying from voonik on Myntra this is really a fun way to get clothes']
Amazingly good collection I was impressed with the hard work that this application people have gotten it is really fun and group D uses application		2	['Amazingly good collection I was impressed with the hard work that this application people have gotten it is really fun and group D uses application']
Kaveri bus by wardrobe and variety of class and accessories from Popular where it is really fun to uses application		2	['Kaveri bus by wardrobe and variety of class and accessories from Popular where it is really fun to uses application']
Cloth that I bought a of very proper hygiene and it was written also really easily happy to uses application really great to use		2	['Cloth that I bought a of very proper hygiene and it was written also really easily happy to uses application really great to use']
Unique rental market it is for all the people who love fashion alot you can definitely go for this application I am totally happy to have you sis application		2	['Unique rental market it is for all the people who love fashion alot you can definitely go for this application I am totally happy to have you sis application']
The collection all the collection for affordable at very cheap price and it is so much good to go and return online total quality of the ethnic collection was really good for me		2	['The collection all the collection for affordable at very cheap price and it is so much good to go and return online total quality of the ethnic collection was really good for me']
Application I have been using a for the past few weeks now and I took a recommended to myself there to cuddle navigate me like 25 a really cheap and of graphology to you can you get so many credit hours at very cheap price from your		2	['Application I have been using a for the past few weeks now and I took a recommended to myself there to cuddle navigate me like 25 a really cheap and of graphology to you can you get so many credit hours at very cheap price from your']
This is a really cheap and so much better than trying to get club offline it because a lot of efforts in this application is totally worth at	Good app	2	['This is a really cheap and so much better than trying to get club offline it because a lot of efforts in this application is totally worth at']
Great application Web Services this is one of the most awaited applications of the year for until cloth online to play level		2	['Great application Web Services this is one of the most awaited applications of the year for until cloth online to play level']
How to save on money and avoid the buying at home you cancel it leaves is application very brilliant application at this point user-friendly to		2	['How to save on money and avoid the buying at home you cancel it leaves is application very brilliant application at this point user-friendly to']
